19	28	31	14	29	36	31	29	14	36	9	28	28	10000	14	18	18	18	39	39	39	32	32	32	33	33	33	42	42	42	33	33	33	23	23	23	29	29	29	39	39	39	37	37	37	9	9	9	9	9	9	14	14	14	20	20	20	10	10	10	28	28	28	27	27	27	6	6	6	22	22	22	25	25	25	20	20	20	11	11	11	30	30	30	30	30	30	16	16	16	14	14	14	19
25	41	42	10000	39	33	36	39	14	35	20	41	35	14	10000	30	30	30	45	45	45	30	30	30	38	38	38	48	48	48	28	28	28	36	36	36	24	24	24	45	45	45	40	40	40	22	22	22	9	9	9	27	27	27	25	25	25	11	11	11	29	29	29	39	39	39	18	18	18	23	23	23	32	32	32	13	13	13	6	6	6	35	35	35	28	28	28	28	28	28	21	21	21	25
13	11	14	30	11	37	21	11	22	34	11	11	18	18	30	10000	10000	10000	26	26	26	33	33	33	24	24	24	30	30	30	37	37	37	11	11	11	35	35	35	26	26	26	29	29	29	12	12	12	22	22	22	9	9	9	16	16	16	21	21	21	26	26	26	9	9	9	13	13	13	24	24	24	13	13	13	30	30	30	26	26	26	21	21	21	32	32	32	5	5	5	12	12	12	13
13	11	14	30	11	37	21	11	22	34	11	11	18	18	30	10000	10000	10000	26	26	26	33	33	33	24	24	24	30	30	30	37	37	37	11	11	11	35	35	35	26	26	26	29	29	29	12	12	12	22	22	22	9	9	9	16	16	16	21	21	21	26	26	26	9	9	9	13	13	13	24	24	24	13	13	13	30	30	30	26	26	26	21	21	21	32	32	32	5	5	5	12	12	12	13
13	11	14	30	11	37	21	11	22	34	11	11	18	18	30	10000	10000	10000	26	26	26	33	33	33	24	24	24	30	30	30	37	37	37	11	11	11	35	35	35	26	26	26	29	29	29	12	12	12	22	22	22	9	9	9	16	16	16	21	21	21	26	26	26	9	9	9	13	13	13	24	24	24	13	13	13	30	30	30	26	26	26	21	21	21	32	32	32	5	5	5	12	12	12	13
21	28	19	45	19	29	9	19	32	23	31	28	11	39	45	26	26	26	10000	10000	10000	26	26	26	9	9	9	5	5	5	33	33	33	34	34	34	33	33	33	10000	10000	10000	12	12	12	36	36	36	37	37	37	34	34	34	21	21	21	35	35	35	20	20	20	25	25	25	34	34	34	25	25	25	15	15	15	38	38	38	40	40	40	11	11	11	27	27	27	31	31	31	26	26	26	21
21	28	19	45	19	29	9	19	32	23	31	28	11	39	45	26	26	26	10000	10000	10000	26	26	26	9	9	9	5	5	5	33	33	33	34	34	34	33	33	33	10000	10000	10000	12	12	12	36	36	36	37	37	37	34	34	34	21	21	21	35	35	35	20	20	20	25	25	25	34	34	34	25	25	25	15	15	15	38	38	38	40	40	40	11	11	11	27	27	27	31	31	31	26	26	26	21
21	28	19	45	19	29	9	19	32	23	31	28	11	39	45	26	26	26	10000	10000	10000	26	26	26	9	9	9	5	5	5	33	33	33	34	34	34	33	33	33	10000	10000	10000	12	12	12	36	36	36	37	37	37	34	34	34	21	21	21	35	35	35	20	20	20	25	25	25	34	34	34	25	25	25	15	15	15	38	38	38	40	40	40	11	11	11	27	27	27	31	31	31	26	26	26	21
20	42	36	30	35	5	20	35	19	6	29	42	21	32	30	33	33	33	26	26	26	10000	10000	10000	18	18	18	27	27	27	7	7	7	43	43	43	8	8	8	26	26	26	16	16	16	36	36	36	25	25	25	38	38	38	17	17	17	23	23	23	9	9	9	39	39	39	30	30	30	11	11	11	23	23	23	18	18	18	26	26	26	18	18	18	3	3	3	35	35	35	23	23	23	20
20	42	36	30	35	5	20	35	19	6	29	42	21	32	30	33	33	33	26	26	26	10000	10000	10000	18	18	18	27	27	27	7	7	7	43	43	43	8	8	8	26	26	26	16	16	16	36	36	36	25	25	25	38	38	38	17	17	17	23	23	23	9	9	9	39	39	39	30	30	30	11	11	11	23	23	23	18	18	18	26	26	26	18	18	18	3	3	3	35	35	35	23	23	23	20
20	42	36	30	35	5	20	35	19	6	29	42	21	32	30	33	33	33	26	26	26	10000	10000	10000	18	18	18	27	27	27	7	7	7	43	43	43	8	8	8	26	26	26	16	16	16	36	36	36	25	25	25	38	38	38	17	17	17	23	23	23	9	9	9	39	39	39	30	30	30	11	11	11	23	23	23	18	18	18	26	26	26	18	18	18	3	3	3	35	35	35	23	23	23	20
15	29	21	38	20	21	4	20	24	16	26	29	6	33	38	24	24	24	9	9	9	18	18	18	10000	10000	10000	11	11	11	24	24	24	33	33	33	25	25	25	9	9	9	6	6	6	32	32	32	29	29	29	31	31	31	14	14	14	27	27	27	11	11	11	26	26	26	28	28	28	16	16	16	11	11	11	29	29	29	32	32	32	3	3	3	19	19	19	28	28	28	20	20	20	15
15	29	21	38	20	21	4	20	24	16	26	29	6	33	38	24	24	24	9	9	9	18	18	18	10000	10000	10000	11	11	11	24	24	24	33	33	33	25	25	25	9	9	9	6	6	6	32	32	32	29	29	29	31	31	31	14	14	14	27	27	27	11	11	11	26	26	26	28	28	28	16	16	16	11	11	11	29	29	29	32	32	32	3	3	3	19	19	19	28	28	28	20	20	20	15
15	29	21	38	20	21	4	20	24	16	26	29	6	33	38	24	24	24	9	9	9	18	18	18	10000	10000	10000	11	11	11	24	24	24	33	33	33	25	25	25	9	9	9	6	6	6	32	32	32	29	29	29	31	31	31	14	14	14	27	27	27	11	11	11	26	26	26	28	28	28	16	16	16	11	11	11	29	29	29	32	32	32	3	3	3	19	19	19	28	28	28	20	20	20	15
24	32	23	48	24	29	12	24	34	23	35	32	15	42	48	30	30	30	5	5	5	27	27	27	11	11	11	10000	10000	10000	33	33	33	39	39	39	34	34	34	5	5	5	11	11	11	40	40	40	40	40	40	39	39	39	24	24	24	38	38	38	21	21	21	29	29	29	37	37	37	26	26	26	19	19	19	40	40	40	42	42	42	13	13	13	28	28	28	35	35	35	29	29	29	24
24	32	23	48	24	29	12	24	34	23	35	32	15	42	48	30	30	30	5	5	5	27	27	27	11	11	11	10000	10000	10000	33	33	33	39	39	39	34	34	34	5	5	5	11	11	11	40	40	40	40	40	40	39	39	39	24	24	24	38	38	38	21	21	21	29	29	29	37	37	37	26	26	26	19	19	19	40	40	40	42	42	42	13	13	13	28	28	28	35	35	35	29	29	29	24
24	32	23	48	24	29	12	24	34	23	35	32	15	42	48	30	30	30	5	5	5	27	27	27	11	11	11	10000	10000	10000	33	33	33	39	39	39	34	34	34	5	5	5	11	11	11	40	40	40	40	40	40	39	39	39	24	24	24	38	38	38	21	21	21	29	29	29	37	37	37	26	26	26	19	19	19	40	40	40	42	42	42	13	13	13	28	28	28	35	35	35	29	29	29	24
25	47	42	28	40	6	26	40	20	11	32	47	26	33	28	37	37	37	33	33	33	7	7	7	24	24	24	33	33	33	10000	10000	10000	47	47	47	5	5	5	33	33	33	22	22	22	38	38	38	25	25	25	41	41	41	21	21	21	23	23	23	14	14	14	43	43	43	32	32	32	14	14	14	29	29	29	16	16	16	25	25	25	24	24	24	6	6	6	39	39	39	26	26	26	25
25	47	42	28	40	6	26	40	20	11	32	47	26	33	28	37	37	37	33	33	33	7	7	7	24	24	24	33	33	33	10000	10000	10000	47	47	47	5	5	5	33	33	33	22	22	22	38	38	38	25	25	25	41	41	41	21	21	21	23	23	23	14	14	14	43	43	43	32	32	32	14	14	14	29	29	29	16	16	16	25	25	25	24	24	24	6	6	6	39	39	39	26	26	26	25
25	47	42	28	40	6	26	40	20	11	32	47	26	33	28	37	37	37	33	33	33	7	7	7	24	24	24	33	33	33	10000	10000	10000	47	47	47	5	5	5	33	33	33	22	22	22	38	38	38	25	25	25	41	41	41	21	21	21	23	23	23	14	14	14	43	43	43	32	32	32	14	14	14	29	29	29	16	16	16	25	25	25	24	24	24	6	6	6	39	39	39	26	26	26	25
23	9	18	36	16	47	30	16	30	44	18	9	28	23	36	11	11	11	34	34	34	43	43	43	33	33	33	39	39	39	47	47	47	10000	10000	10000	44	44	44	34	34	34	39	39	39	15	15	15	29	29	29	9	9	9	27	27	27	29	29	29	36	36	36	10	10	10	19	19	19	34	34	34	23	23	23	39	39	39	32	32	32	31	31	31	42	42	42	9	9	9	22	22	22	23
23	9	18	36	16	47	30	16	30	44	18	9	28	23	36	11	11	11	34	34	34	43	43	43	33	33	33	39	39	39	47	47	47	10000	10000	10000	44	44	44	34	34	34	39	39	39	15	15	15	29	29	29	9	9	9	27	27	27	29	29	29	36	36	36	10	10	10	19	19	19	34	34	34	23	23	23	39	39	39	32	32	32	31	31	31	42	42	42	9	9	9	22	22	22	23
23	9	18	36	16	47	30	16	30	44	18	9	28	23	36	11	11	11	34	34	34	43	43	43	33	33	33	39	39	39	47	47	47	10000	10000	10000	44	44	44	34	34	34	39	39	39	15	15	15	29	29	29	9	9	9	27	27	27	29	29	29	36	36	36	10	10	10	19	19	19	34	34	34	23	23	23	39	39	39	32	32	32	31	31	31	42	42	42	9	9	9	22	22	22	23
22	45	40	24	39	9	26	39	16	14	28	45	26	29	24	35	35	35	33	33	33	8	8	8	25	25	25	34	34	34	5	5	5	44	44	44	10000	10000	10000	33	33	33	24	24	24	34	34	34	21	21	21	38	38	38	19	19	19	20	20	20	14	14	14	41	41	41	29	29	29	12	12	12	27	27	27	12	12	12	21	21	21	24	24	24	7	7	7	36	36	36	23	23	23	22
22	45	40	24	39	9	26	39	16	14	28	45	26	29	24	35	35	35	33	33	33	8	8	8	25	25	25	34	34	34	5	5	5	44	44	44	10000	10000	10000	33	33	33	24	24	24	34	34	34	21	21	21	38	38	38	19	19	19	20	20	20	14	14	14	41	41	41	29	29	29	12	12	12	27	27	27	12	12	12	21	21	21	24	24	24	7	7	7	36	36	36	23	23	23	22
22	45	40	24	39	9	26	39	16	14	28	45	26	29	24	35	35	35	33	33	33	8	8	8	25	25	25	34	34	34	5	5	5	44	44	44	10000	10000	10000	33	33	33	24	24	24	34	34	34	21	21	21	38	38	38	19	19	19	20	20	20	14	14	14	41	41	41	29	29	29	12	12	12	27	27	27	12	12	12	21	21	21	24	24	24	7	7	7	36	36	36	23	23	23	22
21	28	19	45	19	29	9	19	32	23	31	28	11	39	45	26	26	26	10000	10000	10000	26	26	26	9	9	9	5	5	5	33	33	33	34	34	34	33	33	33	10000	10000	10000	12	12	12	36	36	36	37	37	37	34	34	34	21	21	21	35	35	35	20	20	20	25	25	25	34	34	34	25	25	25	15	15	15	38	38	38	40	40	40	11	11	11	27	27	27	31	31	31	26	26	26	21
21	28	19	45	19	29	9	19	32	23	31	28	11	39	45	26	26	26	10000	10000	10000	26	26	26	9	9	9	5	5	5	33	33	33	34	34	34	33	33	33	10000	10000	10000	12	12	12	36	36	36	37	37	37	34	34	34	21	21	21	35	35	35	20	20	20	25	25	25	34	34	34	25	25	25	15	15	15	38	38	38	40	40	40	11	11	11	27	27	27	31	31	31	26	26	26	21
21	28	19	45	19	29	9	19	32	23	31	28	11	39	45	26	26	26	10000	10000	10000	26	26	26	9	9	9	5	5	5	33	33	33	34	34	34	33	33	33	10000	10000	10000	12	12	12	36	36	36	37	37	37	34	34	34	21	21	21	35	35	35	20	20	20	25	25	25	34	34	34	25	25	25	15	15	15	38	38	38	40	40	40	11	11	11	27	27	27	31	31	31	26	26	26	21
19	35	26	40	26	18	10	26	27	12	31	35	12	37	40	29	29	29	12	12	12	16	16	16	6	6	6	11	11	11	22	22	22	39	39	39	24	24	24	12	12	12	10000	10000	10000	37	37	37	33	33	33	37	37	37	18	18	18	30	30	30	11	11	11	31	31	31	33	33	33	18	18	18	17	17	17	30	30	30	35	35	35	9	9	9	18	18	18	33	33	33	24	24	24	19
19	35	26	40	26	18	10	26	27	12	31	35	12	37	40	29	29	29	12	12	12	16	16	16	6	6	6	11	11	11	22	22	22	39	39	39	24	24	24	12	12	12	10000	10000	10000	37	37	37	33	33	33	37	37	37	18	18	18	30	30	30	11	11	11	31	31	31	33	33	33	18	18	18	17	17	17	30	30	30	35	35	35	9	9	9	18	18	18	33	33	33	24	24	24	19
19	35	26	40	26	18	10	26	27	12	31	35	12	37	40	29	29	29	12	12	12	16	16	16	6	6	6	11	11	11	22	22	22	39	39	39	24	24	24	12	12	12	10000	10000	10000	37	37	37	33	33	33	37	37	37	18	18	18	30	30	30	11	11	11	31	31	31	33	33	33	18	18	18	17	17	17	30	30	30	35	35	35	9	9	9	18	18	18	33	33	33	24	24	24	19
18	21	25	22	23	40	29	23	19	38	7	21	27	9	22	12	12	12	36	36	36	36	36	36	32	32	32	40	40	40	38	38	38	15	15	15	34	34	34	36	36	36	37	37	37	10000	10000	10000	16	16	16	6	6	6	20	20	20	16	16	16	30	30	30	20	20	20	6	6	6	25	25	25	22	22	22	27	27	27	19	19	19	29	29	29	34	34	34	8	8	8	14	14	14	18
18	21	25	22	23	40	29	23	19	38	7	21	27	9	22	12	12	12	36	36	36	36	36	36	32	32	32	40	40	40	38	38	38	15	15	15	34	34	34	36	36	36	37	37	37	10000	10000	10000	16	16	16	6	6	6	20	20	20	16	16	16	30	30	30	20	20	20	6	6	6	25	25	25	22	22	22	27	27	27	19	19	19	29	29	29	34	34	34	8	8	8	14	14	14	18
18	21	25	22	23	40	29	23	19	38	7	21	27	9	22	12	12	12	36	36	36	36	36	36	32	32	32	40	40	40	38	38	38	15	15	15	34	34	34	36	36	36	37	37	37	10000	10000	10000	16	16	16	6	6	6	20	20	20	16	16	16	30	30	30	20	20	20	6	6	6	25	25	25	22	22	22	27	27	27	19	19	19	29	29	29	34	34	34	8	8	8	14	14	14	18
17	33	33	9	31	28	28	31	7	29	12	33	26	9	9	22	22	22	37	37	37	25	25	25	29	29	29	40	40	40	25	25	25	29	29	29	21	21	21	37	37	37	33	33	33	16	16	16	10000	10000	10000	21	21	21	16	16	16	3	3	3	22	22	22	30	30	30	11	11	11	16	16	16	24	24	24	11	11	11	4	4	4	27	27	27	23	23	23	21	21	21	13	13	13	17
17	33	33	9	31	28	28	31	7	29	12	33	26	9	9	22	22	22	37	37	37	25	25	25	29	29	29	40	40	40	25	25	25	29	29	29	21	21	21	37	37	37	33	33	33	16	16	16	10000	10000	10000	21	21	21	16	16	16	3	3	3	22	22	22	30	30	30	11	11	11	16	16	16	24	24	24	11	11	11	4	4	4	27	27	27	23	23	23	21	21	21	13	13	13	17
17	33	33	9	31	28	28	31	7	29	12	33	26	9	9	22	22	22	37	37	37	25	25	25	29	29	29	40	40	40	25	25	25	29	29	29	21	21	21	37	37	37	33	33	33	16	16	16	10000	10000	10000	21	21	21	16	16	16	3	3	3	22	22	22	30	30	30	11	11	11	16	16	16	24	24	24	11	11	11	4	4	4	27	27	27	23	23	23	21	21	21	13	13	13	17
19	15	21	27	19	42	28	19	23	40	10	15	26	14	27	9	9	9	34	34	34	38	38	38	31	31	31	39	39	39	41	41	41	9	9	9	38	38	38	34	34	34	37	37	37	6	6	6	21	21	21	10000	10000	10000	21	21	21	21	21	21	31	31	31	15	15	15	11	11	11	28	28	28	21	21	21	31	31	31	24	24	24	29	29	29	36	36	36	4	4	4	16	16	16	19
19	15	21	27	19	42	28	19	23	40	10	15	26	14	27	9	9	9	34	34	34	38	38	38	31	31	31	39	39	39	41	41	41	9	9	9	38	38	38	34	34	34	37	37	37	6	6	6	21	21	21	10000	10000	10000	21	21	21	21	21	21	31	31	31	15	15	15	11	11	11	28	28	28	21	21	21	31	31	31	24	24	24	29	29	29	36	36	36	4	4	4	16	16	16	19
19	15	21	27	19	42	28	19	23	40	10	15	26	14	27	9	9	9	34	34	34	38	38	38	31	31	31	39	39	39	41	41	41	9	9	9	38	38	38	34	34	34	37	37	37	6	6	6	21	21	21	10000	10000	10000	21	21	21	21	21	21	31	31	31	15	15	15	11	11	11	28	28	28	21	21	21	31	31	31	24	24	24	29	29	29	36	36	36	4	4	4	16	16	16	19
4	26	22	25	20	21	12	20	11	19	14	26	11	20	25	16	16	16	21	21	21	17	17	17	14	14	14	24	24	24	21	21	21	27	27	27	19	19	19	21	21	21	18	18	18	20	20	20	16	16	16	21	21	21	10000	10000	10000	14	14	14	10	10	10	22	22	22	15	15	15	8	8	8	10	10	10	18	18	18	19	19	19	11	11	11	16	16	16	19	19	19	7	7	7	4
4	26	22	25	20	21	12	20	11	19	14	26	11	20	25	16	16	16	21	21	21	17	17	17	14	14	14	24	24	24	21	21	21	27	27	27	19	19	19	21	21	21	18	18	18	20	20	20	16	16	16	21	21	21	10000	10000	10000	14	14	14	10	10	10	22	22	22	15	15	15	8	8	8	10	10	10	18	18	18	19	19	19	11	11	11	16	16	16	19	19	19	7	7	7	4
4	26	22	25	20	21	12	20	11	19	14	26	11	20	25	16	16	16	21	21	21	17	17	17	14	14	14	24	24	24	21	21	21	27	27	27	19	19	19	21	21	21	18	18	18	20	20	20	16	16	16	21	21	21	10000	10000	10000	14	14	14	10	10	10	22	22	22	15	15	15	8	8	8	10	10	10	18	18	18	19	19	19	11	11	11	16	16	16	19	19	19	7	7	7	4
15	32	32	11	30	26	26	30	5	27	12	32	24	10	11	21	21	21	35	35	35	23	23	23	27	27	27	38	38	38	23	23	23	29	29	29	20	20	20	35	35	35	30	30	30	16	16	16	3	3	3	21	21	21	14	14	14	10000	10000	10000	20	20	20	30	30	30	11	11	11	14	14	14	22	22	22	11	11	11	5	5	5	25	25	25	21	21	21	21	21	21	11	11	11	15
15	32	32	11	30	26	26	30	5	27	12	32	24	10	11	21	21	21	35	35	35	23	23	23	27	27	27	38	38	38	23	23	23	29	29	29	20	20	20	35	35	35	30	30	30	16	16	16	3	3	3	21	21	21	14	14	14	10000	10000	10000	20	20	20	30	30	30	11	11	11	14	14	14	22	22	22	11	11	11	5	5	5	25	25	25	21	21	21	21	21	21	11	11	11	15
15	32	32	11	30	26	26	30	5	27	12	32	24	10	11	21	21	21	35	35	35	23	23	23	27	27	27	38	38	38	23	23	23	29	29	29	20	20	20	35	35	35	30	30	30	16	16	16	3	3	3	21	21	21	14	14	14	10000	10000	10000	20	20	20	30	30	30	11	11	11	14	14	14	22	22	22	11	11	11	5	5	5	25	25	25	21	21	21	21	21	21	11	11	11	15
13	34	28	29	27	13	12	27	16	9	23	34	12	28	29	26	26	26	20	20	20	9	9	9	11	11	11	21	21	21	14	14	14	36	36	36	14	14	14	20	20	20	11	11	11	30	30	30	22	22	22	31	31	31	10	10	10	20	20	20	10000	10000	10000	30	30	30	25	25	25	7	7	7	15	15	15	19	19	19	24	24	24	10	10	10	9	9	9	28	28	28	17	17	17	13
13	34	28	29	27	13	12	27	16	9	23	34	12	28	29	26	26	26	20	20	20	9	9	9	11	11	11	21	21	21	14	14	14	36	36	36	14	14	14	20	20	20	11	11	11	30	30	30	22	22	22	31	31	31	10	10	10	20	20	20	10000	10000	10000	30	30	30	25	25	25	7	7	7	15	15	15	19	19	19	24	24	24	10	10	10	9	9	9	28	28	28	17	17	17	13
13	34	28	29	27	13	12	27	16	9	23	34	12	28	29	26	26	26	20	20	20	9	9	9	11	11	11	21	21	21	14	14	14	36	36	36	14	14	14	20	20	20	11	11	11	30	30	30	22	22	22	31	31	31	10	10	10	20	20	20	10000	10000	10000	30	30	30	25	25	25	7	7	7	15	15	15	19	19	19	24	24	24	10	10	10	9	9	9	28	28	28	17	17	17	13
19	4	8	39	6	43	22	6	30	38	19	4	20	27	39	9	9	9	25	25	25	39	39	39	26	26	26	29	29	29	43	43	43	10	10	10	41	41	41	25	25	25	31	31	31	20	20	20	30	30	30	15	15	15	22	22	22	30	30	30	30	30	30	10000	10000	10000	21	21	21	30	30	30	16	16	16	38	38	38	34	34	34	24	24	24	38	38	38	12	12	12	20	20	20	19
19	4	8	39	6	43	22	6	30	38	19	4	20	27	39	9	9	9	25	25	25	39	39	39	26	26	26	29	29	29	43	43	43	10	10	10	41	41	41	25	25	25	31	31	31	20	20	20	30	30	30	15	15	15	22	22	22	30	30	30	30	30	30	10000	10000	10000	21	21	21	30	30	30	16	16	16	38	38	38	34	34	34	24	24	24	38	38	38	12	12	12	20	20	20	19
19	4	8	39	6	43	22	6	30	38	19	4	20	27	39	9	9	9	25	25	25	39	39	39	26	26	26	29	29	29	43	43	43	10	10	10	41	41	41	25	25	25	31	31	31	20	20	20	30	30	30	15	15	15	22	22	22	30	30	30	30	30	30	10000	10000	10000	21	21	21	30	30	30	16	16	16	38	38	38	34	34	34	24	24	24	38	38	38	12	12	12	20	20	20	19
14	23	26	18	23	34	26	23	13	33	3	23	23	6	18	13	13	13	34	34	34	30	30	30	28	28	28	37	37	37	32	32	32	19	19	19	29	29	29	34	34	34	33	33	33	6	6	6	11	11	11	11	11	11	15	15	15	11	11	11	25	25	25	21	21	21	10000	10000	10000	20	20	20	19	19	19	21	21	21	14	14	14	25	25	25	28	28	28	11	11	11	9	9	9	14
14	23	26	18	23	34	26	23	13	33	3	23	23	6	18	13	13	13	34	34	34	30	30	30	28	28	28	37	37	37	32	32	32	19	19	19	29	29	29	34	34	34	33	33	33	6	6	6	11	11	11	11	11	11	15	15	15	11	11	11	25	25	25	21	21	21	10000	10000	10000	20	20	20	19	19	19	21	21	21	14	14	14	25	25	25	28	28	28	11	11	11	9	9	9	14
14	23	26	18	23	34	26	23	13	33	3	23	23	6	18	13	13	13	34	34	34	30	30	30	28	28	28	37	37	37	32	32	32	19	19	19	29	29	29	34	34	34	33	33	33	6	6	6	11	11	11	11	11	11	15	15	15	11	11	11	25	25	25	21	21	21	10000	10000	10000	20	20	20	19	19	19	21	21	21	14	14	14	25	25	25	28	28	28	11	11	11	9	9	9	14
11	33	29	23	27	15	16	27	10	14	19	33	15	22	23	24	24	24	25	25	25	11	11	11	16	16	16	26	26	26	14	14	14	34	34	34	12	12	12	25	25	25	18	18	18	25	25	25	16	16	16	28	28	28	8	8	8	14	14	14	7	7	7	30	30	30	20	20	20	10000	10000	10000	16	16	16	14	14	14	18	18	18	14	14	14	9	9	9	25	25	25	13	13	13	11
11	33	29	23	27	15	16	27	10	14	19	33	15	22	23	24	24	24	25	25	25	11	11	11	16	16	16	26	26	26	14	14	14	34	34	34	12	12	12	25	25	25	18	18	18	25	25	25	16	16	16	28	28	28	8	8	8	14	14	14	7	7	7	30	30	30	20	20	20	10000	10000	10000	16	16	16	14	14	14	18	18	18	14	14	14	9	9	9	25	25	25	13	13	13	11
11	33	29	23	27	15	16	27	10	14	19	33	15	22	23	24	24	24	25	25	25	11	11	11	16	16	16	26	26	26	14	14	14	34	34	34	12	12	12	25	25	25	18	18	18	25	25	25	16	16	16	28	28	28	8	8	8	14	14	14	7	7	7	30	30	30	20	20	20	10000	10000	10000	16	16	16	14	14	14	18	18	18	14	14	14	9	9	9	25	25	25	13	13	13	11
8	20	14	32	12	27	8	12	20	23	17	20	5	25	32	13	13	13	15	15	15	23	23	23	11	11	11	19	19	19	29	29	29	23	23	23	27	27	27	15	15	15	17	17	17	22	22	22	24	24	24	21	21	21	10	10	10	22	22	22	15	15	15	16	16	16	19	19	19	16	16	16	10000	10000	10000	27	27	27	27	27	27	9	9	9	23	23	23	17	17	17	12	12	12	8
