22	35	40	2	20	27	40	13	14	7	14	29	28	42	42	42	10000	10000	10000	39	39	39	18	18	18	39	39	39	4	4	4	42	42	42	31	31	31	22
22	35	40	2	20	27	40	13	14	7	14	29	28	42	42	42	10000	10000	10000	39	39	39	18	18	18	39	39	39	4	4	4	42	42	42	31	31	31	22
22	35	40	2	20	27	40	13	14	7	14	29	28	42	42	42	10000	10000	10000	39	39	39	18	18	18	39	39	39	4	4	4	42	42	42	31	31	31	22
18	20	4	40	21	24	4	30	26	35	34	36	21	4	4	4	39	39	39	10000	10000	10000	26	26	26	3	3	3	36	36	36	4	4	4	12	12	12	18
18	20	4	40	21	24	4	30	26	35	34	36	21	4	4	4	39	39	39	10000	10000	10000	26	26	26	3	3	3	36	36	36	4	4	4	12	12	12	18
18	20	4	40	21	24	4	30	26	35	34	36	21	4	4	4	39	39	39	10000	10000	10000	26	26	26	3	3	3	36	36	36	4	4	4	12	12	12	18
11	17	28	19	15	27	28	6	7	19	8	16	10	29	29	29	18	18	18	26	26	26	10000	10000	10000	27	27	27	14	14	14	29	29	29	23	23	23	11
11	17	28	19	15	27	28	6	7	19	8	16	10	29	29	29	18	18	18	26	26	26	10000	10000	10000	27	27	27	14	14	14	29	29	29	23	23	23	11
11	17	28	19	15	27	28	6	7	19	8	16	10	29	29	29	18	18	18	26	26	26	10000	10000	10000	27	27	27	14	14	14	29	29	29	23	23	23	11
19	23	2	40	21	23	2	31	27	35	35	39	23	3	3	3	39	39	39	3	3	3	27	27	27	10000	10000	10000	37	37	37	3	3	3	11	11	11	19
19	23	2	40	21	23	2	31	27	35	35	39	23	3	3	3	39	39	39	3	3	3	27	27	27	10000	10000	10000	37	37	37	3	3	3	11	11	11	19
19	23	2	40	21	23	2	31	27	35	35	39	23	3	3	3	39	39	39	3	3	3	27	27	27	10000	10000	10000	37	37	37	3	3	3	11	11	11	19
19	31	38	6	18	27	38	9	11	8	10	25	24	39	39	39	4	4	4	36	36	36	14	14	14	37	37	37	10000	10000	10000	39	39	39	29	29	29	19
19	31	38	6	18	27	38	9	11	8	10	25	24	39	39	39	4	4	4	36	36	36	14	14	14	37	37	37	10000	10000	10000	39	39	39	29	29	29	19
19	31	38	6	18	27	38	9	11	8	10	25	24	39	39	39	4	4	4	36	36	36	14	14	14	37	37	37	10000	10000	10000	39	39	39	29	29	29	19
21	23	3	43	23	25	3	33	29	38	37	40	24	10000	10000	10000	42	42	42	4	4	4	29	29	29	3	3	3	39	39	39	10000	10000	10000	14	14	14	21
21	23	3	43	23	25	3	33	29	38	37	40	24	10000	10000	10000	42	42	42	4	4	4	29	29	29	3	3	3	39	39	39	10000	10000	10000	14	14	14	21
21	23	3	43	23	25	3	33	29	38	37	40	24	10000	10000	10000	42	42	42	4	4	4	29	29	29	3	3	3	39	39	39	10000	10000	10000	14	14	14	21
13	25	12	32	12	13	12	25	20	26	30	37	23	14	14	14	31	31	31	12	12	12	23	23	23	11	11	11	29	29	29	14	14	14	10000	10000	10000	13
13	25	12	32	12	13	12	25	20	26	30	37	23	14	14	14	31	31	31	12	12	12	23	23	23	11	11	11	29	29	29	14	14	14	10000	10000	10000	13
13	25	12	32	12	13	12	25	20	26	30	37	23	14	14	14	31	31	31	12	12	12	23	23	23	11	11	11	29	29	29	14	14	14	10000	10000	10000	13
0	18	20	23	7	18	20	13	9	19	17	26	13	21	21	21	22	22	22	18	18	18	11	11	11	19	19	19	19	19	19	21	21	21	13	13	13	0
