13	11	36	15	14	28	25	32	13	11	17	17	17	23	23	23	32	32	32	34	34	34	36	36	36	21	21	21	33	33	33	25	25	25	18	18	18	10000	10000	10000	23	23	23	32	32	32	6	6	6	25	25	25	23	23	23	40	40	40	14	14	14	33	33	33	17	17	17	34	34	34	30	30	30	13
19	29	34	33	18	29	16	36	27	29	25	25	25	38	38	38	10	10	10	11	11	11	34	34	34	36	36	36	29	29	29	11	11	11	23	23	23	23	23	23	10000	10000	10000	18	18	18	18	18	18	31	31	31	14	14	14	38	38	38	21	21	21	34	34	34	25	25	25	11	11	11	27	27	27	19
19	29	34	33	18	29	16	36	27	29	25	25	25	38	38	38	10	10	10	11	11	11	34	34	34	36	36	36	29	29	29	11	11	11	23	23	23	23	23	23	10000	10000	10000	18	18	18	18	18	18	31	31	31	14	14	14	38	38	38	21	21	21	34	34	34	25	25	25	11	11	11	27	27	27	19
19	29	34	33	18	29	16	36	27	29	25	25	25	38	38	38	10	10	10	11	11	11	34	34	34	36	36	36	29	29	29	11	11	11	23	23	23	23	23	23	10000	10000	10000	18	18	18	18	18	18	31	31	31	14	14	14	38	38	38	21	21	21	34	34	34	25	25	25	11	11	11	27	27	27	19
21	41	20	35	33	20	8	26	28	41	41	41	41	36	36	36	15	15	15	16	16	16	20	20	20	34	34	34	16	16	16	8	8	8	20	20	20	32	32	32	18	18	18	10000	10000	10000	28	28	28	24	24	24	10	10	10	24	24	24	22	22	22	22	22	22	41	41	41	16	16	16	14	14	14	21
21	41	20	35	33	20	8	26	28	41	41	41	41	36	36	36	15	15	15	16	16	16	20	20	20	34	34	34	16	16	16	8	8	8	20	20	20	32	32	32	18	18	18	10000	10000	10000	28	28	28	24	24	24	10	10	10	24	24	24	22	22	22	22	22	22	41	41	41	16	16	16	14	14	14	21
21	41	20	35	33	20	8	26	28	41	41	41	41	36	36	36	15	15	15	16	16	16	20	20	20	34	34	34	16	16	16	8	8	8	20	20	20	32	32	32	18	18	18	10000	10000	10000	28	28	28	24	24	24	10	10	10	24	24	24	22	22	22	22	22	22	41	41	41	16	16	16	14	14	14	21
11	13	34	18	11	27	21	32	15	13	16	16	16	26	26	26	27	27	27	29	29	29	35	35	35	24	24	24	31	31	31	21	21	21	18	18	18	6	6	6	18	18	18	28	28	28	10000	10000	10000	25	25	25	19	19	19	39	39	39	13	13	13	32	32	32	16	16	16	29	29	29	28	28	28	11
11	13	34	18	11	27	21	32	15	13	16	16	16	26	26	26	27	27	27	29	29	29	35	35	35	24	24	24	31	31	31	21	21	21	18	18	18	6	6	6	18	18	18	28	28	28	10000	10000	10000	25	25	25	19	19	19	39	39	39	13	13	13	32	32	32	16	16	16	29	29	29	28	28	28	11
11	13	34	18	11	27	21	32	15	13	16	16	16	26	26	26	27	27	27	29	29	29	35	35	35	24	24	24	31	31	31	21	21	21	18	18	18	6	6	6	18	18	18	28	28	28	10000	10000	10000	25	25	25	19	19	19	39	39	39	13	13	13	32	32	32	16	16	16	29	29	29	28	28	28	11
15	35	13	17	35	6	18	7	13	35	41	41	41	14	14	14	35	35	35	36	36	36	14	14	14	13	13	13	13	13	13	24	24	24	9	9	9	25	25	25	31	31	31	24	24	24	25	25	25	10000	10000	10000	19	19	19	16	16	16	13	13	13	9	9	9	41	41	41	36	36	36	12	12	12	15
15	35	13	17	35	6	18	7	13	35	41	41	41	14	14	14	35	35	35	36	36	36	14	14	14	13	13	13	13	13	13	24	24	24	9	9	9	25	25	25	31	31	31	24	24	24	25	25	25	10000	10000	10000	19	19	19	16	16	16	13	13	13	9	9	9	41	41	41	36	36	36	12	12	12	15
15	35	13	17	35	6	18	7	13	35	41	41	41	14	14	14	35	35	35	36	36	36	14	14	14	13	13	13	13	13	13	24	24	24	9	9	9	25	25	25	31	31	31	24	24	24	25	25	25	10000	10000	10000	19	19	19	16	16	16	13	13	13	9	9	9	41	41	41	36	36	36	12	12	12	15
12	32	20	26	25	16	2	23	19	32	33	33	33	29	29	29	17	17	17	18	18	18	21	21	21	27	27	27	15	15	15	6	6	6	12	12	12	23	23	23	14	14	14	10	10	10	19	19	19	19	19	19	10000	10000	10000	25	25	25	13	13	13	20	20	20	33	33	33	18	18	18	13	13	13	12
12	32	20	26	25	16	2	23	19	32	33	33	33	29	29	29	17	17	17	18	18	18	21	21	21	27	27	27	15	15	15	6	6	6	12	12	12	23	23	23	14	14	14	10	10	10	19	19	19	19	19	19	10000	10000	10000	25	25	25	13	13	13	20	20	20	33	33	33	18	18	18	13	13	13	12
12	32	20	26	25	16	2	23	19	32	33	33	33	29	29	29	17	17	17	18	18	18	21	21	21	27	27	27	15	15	15	6	6	6	12	12	12	23	23	23	14	14	14	10	10	10	19	19	19	19	19	19	10000	10000	10000	25	25	25	13	13	13	20	20	20	33	33	33	18	18	18	13	13	13	12
28	50	5	33	48	12	23	11	28	50	54	54	54	29	29	29	39	39	39	39	39	39	5	5	5	27	27	27	10	10	10	29	29	29	22	22	22	40	40	40	38	38	38	24	24	24	39	39	39	16	16	16	25	25	25	10000	10000	10000	27	27	27	8	8	8	54	54	54	39	39	39	12	12	12	28
28	50	5	33	48	12	23	11	28	50	54	54	54	29	29	29	39	39	39	39	39	39	5	5	5	27	27	27	10	10	10	29	29	29	22	22	22	40	40	40	38	38	38	24	24	24	39	39	39	16	16	16	25	25	25	10000	10000	10000	27	27	27	8	8	8	54	54	54	39	39	39	12	12	12	28
28	50	5	33	48	12	23	11	28	50	54	54	54	29	29	29	39	39	39	39	39	39	5	5	5	27	27	27	10	10	10	29	29	29	22	22	22	40	40	40	38	38	38	24	24	24	39	39	39	16	16	16	25	25	25	10000	10000	10000	27	27	27	8	8	8	54	54	54	39	39	39	12	12	12	28
3	24	22	14	22	15	14	20	7	24	28	28	28	18	18	18	27	27	27	29	29	29	23	23	23	16	16	16	19	19	19	17	17	17	5	5	5	14	14	14	21	21	21	22	22	22	13	13	13	13	13	13	13	13	13	27	27	27	10000	10000	10000	20	20	20	28	28	28	29	29	29	17	17	17	3
3	24	22	14	22	15	14	20	7	24	28	28	28	18	18	18	27	27	27	29	29	29	23	23	23	16	16	16	19	19	19	17	17	17	5	5	5	14	14	14	21	21	21	22	22	22	13	13	13	13	13	13	13	13	13	27	27	27	10000	10000	10000	20	20	20	28	28	28	29	29	29	17	17	17	3
3	24	22	14	22	15	14	20	7	24	28	28	28	18	18	18	27	27	27	29	29	29	23	23	23	16	16	16	19	19	19	17	17	17	5	5	5	14	14	14	21	21	21	22	22	22	13	13	13	13	13	13	13	13	13	27	27	27	10000	10000	10000	20	20	20	28	28	28	29	29	29	17	17	17	3
21	43	5	26	41	5	19	5	21	43	48	48	48	22	22	22	35	35	35	36	36	36	5	5	5	21	21	21	7	7	7	24	24	24	15	15	15	33	33	33	34	34	34	22	22	22	32	32	32	9	9	9	20	20	20	8	8	8	20	20	20	10000	10000	10000	48	48	48	36	36	36	8	8	8	21
21	43	5	26	41	5	19	5	21	43	48	48	48	22	22	22	35	35	35	36	36	36	5	5	5	21	21	21	7	7	7	24	24	24	15	15	15	33	33	33	34	34	34	22	22	22	32	32	32	9	9	9	20	20	20	8	8	8	20	20	20	10000	10000	10000	48	48	48	36	36	36	8	8	8	21
21	43	5	26	41	5	19	5	21	43	48	48	48	22	22	22	35	35	35	36	36	36	5	5	5	21	21	21	7	7	7	24	24	24	15	15	15	33	33	33	34	34	34	22	22	22	32	32	32	9	9	9	20	20	20	8	8	8	20	20	20	10000	10000	10000	48	48	48	36	36	36	8	8	8	21
27	11	50	31	8	43	35	48	29	11	10000	10000	10000	39	39	39	34	34	34	36	36	36	50	50	50	38	38	38	46	46	46	33	33	33	33	33	33	17	17	17	25	25	25	41	41	41	16	16	16	41	41	41	33	33	33	54	54	54	28	28	28	48	48	48	10000	10000	10000	36	36	36	43	43	43	27
27	11	50	31	8	43	35	48	29	11	10000	10000	10000	39	39	39	34	34	34	36	36	36	50	50	50	38	38	38	46	46	46	33	33	33	33	33	33	17	17	17	25	25	25	41	41	41	16	16	16	41	41	41	33	33	33	54	54	54	28	28	28	48	48	48	10000	10000	10000	36	36	36	43	43	43	27
27	11	50	31	8	43	35	48	29	11	10000	10000	10000	39	39	39	34	34	34	36	36	36	50	50	50	38	38	38	46	46	46	33	33	33	33	33	33	17	17	17	25	25	25	41	41	41	16	16	16	41	41	41	33	33	33	54	54	54	28	28	28	48	48	48	10000	10000	10000	36	36	36	43	43	43	27
27	40	35	42	28	33	19	40	35	40	36	36	36	46	46	46	2	2	2	10000	10000	10000	35	35	35	44	44	44	30	30	30	13	13	13	29	29	29	34	34	34	11	11	11	16	16	16	29	29	29	36	36	36	18	18	18	39	39	39	29	29	29	36	36	36	36	36	36	10000	10000	10000	28	28	28	27
27	40	35	42	28	33	19	40	35	40	36	36	36	46	46	46	2	2	2	10000	10000	10000	35	35	35	44	44	44	30	30	30	13	13	13	29	29	29	34	34	34	11	11	11	16	16	16	29	29	29	36	36	36	18	18	18	39	39	39	29	29	29	36	36	36	36	36	36	10000	10000	10000	28	28	28	27
27	40	35	42	28	33	19	40	35	40	36	36	36	46	46	46	2	2	2	10000	10000	10000	35	35	35	44	44	44	30	30	30	13	13	13	29	29	29	34	34	34	11	11	11	16	16	16	29	29	29	36	36	36	18	18	18	39	39	39	29	29	29	36	36	36	36	36	36	10000	10000	10000	28	28	28	27
18	40	8	27	36	7	11	13	21	40	43	43	43	26	26	26	28	28	28	28	28	28	8	8	8	24	24	24	3	3	3	17	17	17	13	13	13	30	30	30	27	27	27	14	14	14	28	28	28	12	12	12	13	13	13	12	12	12	17	17	17	8	8	8	43	43	43	28	28	28	10000	10000	10000	18
18	40	8	27	36	7	11	13	21	40	43	43	43	26	26	26	28	28	28	28	28	28	8	8	8	24	24	24	3	3	3	17	17	17	13	13	13	30	30	30	27	27	27	14	14	14	28	28	28	12	12	12	13	13	13	12	12	12	17	17	17	8	8	8	43	43	43	28	28	28	10000	10000	10000	18
18	40	8	27	36	7	11	13	21	40	43	43	43	26	26	26	28	28	28	28	28	28	8	8	8	24	24	24	3	3	3	17	17	17	13	13	13	30	30	30	27	27	27	14	14	14	28	28	28	12	12	12	13	13	13	12	12	12	17	17	17	8	8	8	43	43	43	28	28	28	10000	10000	10000	18
0	23	24	16	21	17	13	22	9	23	27	27	27	20	20	20	25	25	25	27	27	27	24	24	24	18	18	18	20	20	20	16	16	16	7	7	7	13	13	13	19	19	19	21	21	21	11	11	11	15	15	15	12	12	12	28	28	28	3	3	3	21	21	21	27	27	27	27	27	27	18	18	18	0
