12	23	31	26	29	37	13	18	23	23	10000	24	12	13	23	37	23	24	21	13	10	11	11	11	6	6	6	7	7	7	22	22	22	15	15	15	28	28	28	22	22	22	17	17	17	22	22	22	26	26	26	21	21	21	6	6	6	27	27	27	20	20	20	7	7	7	27	27	27	14	14	14	23	23	23	23	23	23	20	20	20	12
27	8	48	18	40	42	12	31	40	46	24	10000	35	26	46	42	20	1	6	36	14	34	34	34	29	29	29	25	25	25	45	45	45	10	10	10	26	26	26	44	44	44	41	41	41	16	16	16	34	34	34	44	44	44	29	29	29	33	33	33	38	38	38	18	18	18	5	5	5	38	38	38	22	22	22	22	22	22	38	38	38	27
19	34	31	37	34	43	23	25	26	17	12	35	10000	22	16	43	33	35	32	8	21	4	4	4	7	7	7	11	11	11	14	14	14	26	26	26	38	38	38	17	17	17	7	7	7	34	34	34	33	33	33	13	13	13	7	7	7	34	34	34	22	22	22	18	18	18	39	39	39	4	4	4	34	34	34	34	34	34	22	22	22	19
3	21	23	19	17	24	19	6	14	23	13	26	22	10000	24	24	14	26	21	17	16	19	19	19	18	18	18	20	20	20	24	24	24	20	20	20	17	17	17	21	21	21	24	24	24	16	16	16	13	13	13	23	23	23	18	18	18	14	14	14	12	12	12	14	14	14	27	27	27	22	22	22	14	14	14	14	14	14	12	12	12	3
22	43	19	42	28	39	35	24	18	2	23	46	16	24	10000	39	38	46	42	11	33	15	15	15	21	21	21	26	26	26	3	3	3	38	38	38	40	40	40	5	5	5	11	11	11	40	40	40	31	31	31	4	4	4	21	21	21	33	33	33	16	16	16	29	29	29	49	49	49	13	13	13	37	37	37	37	37	37	16	16	16	22
26	34	23	25	11	10000	40	19	21	37	37	42	43	24	39	10000	23	42	37	37	38	40	40	40	41	41	41	43	43	43	40	40	40	40	40	40	17	17	17	34	34	34	43	43	43	27	27	27	11	11	11	39	39	39	41	41	41	11	11	11	23	23	23	36	36	36	41	41	41	42	42	42	21	21	21	21	21	21	23	23	23	26
17	12	33	5	22	23	20	16	25	36	23	20	33	14	38	23	10000	19	15	31	19	31	31	31	28	28	28	28	28	28	38	38	38	20	20	20	8	8	8	34	34	34	37	37	37	5	5	5	15	15	15	37	37	37	28	28	28	14	14	14	25	25	25	19	19	19	19	19	19	34	34	34	2	2	2	2	2	2	25	25	25	17
27	8	48	18	39	42	12	30	40	45	24	1	35	26	46	42	19	10000	5	36	14	34	34	34	28	28	28	25	25	25	45	45	45	10	10	10	26	26	26	44	44	44	41	41	41	15	15	15	33	33	33	44	44	44	28	28	28	32	32	32	38	38	38	18	18	18	5	5	5	38	38	38	21	21	21	21	21	21	38	38	38	27
22	4	43	14	34	37	10	25	35	41	21	6	32	21	42	37	15	5	10000	32	11	31	31	31	25	25	25	23	23	23	41	41	41	9	9	9	22	22	22	40	40	40	37	37	37	11	11	11	28	28	28	40	40	40	25	25	25	27	27	27	33	33	33	14	14	14	7	7	7	35	35	35	17	17	17	17	17	17	33	33	33	22
15	34	24	35	27	37	25	19	18	11	13	36	8	17	11	37	31	36	32	10000	23	5	5	5	11	11	11	16	16	16	9	9	9	27	27	27	34	34	34	11	11	11	7	7	7	32	32	32	27	27	27	8	8	8	11	11	11	29	29	29	15	15	15	19	19	19	39	39	39	6	6	6	30	30	30	30	30	30	15	15	15	15
16	14	38	20	32	38	3	22	29	32	10	14	21	16	33	38	19	14	11	23	10000	20	20	20	15	15	15	12	12	12	31	31	31	5	5	5	25	25	25	31	31	31	27	27	27	17	17	17	27	27	27	30	30	30	15	15	15	27	27	27	27	27	27	4	4	4	18	18	18	24	24	24	20	20	20	20	20	20	27	27	27	16
16	33	28	35	31	40	23	22	22	15	11	34	4	19	15	40	31	34	31	5	20	10000	10000	10000	7	7	7	12	12	12	13	13	13	25	25	25	36	36	36	15	15	15	7	7	7	32	32	32	30	30	30	12	12	12	7	7	7	32	32	32	19	19	19	17	17	17	38	38	38	4	4	4	31	31	31	31	31	31	19	19	19	16
16	33	28	35	31	40	23	22	22	15	11	34	4	19	15	40	31	34	31	5	20	10000	10000	10000	7	7	7	12	12	12	13	13	13	25	25	25	36	36	36	15	15	15	7	7	7	32	32	32	30	30	30	12	12	12	7	7	7	32	32	32	19	19	19	17	17	17	38	38	38	4	4	4	31	31	31	31	31	31	19	19	19	16
16	33	28	35	31	40	23	22	22	15	11	34	4	19	15	40	31	34	31	5	20	10000	10000	10000	7	7	7	12	12	12	13	13	13	25	25	25	36	36	36	15	15	15	7	7	7	32	32	32	30	30	30	12	12	12	7	7	7	32	32	32	19	19	19	17	17	17	38	38	38	4	4	4	31	31	31	31	31	31	19	19	19	16
16	28	32	31	32	41	17	22	25	21	6	29	7	18	21	41	28	28	25	11	15	7	7	7	10000	10000	10000	6	6	6	19	19	19	19	19	19	33	33	33	21	21	21	13	13	13	28	28	28	30	30	30	18	18	18	10000	10000	10000	31	31	31	22	22	22	12	12	12	32	32	32	10	10	10	29	29	29	29	29	29	22	22	22	16
16	28	32	31	32	41	17	22	25	21	6	29	7	18	21	41	28	28	25	11	15	7	7	7	10000	10000	10000	6	6	6	19	19	19	19	19	19	33	33	33	21	21	21	13	13	13	28	28	28	30	30	30	18	18	18	10000	10000	10000	31	31	31	22	22	22	12	12	12	32	32	32	10	10	10	29	29	29	29	29	29	22	22	22	16
16	28	32	31	32	41	17	22	25	21	6	29	7	18	21	41	28	28	25	11	15	7	7	7	10000	10000	10000	6	6	6	19	19	19	19	19	19	33	33	33	21	21	21	13	13	13	28	28	28	30	30	30	18	18	18	10000	10000	10000	31	31	31	22	22	22	12	12	12	32	32	32	10	10	10	29	29	29	29	29	29	22	22	22	16
18	26	37	31	36	43	13	25	30	26	7	25	11	20	26	43	28	25	23	16	12	12	12	12	6	6	6	10000	10000	10000	24	24	24	15	15	15	34	34	34	26	26	26	18	18	18	27	27	27	33	33	33	23	23	23	6	6	6	34	34	34	26	26	26	10	10	10	29	29	29	15	15	15	29	29	29	29	29	29	26	26	26	18
18	26	37	31	36	43	13	25	30	26	7	25	11	20	26	43	28	25	23	16	12	12	12	12	6	6	6	10000	10000	10000	24	24	24	15	15	15	34	34	34	26	26	26	18	18	18	27	27	27	33	33	33	23	23	23	6	6	6	34	34	34	26	26	26	10	10	10	29	29	29	15	15	15	29	29	29	29	29	29	26	26	26	18
18	26	37	31	36	43	13	25	30	26	7	25	11	20	26	43	28	25	23	16	12	12	12	12	6	6	6	10000	10000	10000	24	24	24	15	15	15	34	34	34	26	26	26	18	18	18	27	27	27	33	33	33	23	23	23	6	6	6	34	34	34	26	26	26	10	10	10	29	29	29	15	15	15	29	29	29	29	29	29	26	26	26	18
22	43	22	42	30	40	34	24	20	4	22	45	14	24	3	40	38	45	41	9	31	13	13	13	19	19	19	24	24	24	10000	10000	10000	36	36	36	40	40	40	7	7	7	8	8	8	39	39	39	32	32	32	2	2	2	19	19	19	34	34	34	17	17	17	28	28	28	48	48	48	10	10	10	37	37	37	37	37	37	17	17	17	22
22	43	22	42	30	40	34	24	20	4	22	45	14	24	3	40	38	45	41	9	31	13	13	13	19	19	19	24	24	24	10000	10000	10000	36	36	36	40	40	40	7	7	7	8	8	8	39	39	39	32	32	32	2	2	2	19	19	19	34	34	34	17	17	17	28	28	28	48	48	48	10	10	10	37	37	37	37	37	37	17	17	17	22
22	43	22	42	30	40	34	24	20	4	22	45	14	24	3	40	38	45	41	9	31	13	13	13	19	19	19	24	24	24	10000	10000	10000	36	36	36	40	40	40	7	7	7	8	8	8	39	39	39	32	32	32	2	2	2	19	19	19	34	34	34	17	17	17	28	28	28	48	48	48	10	10	10	37	37	37	37	37	37	17	17	17	22
20	12	42	20	36	40	3	25	34	37	15	10	26	20	38	40	20	10	9	27	5	25	25	25	19	19	19	15	15	15	36	36	36	10000	10000	10000	27	27	27	36	36	36	31	31	31	17	17	17	31	31	31	35	35	35	19	19	19	30	30	30	31	31	31	9	9	9	14	14	14	29	29	29	21	21	21	21	21	21	31	31	31	20
20	12	42	20	36	40	3	25	34	37	15	10	26	20	38	40	20	10	9	27	5	25	25	25	19	19	19	15	15	15	36	36	36	10000	10000	10000	27	27	27	36	36	36	31	31	31	17	17	17	31	31	31	35	35	35	19	19	19	30	30	30	31	31	31	9	9	9	14	14	14	29	29	29	21	21	21	21	21	21	31	31	31	20
20	12	42	20	36	40	3	25	34	37	15	10	26	20	38	40	20	10	9	27	5	25	25	25	19	19	19	15	15	15	36	36	36	10000	10000	10000	27	27	27	36	36	36	31	31	31	17	17	17	31	31	31	35	35	35	19	19	19	30	30	30	31	31	31	9	9	9	14	14	14	29	29	29	21	21	21	21	21	21	31	31	31	20
20	19	31	9	19	17	27	17	25	38	28	26	38	17	40	17	8	26	22	34	25	36	36	36	33	33	33	34	34	34	40	40	40	27	27	27	10000	10000	10000	36	36	36	40	40	40	11	11	11	12	12	12	40	40	40	33	33	33	10	10	10	25	25	25	25	25	25	25	25	25	39	39	39	6	6	6	6	6	6	25	25	25	20
20	19	31	9	19	17	27	17	25	38	28	26	38	17	40	17	8	26	22	34	25	36	36	36	33	33	33	34	34	34	40	40	40	27	27	27	10000	10000	10000	36	36	36	40	40	40	11	11	11	12	12	12	40	40	40	33	33	33	10	10	10	25	25	25	25	25	25	25	25	25	39	39	39	6	6	6	6	6	6	25	25	25	20
20	19	31	9	19	17	27	17	25	38	28	26	38	17	40	17	8	26	22	34	25	36	36	36	33	33	33	34	34	34	40	40	40	27	27	27	10000	10000	10000	36	36	36	40	40	40	11	11	11	12	12	12	40	40	40	33	33	33	10	10	10	25	25	25	25	25	25	25	25	25	39	39	39	6	6	6	6	6	6	25	25	25	20
19	41	16	39	24	34	34	20	14	3	22	44	17	21	5	34	34	44	40	11	31	15	15	15	21	21	21	26	26	26	7	7	7	36	36	36	36	36	36	10000	10000	10000	13	13	13	36	36	36	26	26	26	7	7	7	21	21	21	29	29	29	12	12	12	27	27	27	46	46	46	14	14	14	34	34	34	34	34	34	12	12	12	19
19	41	16	39	24	34	34	20	14	3	22	44	17	21	5	34	34	44	40	11	31	15	15	15	21	21	21	26	26	26	7	7	7	36	36	36	36	36	36	10000	10000	10000	13	13	13	36	36	36	26	26	26	7	7	7	21	21	21	29	29	29	12	12	12	27	27	27	46	46	46	14	14	14	34	34	34	34	34	34	12	12	12	19
19	41	16	39	24	34	34	20	14	3	22	44	17	21	5	34	34	44	40	11	31	15	15	15	21	21	21	26	26	26	7	7	7	36	36	36	36	36	36	10000	10000	10000	13	13	13	36	36	36	26	26	26	7	7	7	21	21	21	29	29	29	12	12	12	27	27	27	46	46	46	14	14	14	34	34	34	34	34	34	12	12	12	19
21	39	28	41	33	43	29	25	24	11	17	41	7	24	11	43	37	41	37	7	27	7	7	7	13	13	13	18	18	18	8	8	8	31	31	31	40	40	40	13	13	13	10000	10000	10000	38	38	38	34	34	34	7	7	7	13	13	13	35	35	35	21	21	21	24	24	24	44	44	44	3	3	3	37	37	37	37	37	37	21	21	21	21
21	39	28	41	33	43	29	25	24	11	17	41	7	24	11	43	37	41	37	7	27	7	7	7	13	13	13	18	18	18	8	8	8	31	31	31	40	40	40	13	13	13	10000	10000	10000	38	38	38	34	34	34	7	7	7	13	13	13	35	35	35	21	21	21	24	24	24	44	44	44	3	3	3	37	37	37	37	37	37	21	21	21	21
21	39	28	41	33	43	29	25	24	11	17	41	7	24	11	43	37	41	37	7	27	7	7	7	13	13	13	18	18	18	8	8	8	31	31	31	40	40	40	13	13	13	10000	10000	10000	38	38	38	34	34	34	7	7	7	13	13	13	35	35	35	21	21	21	24	24	24	44	44	44	3	3	3	37	37	37	37	37	37	21	21	21	21
18	8	36	4	26	27	17	19	28	38	22	16	34	16	40	27	5	15	11	32	17	32	32	32	28	28	28	27	27	27	39	39	39	17	17	17	11	11	11	36	36	36	38	38	38	10000	10000	10000	19	19	19	38	38	38	28	28	28	18	18	18	27	27	27	18	18	18	15	15	15	35	35	35	6	6	6	6	6	6	27	27	27	18
18	8	36	4	26	27	17	19	28	38	22	16	34	16	40	27	5	15	11	32	17	32	32	32	28	28	28	27	27	27	39	39	39	17	17	17	11	11	11	36	36	36	38	38	38	10000	10000	10000	19	19	19	38	38	38	28	28	28	18	18	18	27	27	27	18	18	18	15	15	15	35	35	35	6	6	6	6	6	6	27	27	27	18
18	8	36	4	26	27	17	19	28	38	22	16	34	16	40	27	5	15	11	32	17	32	32	32	28	28	28	27	27	27	39	39	39	17	17	17	11	11	11	36	36	36	38	38	38	10000	10000	10000	19	19	19	38	38	38	28	28	28	18	18	18	27	27	27	18	18	18	15	15	15	35	35	35	6	6	6	6	6	6	27	27	27	18
15	27	20	19	7	11	30	9	14	29	26	34	33	13	31	11	15	33	28	27	27	30	30	30	30	30	30	33	33	33	32	32	32	31	31	31	12	12	12	26	26	26	34	34	34	19	19	19	10000	10000	10000	31	31	31	30	30	30	3	3	3	15	15	15	26	26	26	33	33	33	32	32	32	14	14	14	14	14	14	15	15	15	15
15	27	20	19	7	11	30	9	14	29	26	34	33	13	31	11	15	33	28	27	27	30	30	30	30	30	30	33	33	33	32	32	32	31	31	31	12	12	12	26	26	26	34	34	34	19	19	19	10000	10000	10000	31	31	31	30	30	30	3	3	3	15	15	15	26	26	26	33	33	33	32	32	32	14	14	14	14	14	14	15	15	15	15
15	27	20	19	7	11	30	9	14	29	26	34	33	13	31	11	15	33	28	27	27	30	30	30	30	30	30	33	33	33	32	32	32	31	31	31	12	12	12	26	26	26	34	34	34	19	19	19	10000	10000	10000	31	31	31	30	30	30	3	3	3	15	15	15	26	26	26	33	33	33	32	32	32	14	14	14	14	14	14	15	15	15	15
21	42	22	41	29	39	33	24	19	4	21	44	13	23	4	39	37	44	40	8	30	12	12	12	18	18	18	23	23	23	2	2	2	35	35	35	40	40	40	7	7	7	7	7	7	38	38	38	31	31	31	10000	10000	10000	18	18	18	33	33	33	17	17	17	27	27	27	47	47	47	9	9	9	36	36	36	36	36	36	17	17	17	21
21	42	22	41	29	39	33	24	19	4	21	44	13	23	4	39	37	44	40	8	30	12	12	12	18	18	18	23	23	23	2	2	2	35	35	35	40	40	40	7	7	7	7	7	7	38	38	38	31	31	31	10000	10000	10000	18	18	18	33	33	33	17	17	17	27	27	27	47	47	47	9	9	9	36	36	36	36	36	36	17	17	17	21
21	42	22	41	29	39	33	24	19	4	21	44	13	23	4	39	37	44	40	8	30	12	12	12	18	18	18	23	23	23	2	2	2	35	35	35	40	40	40	7	7	7	7	7	7	38	38	38	31	31	31	10000	10000	10000	18	18	18	33	33	33	17	17	17	27	27	27	47	47	47	9	9	9	36	36	36	36	36	36	17	17	17	21
16	28	32	31	32	41	17	22	25	21	6	29	7	18	21	41	28	28	25	11	15	7	7	7	10000	10000	10000	6	6	6	19	19	19	19	19	19	33	33	33	21	21	21	13	13	13	28	28	28	30	30	30	18	18	18	10000	10000	10000	31	31	31	22	22	22	12	12	12	32	32	32	10	10	10	29	29	29	29	29	29	22	22	22	16
16	28	32	31	32	41	17	22	25	21	6	29	7	18	21	41	28	28	25	11	15	7	7	7	10000	10000	10000	6	6	6	19	19	19	19	19	19	33	33	33	21	21	21	13	13	13	28	28	28	30	30	30	18	18	18	10000	10000	10000	31	31	31	22	22	22	12	12	12	32	32	32	10	10	10	29	29	29	29	29	29	22	22	22	16
16	28	32	31	32	41	17	22	25	21	6	29	7	18	21	41	28	28	25	11	15	7	7	7	10000	10000	10000	6	6	6	19	19	19	19	19	19	33	33	33	21	21	21	13	13	13	28	28	28	30	30	30	18	18	18	10000	10000	10000	31	31	31	22	22	22	12	12	12	32	32	32	10	10	10	29	29	29	29	29	29	22	22	22	16
16	25	22	17	9	11	29	10	16	31	27	33	34	14	33	11	14	32	27	29	27	32	32	32	31	31	31	34	34	34	34	34	34	30	30	30	10	10	10	29	29	29	35	35	35	18	18	18	3	3	3	33	33	33	31	31	31	10000	10000	10000	17	17	17	26	26	26	32	32	32	34	34	34	12	12	12	12	12	12	17	17	17	16
16	25	22	17	9	11	29	10	16	31	27	33	34	14	33	11	14	32	27	29	27	32	32	32	31	31	31	34	34	34	34	34	34	30	30	30	10	10	10	29	29	29	35	35	35	18	18	18	3	3	3	33	33	33	31	31	31	10000	10000	10000	17	17	17	26	26	26	32	32	32	34	34	34	12	12	12	12	12	12	17	17	17	16
16	25	22	17	9	11	29	10	16	31	27	33	34	14	33	11	14	32	27	29	27	32	32	32	31	31	31	34	34	34	34	34	34	30	30	30	10	10	10	29	29	29	35	35	35	18	18	18	3	3	3	33	33	33	31	31	31	10000	10000	10000	17	17	17	26	26	26	32	32	32	34	34	34	12	12	12	12	12	12	17	17	17	16
11	33	11	29	13	23	30	9	4	14	20	38	22	12	16	23	25	38	33	15	27	19	19	19	22	22	22	26	26	26	17	17	17	31	31	31	25	25	25	12	12	12	21	21	21	27	27	27	15	15	15	17	17	17	22	22	22	17	17	17	10000	10000	10000	24	24	24	39	39	39	20	20	20	24	24	24	24	24	24	10000	10000	10000	11
11	33	11	29	13	23	30	9	4	14	20	38	22	12	16	23	25	38	33	15	27	19	19	19	22	22	22	26	26	26	17	17	17	31	31	31	25	25	25	12	12	12	21	21	21	27	27	27	15	15	15	17	17	17	22	22	22	17	17	17	10000	10000	10000	24	24	24	39	39	39	20	20	20	24	24	24	24	24	24	10000	10000	10000	11
11	33	11	29	13	23	30	9	4	14	20	38	22	12	16	23	25	38	33	15	27	19	19	19	22	22	22	26	26	26	17	17	17	31	31	31	25	25	25	12	12	12	21	21	21	27	27	27	15	15	15	17	17	17	22	22	22	17	17	17	10000	10000	10000	24	24	24	39	39	39	20	20	20	24	24	24	24	24	24	10000	10000	10000	11
13	17	34	21	30	36	7	19	26	28	7	18	18	14	29	36	19	18	14	19	4	17	17	17	12	12	12	10	10	10	28	28	28	9	9	9	25	25	25	27	27	27	24	24	24	18	18	18	26	26	26	27	27	27	12	12	12	26	26	26	24	24	24	10000	10000	10000	21	21	21	21	21	21	20	20	20	20	20	20	24	24	24	13
13	17	34	21	30	36	7	19	26	28	7	18	18	14	29	36	19	18	14	19	4	17	17	17	12	12	12	10	10	10	28	28	28	9	9	9	25	25	25	27	27	27	24	24	24	18	18	18	26	26	26	27	27	27	12	12	12	26	26	26	24	24	24	10000	10000	10000	21	21	21	21	21	21	20	20	20	20	20	20	24	24	24	13
13	17	34	21	30	36	7	19	26	28	7	18	18	14	29	36	19	18	14	19	4	17	17	17	12	12	12	10	10	10	28	28	28	9	9	9	25	25	25	27	27	27	24	24	24	18	18	18	26	26	26	27	27	27	12	12	12	26	26	26	24	24	24	10000	10000	10000	21	21	21	21	21	21	20	20	20	20	20	20	24	24	24	13
29	7	49	16	39	41	16	31	41	48	27	5	39	27	49	41	19	5	7	39	18	38	38	38	32	32	32	29	29	29	48	48	48	14	14	14	25	25	25	46	46	46	44	44	44	15	15	15	33	33	33	47	47	47	32	32	32	32	32	32	39	39	39	21	21	21	10000	10000	10000	41	41	41	20	20	20	20	20	20	39	39	39	29
29	7	49	16	39	41	16	31	41	48	27	5	39	27	49	41	19	5	7	39	18	38	38	38	32	32	32	29	29	29	48	48	48	14	14	14	25	25	25	46	46	46	44	44	44	15	15	15	33	33	33	47	47	47	32	32	32	32	32	32	39	39	39	21	21	21	10000	10000	10000	41	41	41	20	20	20	20	20	20	39	39	39	29
29	7	49	16	39	41	16	31	41	48	27	5	39	27	49	41	19	5	7	39	18	38	38	38	32	32	32	29	29	29	48	48	48	14	14	14	25	25	25	46	46	46	44	44	44	15	15	15	33	33	33	47	47	47	32	32	32	32	32	32	39	39	39	21	21	21	10000	10000	10000	41	41	41	20	20	20	20	20	20	39	39	39	29
19	37	28	38	33	42	26	24	23	13	14	38	4	22	13	42	34	38	35	6	24	4	4	4	10	10	10	15	15	15	10	10	10	29	29	29	39	39	39	14	14	14	3	3	3	35	35	35	32	32	32	9	9	9	10	10	10	34	34	34	20	20	20	21	21	21	41	41	41	10000	10000	10000	34	34	34	34	34	34	20	20	20	19
19	37	28	38	33	42	26	24	23	13	14	38	4	22	13	42	34	38	35	6	24	4	4	4	10	10	10	15	15	15	10	10	10	29	29	29	39	39	39	14	14	14	3	3	3	35	35	35	32	32	32	9	9	9	10	10	10	34	34	34	20	20	20	21	21	21	41	41	41	10000	10000	10000	34	34	34	34	34	34	20	20	20	19
19	37	28	38	33	42	26	24	23	13	14	38	4	22	13	42	34	38	35	6	24	4	4	4	10	10	10	15	15	15	10	10	10	29	29	29	39	39	39	14	14	14	3	3	3	35	35	35	32	32	32	9	9	9	10	10	10	34	34	34	20	20	20	21	21	21	41	41	41	10000	10000	10000	34	34	34	34	34	34	20	20	20	19
16	14	31	6	20	21	21	15	24	36	23	22	34	14	37	21	2	21	17	30	20	31	31	31	29	29	29	29	29	29	37	37	37	21	21	21	6	6	6	34	34	34	37	37	37	6	6	6	14	14	14	36	36	36	29	29	29	12	12	12	24	24	24	20	20	20	20	20	20	34	34	34	10000	10000	10000	10000	10000	10000	24	24	24	16
16	14	31	6	20	21	21	15	24	36	23	22	34	14	37	21	2	21	17	30	20	31	31	31	29	29	29	29	29	29	37	37	37	21	21	21	6	6	6	34	34	34	37	37	37	6	6	6	14	14	14	36	36	36	29	29	29	12	12	12	24	24	24	20	20	20	20	20	20	34	34	34	10000	10000	10000	10000	10000	10000	24	24	24	16
16	14	31	6	20	21	21	15	24	36	23	22	34	14	37	21	2	21	17	30	20	31	31	31	29	29	29	29	29	29	37	37	37	21	21	21	6	6	6	34	34	34	37	37	37	6	6	6	14	14	14	36	36	36	29	29	29	12	12	12	24	24	24	20	20	20	20	20	20	34	34	34	10000	10000	10000	10000	10000	10000	24	24	24	16
16	14	31	6	20	21	21	15	24	36	23	22	34	14	37	21	2	21	17	30	20	31	31	31	29	29	29	29	29	29	37	37	37	21	21	21	6	6	6	34	34	34	37	37	37	6	6	6	14	14	14	36	36	36	29	29	29	12	12	12	24	24	24	20	20	20	20	20	20	34	34	34	10000	10000	10000	10000	10000	10000	24	24	24	16
16	14	31	6	20	21	21	15	24	36	23	22	34	14	37	21	2	21	17	30	20	31	31	31	29	29	29	29	29	29	37	37	37	21	21	21	6	6	6	34	34	34	37	37	37	6	6	6	14	14	14	36	36	36	29	29	29	12	12	12	24	24	24	20	20	20	20	20	20	34	34	34	10000	10000	10000	10000	10000	10000	24	24	24	16
16	14	31	6	20	21	21	15	24	36	23	22	34	14	37	21	2	21	17	30	20	31	31	31	29	29	29	29	29	29	37	37	37	21	21	21	6	6	6	34	34	34	37	37	37	6	6	6	14	14	14	36	36	36	29	29	29	12	12	12	24	24	24	20	20	20	20	20	20	34	34	34	10000	10000	10000	10000	10000	10000	24	24	24	16
11	33	11	29	13	23	30	9	4	14	20	38	22	12	16	23	25	38	33	15	27	19	19	19	22	22	22	26	26	26	17	17	17	31	31	31	25	25	25	12	12	12	21	21	21	27	27	27	15	15	15	17	17	17	22	22	22	17	17	17	10000	10000	10000	24	24	24	39	39	39	20	20	20	24	24	24	24	24	24	10000	10000	10000	11
11	33	11	29	13	23	30	9	4	14	20	38	22	12	16	23	25	38	33	15	27	19	19	19	22	22	22	26	26	26	17	17	17	31	31	31	25	25	25	12	12	12	21	21	21	27	27	27	15	15	15	17	17	17	22	22	22	17	17	17	10000	10000	10000	24	24	24	39	39	39	20	20	20	24	24	24	24	24	24	10000	10000	10000	11
11	33	11	29	13	23	30	9	4	14	20	38	22	12	16	23	25	38	33	15	27	19	19	19	22	22	22	26	26	26	17	17	17	31	31	31	25	25	25	12	12	12	21	21	21	27	27	27	15	15	15	17	17	17	22	22	22	17	17	17	10000	10000	10000	24	24	24	39	39	39	20	20	20	24	24	24	24	24	24	10000	10000	10000	11
0	23	22	21	18	26	19	7	14	21	12	27	19	3	22	26	17	27	22	15	16	16	16	16	16	16	16	18	18	18	22	22	22	20	20	20	20	20	20	19	19	19	21	21	21	18	18	18	15	15	15	21	21	21	16	16	16	16	16	16	11	11	11	13	13	13	29	29	29	19	19	19	16	16	16	16	16	16	11	11	11	0
