16	24	23	19	26	13	17	10	26	20	10000	28	27	12	15	19	19	15	24	12	16	16	16	17	17	17	20	20	20	25	25	25	20	20	20	16	16	16	14	14	14	12	12	12	9	9	9	9	9	9	6	6	6	28	28	28	18	18	18	27	27	27	31	31	31	23	23	23	10	10	10	12	12	12	28	28	28	4	4	4	19	19	19	16
14	4	6	35	8	26	16	20	8	9	28	10000	9	16	18	35	18	27	4	21	15	15	15	18	18	18	13	13	13	5	5	5	10	10	10	21	21	21	14	14	14	18	18	18	21	21	21	21	21	21	27	27	27	23	23	23	11	11	11	8	8	8	11	11	11	5	5	5	21	21	21	22	22	22	13	13	13	27	27	27	32	32	32	14
18	8	7	39	16	21	21	22	16	12	27	9	10000	16	14	39	23	31	8	25	12	12	12	23	23	23	19	19	19	13	13	13	8	8	8	25	25	25	15	15	15	21	21	21	19	19	19	19	19	19	25	25	25	30	30	30	9	9	9	16	16	16	20	20	20	8	8	8	23	23	23	25	25	25	21	21	21	25	25	25	36	36	36	18
8	12	11	24	16	13	11	7	16	9	12	16	16	10000	8	24	14	17	12	11	6	6	6	12	12	12	12	12	12	14	14	14	8	8	8	13	13	13	3	3	3	8	8	8	6	6	6	6	6	6	12	12	12	23	23	23	7	7	7	17	17	17	21	21	21	12	12	12	9	9	9	11	11	11	19	19	19	11	11	11	23	23	23	8
15	14	13	31	21	8	18	14	21	13	15	18	14	8	10000	31	21	24	14	19	4	4	4	20	20	20	19	19	19	18	18	18	9	9	9	21	21	21	10	10	10	15	15	15	7	7	7	7	7	7	12	12	12	31	31	31	8	8	8	22	22	22	26	26	26	14	14	14	16	16	16	18	18	18	25	25	25	13	13	13	30	30	30	15
22	33	33	10000	29	31	19	18	29	27	19	35	39	24	31	10000	18	8	33	14	30	30	30	17	17	17	22	22	22	31	31	31	31	31	31	15	15	15	24	24	24	18	18	18	25	25	25	25	25	25	24	24	24	21	21	21	30	30	30	31	31	31	32	32	32	32	32	32	16	16	16	14	14	14	28	28	28	22	22	22	4	4	4	22
7	16	17	18	11	25	3	10	11	11	19	18	23	14	21	18	10000	11	16	8	19	19	19	3	3	3	5	5	5	14	14	14	17	17	17	5	5	5	11	11	11	8	8	8	18	18	18	18	18	18	22	22	22	10	10	10	17	17	17	13	13	13	15	15	15	16	16	16	9	9	9	8	8	8	10	10	10	21	21	21	15	15	15	7
14	25	25	8	22	25	12	10	22	20	15	27	31	17	24	8	11	10000	25	7	23	23	23	10	10	10	15	15	15	24	24	24	23	23	23	7	7	7	16	16	16	10	10	10	18	18	18	18	18	18	20	20	20	16	16	16	23	23	23	24	24	24	25	25	25	25	25	25	9	9	9	7	7	7	21	21	21	18	18	18	6	6	6	14
12	10000	3	33	9	22	14	17	9	6	24	4	8	12	14	33	16	25	10000	19	11	11	11	16	16	16	12	12	12	5	5	5	6	6	6	19	19	19	11	11	11	15	15	15	17	17	17	17	17	17	24	24	24	23	23	23	7	7	7	9	9	9	13	13	13	1	1	1	18	18	18	19	19	19	14	14	14	23	23	23	30	30	30	12
8	19	19	14	16	21	7	5	16	14	12	21	25	11	19	14	8	7	19	10000	17	17	17	5	5	5	10	10	10	18	18	18	17	17	17	4	4	4	10	10	10	4	4	4	14	14	14	14	14	14	17	17	17	16	16	16	17	17	17	19	19	19	21	21	21	18	18	18	3	3	3	1	1	1	17	17	17	15	15	15	12	12	12	8
12	11	10	30	17	11	16	13	17	10	16	15	12	6	4	30	19	23	11	17	10000	10000	10000	17	17	17	16	16	16	15	15	15	6	6	6	19	19	19	8	8	8	13	13	13	8	8	8	8	8	8	14	14	14	28	28	28	5	5	5	19	19	19	23	23	23	11	11	11	14	14	14	17	17	17	22	22	22	14	14	14	28	28	28	12
12	11	10	30	17	11	16	13	17	10	16	15	12	6	4	30	19	23	11	17	10000	10000	10000	17	17	17	16	16	16	15	15	15	6	6	6	19	19	19	8	8	8	13	13	13	8	8	8	8	8	8	14	14	14	28	28	28	5	5	5	19	19	19	23	23	23	11	11	11	14	14	14	17	17	17	22	22	22	14	14	14	28	28	28	12
12	11	10	30	17	11	16	13	17	10	16	15	12	6	4	30	19	23	11	17	10000	10000	10000	17	17	17	16	16	16	15	15	15	6	6	6	19	19	19	8	8	8	13	13	13	8	8	8	8	8	8	14	14	14	28	28	28	5	5	5	19	19	19	23	23	23	11	11	11	14	14	14	17	17	17	22	22	22	14	14	14	28	28	28	12
6	16	17	17	12	23	3	8	12	11	17	18	23	12	20	17	3	10	16	5	17	17	17	10000	10000	10000	6	6	6	14	14	14	16	16	16	3	3	3	10	10	10	5	5	5	16	16	16	16	16	16	20	20	20	12	12	12	16	16	16	14	14	14	17	17	17	16	16	16	7	7	7	6	6	6	13	13	13	18	18	18	14	14	14	6
6	16	17	17	12	23	3	8	12	11	17	18	23	12	20	17	3	10	16	5	17	17	17	10000	10000	10000	6	6	6	14	14	14	16	16	16	3	3	3	10	10	10	5	5	5	16	16	16	16	16	16	20	20	20	12	12	12	16	16	16	14	14	14	17	17	17	16	16	16	7	7	7	6	6	6	13	13	13	18	18	18	14	14	14	6
6	16	17	17	12	23	3	8	12	11	17	18	23	12	20	17	3	10	16	5	17	17	17	10000	10000	10000	6	6	6	14	14	14	16	16	16	3	3	3	10	10	10	5	5	5	16	16	16	16	16	16	20	20	20	12	12	12	16	16	16	14	14	14	17	17	17	16	16	16	7	7	7	6	6	6	13	13	13	18	18	18	14	14	14	6
5	12	13	22	7	24	4	11	7	8	20	13	19	12	19	22	5	15	12	10	16	16	16	6	6	6	10000	10000	10000	9	9	9	13	13	13	8	8	8	9	9	9	8	8	8	17	17	17	17	17	17	22	22	22	13	13	13	13	13	13	9	9	9	12	12	12	12	12	12	10	10	10	10	10	10	8	8	8	21	21	21	19	19	19	5
5	12	13	22	7	24	4	11	7	8	20	13	19	12	19	22	5	15	12	10	16	16	16	6	6	6	10000	10000	10000	9	9	9	13	13	13	8	8	8	9	9	9	8	8	8	17	17	17	17	17	17	22	22	22	13	13	13	13	13	13	9	9	9	12	12	12	12	12	12	10	10	10	10	10	10	8	8	8	21	21	21	19	19	19	5
5	12	13	22	7	24	4	11	7	8	20	13	19	12	19	22	5	15	12	10	16	16	16	6	6	6	10000	10000	10000	9	9	9	13	13	13	8	8	8	9	9	9	8	8	8	17	17	17	17	17	17	22	22	22	13	13	13	13	13	13	9	9	9	12	12	12	12	12	12	10	10	10	10	10	10	8	8	8	21	21	21	19	19	19	5
11	5	7	31	4	26	12	17	4	6	25	5	13	14	18	31	14	24	5	18	15	15	15	14	14	14	9	9	9	10000	10000	10000	10	10	10	17	17	17	12	12	12	15	15	15	20	20	20	20	20	20	26	26	26	19	19	19	11	11	11	4	4	4	9	9	9	6	6	6	18	18	18	18	18	18	9	9	9	25	25	25	28	28	28	11
11	5	7	31	4	26	12	17	4	6	25	5	13	14	18	31	14	24	5	18	15	15	15	14	14	14	9	9	9	10000	10000	10000	10	10	10	17	17	17	12	12	12	15	15	15	20	20	20	20	20	20	26	26	26	19	19	19	11	11	11	4	4	4	9	9	9	6	6	6	18	18	18	18	18	18	9	9	9	25	25	25	28	28	28	11
11	5	7	31	4	26	12	17	4	6	25	5	13	14	18	31	14	24	5	18	15	15	15	14	14	14	9	9	9	10000	10000	10000	10	10	10	17	17	17	12	12	12	15	15	15	20	20	20	20	20	20	26	26	26	19	19	19	11	11	11	4	4	4	9	9	9	6	6	6	18	18	18	18	18	18	9	9	9	25	25	25	28	28	28	11
11	6	4	31	13	16	14	14	13	6	20	10	8	8	9	31	17	23	6	17	6	6	6	16	16	16	13	13	13	10	10	10	10000	10000	10000	18	18	18	8	8	8	14	14	14	12	12	12	12	12	12	18	18	18	25	25	25	2	2	2	14	14	14	18	18	18	6	6	6	15	15	15	17	17	17	18	18	18	18	18	18	29	29	29	11
11	6	4	31	13	16	14	14	13	6	20	10	8	8	9	31	17	23	6	17	6	6	6	16	16	16	13	13	13	10	10	10	10000	10000	10000	18	18	18	8	8	8	14	14	14	12	12	12	12	12	12	18	18	18	25	25	25	2	2	2	14	14	14	18	18	18	6	6	6	15	15	15	17	17	17	18	18	18	18	18	18	29	29	29	11
11	6	4	31	13	16	14	14	13	6	20	10	8	8	9	31	17	23	6	17	6	6	6	16	16	16	13	13	13	10	10	10	10000	10000	10000	18	18	18	8	8	8	14	14	14	12	12	12	12	12	12	18	18	18	25	25	25	2	2	2	14	14	14	18	18	18	6	6	6	15	15	15	17	17	17	18	18	18	18	18	18	29	29	29	11
8	19	19	15	15	24	5	8	15	14	16	21	25	13	21	15	5	7	19	4	19	19	19	3	3	3	8	8	8	17	17	17	18	18	18	10000	10000	10000	11	11	11	6	6	6	16	16	16	16	16	16	20	20	20	13	13	13	18	18	18	17	17	17	19	19	19	19	19	19	7	7	7	4	4	4	15	15	15	18	18	18	12	12	12	8
8	19	19	15	15	24	5	8	15	14	16	21	25	13	21	15	5	7	19	4	19	19	19	3	3	3	8	8	8	17	17	17	18	18	18	10000	10000	10000	11	11	11	6	6	6	16	16	16	16	16	16	20	20	20	13	13	13	18	18	18	17	17	17	19	19	19	19	19	19	7	7	7	4	4	4	15	15	15	18	18	18	12	12	12	8
8	19	19	15	15	24	5	8	15	14	16	21	25	13	21	15	5	7	19	4	19	19	19	3	3	3	8	8	8	17	17	17	18	18	18	10000	10000	10000	11	11	11	6	6	6	16	16	16	16	16	16	20	20	20	13	13	13	18	18	18	17	17	17	19	19	19	19	19	19	7	7	7	4	4	4	15	15	15	18	18	18	12	12	12	8
5	11	10	24	13	16	8	7	13	6	14	14	15	3	10	24	11	16	11	10	8	8	8	10	10	10	9	9	9	12	12	12	8	8	8	11	11	11	10000	10000	10000	6	6	6	9	9	9	9	9	9	15	15	15	21	21	21	7	7	7	15	15	15	19	19	19	10	10	10	8	8	8	10	10	10	16	16	16	14	14	14	22	22	22	5
5	11	10	24	13	16	8	7	13	6	14	14	15	3	10	24	11	16	11	10	8	8	8	10	10	10	9	9	9	12	12	12	8	8	8	11	11	11	10000	10000	10000	6	6	6	9	9	9	9	9	9	15	15	15	21	21	21	7	7	7	15	15	15	19	19	19	10	10	10	8	8	8	10	10	10	16	16	16	14	14	14	22	22	22	5
5	11	10	24	13	16	8	7	13	6	14	14	15	3	10	24	11	16	11	10	8	8	8	10	10	10	9	9	9	12	12	12	8	8	8	11	11	11	10000	10000	10000	6	6	6	9	9	9	9	9	9	15	15	15	21	21	21	7	7	7	15	15	15	19	19	19	10	10	10	8	8	8	10	10	10	16	16	16	14	14	14	22	22	22	5
5	15	15	18	14	19	5	3	14	10	12	18	21	8	15	18	8	10	15	4	13	13	13	5	5	5	8	8	8	15	15	15	14	14	14	6	6	6	6	6	6	10000	10000	10000	11	11	11	11	11	11	15	15	15	17	17	17	13	13	13	16	16	16	19	19	19	15	15	15	3	3	3	4	4	4	16	16	16	14	14	14	16	16	16	5
5	15	15	18	14	19	5	3	14	10	12	18	21	8	15	18	8	10	15	4	13	13	13	5	5	5	8	8	8	15	15	15	14	14	14	6	6	6	6	6	6	10000	10000	10000	11	11	11	11	11	11	15	15	15	17	17	17	13	13	13	16	16	16	19	19	19	15	15	15	3	3	3	4	4	4	16	16	16	14	14	14	16	16	16	5
5	15	15	18	14	19	5	3	14	10	12	18	21	8	15	18	8	10	15	4	13	13	13	5	5	5	8	8	8	15	15	15	14	14	14	6	6	6	6	6	6	10000	10000	10000	11	11	11	11	11	11	15	15	15	17	17	17	13	13	13	16	16	16	19	19	19	15	15	15	3	3	3	4	4	4	16	16	16	14	14	14	16	16	16	5
13	17	16	25	21	8	15	9	21	14	9	21	19	6	7	25	18	18	17	14	8	8	8	16	16	16	17	17	17	20	20	20	12	12	12	16	16	16	9	9	9	11	11	11	10000	10000	10000	10000	10000	10000	7	7	7	28	28	28	11	11	11	23	23	23	27	27	27	17	17	17	11	11	11	13	13	13	24	24	24	7	7	7	24	24	24	13
13	17	16	25	21	8	15	9	21	14	9	21	19	6	7	25	18	18	17	14	8	8	8	16	16	16	17	17	17	20	20	20	12	12	12	16	16	16	9	9	9	11	11	11	10000	10000	10000	10000	10000	10000	7	7	7	28	28	28	11	11	11	23	23	23	27	27	27	17	17	17	11	11	11	13	13	13	24	24	24	7	7	7	24	24	24	13
13	17	16	25	21	8	15	9	21	14	9	21	19	6	7	25	18	18	17	14	8	8	8	16	16	16	17	17	17	20	20	20	12	12	12	16	16	16	9	9	9	11	11	11	10000	10000	10000	10000	10000	10000	7	7	7	28	28	28	11	11	11	23	23	23	27	27	27	17	17	17	11	11	11	13	13	13	24	24	24	7	7	7	24	24	24	13
13	17	16	25	21	8	15	9	21	14	9	21	19	6	7	25	18	18	17	14	8	8	8	16	16	16	17	17	17	20	20	20	12	12	12	16	16	16	9	9	9	11	11	11	10000	10000	10000	10000	10000	10000	7	7	7	28	28	28	11	11	11	23	23	23	27	27	27	17	17	17	11	11	11	13	13	13	24	24	24	7	7	7	24	24	24	13
13	17	16	25	21	8	15	9	21	14	9	21	19	6	7	25	18	18	17	14	8	8	8	16	16	16	17	17	17	20	20	20	12	12	12	16	16	16	9	9	9	11	11	11	10000	10000	10000	10000	10000	10000	7	7	7	28	28	28	11	11	11	23	23	23	27	27	27	17	17	17	11	11	11	13	13	13	24	24	24	7	7	7	24	24	24	13
13	17	16	25	21	8	15	9	21	14	9	21	19	6	7	25	18	18	17	14	8	8	8	16	16	16	17	17	17	20	20	20	12	12	12	16	16	16	9	9	9	11	11	11	10000	10000	10000	10000	10000	10000	7	7	7	28	28	28	11	11	11	23	23	23	27	27	27	17	17	17	11	11	11	13	13	13	24	24	24	7	7	7	24	24	24	13
18	24	22	24	27	7	20	13	27	20	6	27	25	12	12	24	22	20	24	17	14	14	14	20	20	20	22	22	22	26	26	26	18	18	18	20	20	20	15	15	15	15	15	15	7	7	7	7	7	7	10000	10000	10000	32	32	32	17	17	17	29	29	29	33	33	33	23	23	23	14	14	14	16	16	16	30	30	30	3	3	3	25	25	25	18
18	24	22	24	27	7	20	13	27	20	6	27	25	12	12	24	22	20	24	17	14	14	14	20	20	20	22	22	22	26	26	26	18	18	18	20	20	20	15	15	15	15	15	15	7	7	7	7	7	7	10000	10000	10000	32	32	32	17	17	17	29	29	29	33	33	33	23	23	23	14	14	14	16	16	16	30	30	30	3	3	3	25	25	25	18
18	24	22	24	27	7	20	13	27	20	6	27	25	12	12	24	22	20	24	17	14	14	14	20	20	20	22	22	22	26	26	26	18	18	18	20	20	20	15	15	15	15	15	15	7	7	7	7	7	7	10000	10000	10000	32	32	32	17	17	17	29	29	29	33	33	33	23	23	23	14	14	14	16	16	16	30	30	30	3	3	3	25	25	25	18
16	23	24	21	15	35	13	20	15	19	28	23	30	23	31	21	10	16	23	16	28	28	28	12	12	12	13	13	13	19	19	19	25	25	25	13	13	13	21	21	21	17	17	17	28	28	28	28	28	28	32	32	32	10000	10000	10000	25	25	25	16	16	16	15	15	15	23	23	23	18	18	18	17	17	17	11	11	11	30	30	30	17	17	17	16
16	23	24	21	15	35	13	20	15	19	28	23	30	23	31	21	10	16	23	16	28	28	28	12	12	12	13	13	13	19	19	19	25	25	25	13	13	13	21	21	21	17	17	17	28	28	28	28	28	28	32	32	32	10000	10000	10000	25	25	25	16	16	16	15	15	15	23	23	23	18	18	18	17	17	17	11	11	11	30	30	30	17	17	17	16
16	23	24	21	15	35	13	20	15	19	28	23	30	23	31	21	10	16	23	16	28	28	28	12	12	12	13	13	13	19	19	19	25	25	25	13	13	13	21	21	21	17	17	17	28	28	28	28	28	28	32	32	32	10000	10000	10000	25	25	25	16	16	16	15	15	15	23	23	23	18	18	18	17	17	17	11	11	11	30	30	30	17	17	17	16
10	7	6	30	14	15	14	13	14	7	18	11	9	7	8	30	17	23	7	17	5	5	5	16	16	16	13	13	13	11	11	11	2	2	2	18	18	18	7	7	7	13	13	13	11	11	11	11	11	11	17	17	17	25	25	25	10000	10000	10000	15	15	15	19	19	19	7	7	7	14	14	14	16	16	16	18	18	18	17	17	17	28	28	28	10
10	7	6	30	14	15	14	13	14	7	18	11	9	7	8	30	17	23	7	17	5	5	5	16	16	16	13	13	13	11	11	11	2	2	2	18	18	18	7	7	7	13	13	13	11	11	11	11	11	11	17	17	17	25	25	25	10000	10000	10000	15	15	15	19	19	19	7	7	7	14	14	14	16	16	16	18	18	18	17	17	17	28	28	28	10
10	7	6	30	14	15	14	13	14	7	18	11	9	7	8	30	17	23	7	17	5	5	5	16	16	16	13	13	13	11	11	11	2	2	2	18	18	18	7	7	7	13	13	13	11	11	11	11	11	11	17	17	17	25	25	25	10000	10000	10000	15	15	15	19	19	19	7	7	7	14	14	14	16	16	16	18	18	18	17	17	17	28	28	28	10
12	9	11	31	3	29	12	19	3	9	27	8	16	17	22	31	13	24	9	19	19	19	19	14	14	14	9	9	9	4	4	4	14	14	14	17	17	17	15	15	15	16	16	16	23	23	23	23	23	23	29	29	29	16	16	16	15	15	15	10000	10000	10000	5	5	5	9	9	9	19	19	19	19	19	19	6	6	6	28	28	28	27	27	27	12
12	9	11	31	3	29	12	19	3	9	27	8	16	17	22	31	13	24	9	19	19	19	19	14	14	14	9	9	9	4	4	4	14	14	14	17	17	17	15	15	15	16	16	16	23	23	23	23	23	23	29	29	29	16	16	16	15	15	15	10000	10000	10000	5	5	5	9	9	9	19	19	19	19	19	19	6	6	6	28	28	28	27	27	27	12
12	9	11	31	3	29	12	19	3	9	27	8	16	17	22	31	13	24	9	19	19	19	19	14	14	14	9	9	9	4	4	4	14	14	14	17	17	17	15	15	15	16	16	16	23	23	23	23	23	23	29	29	29	16	16	16	15	15	15	10000	10000	10000	5	5	5	9	9	9	19	19	19	19	19	19	6	6	6	28	28	28	27	27	27	12
15	13	15	32	6	33	15	22	6	14	31	11	20	21	26	32	15	25	13	21	23	23	23	17	17	17	12	12	12	9	9	9	18	18	18	19	19	19	19	19	19	19	19	19	27	27	27	27	27	27	33	33	33	15	15	15	19	19	19	5	5	5	10000	10000	10000	14	14	14	22	22	22	22	22	22	5	5	5	32	32	32	29	29	29	15
15	13	15	32	6	33	15	22	6	14	31	11	20	21	26	32	15	25	13	21	23	23	23	17	17	17	12	12	12	9	9	9	18	18	18	19	19	19	19	19	19	19	19	19	27	27	27	27	27	27	33	33	33	15	15	15	19	19	19	5	5	5	10000	10000	10000	14	14	14	22	22	22	22	22	22	5	5	5	32	32	32	29	29	29	15
15	13	15	32	6	33	15	22	6	14	31	11	20	21	26	32	15	25	13	21	23	23	23	17	17	17	12	12	12	9	9	9	18	18	18	19	19	19	19	19	19	19	19	19	27	27	27	27	27	27	33	33	33	15	15	15	19	19	19	5	5	5	10000	10000	10000	14	14	14	22	22	22	22	22	22	5	5	5	32	32	32	29	29	29	15
11	1	2	32	9	21	14	16	9	5	23	5	8	12	14	32	16	25	1	18	11	11	11	16	16	16	12	12	12	6	6	6	6	6	6	19	19	19	10	10	10	15	15	15	17	17	17	17	17	17	23	23	23	23	23	23	7	7	7	9	9	9	14	14	14	10000	10000	10000	17	17	17	19	19	19	14	14	14	23	23	23	30	30	30	11
11	1	2	32	9	21	14	16	9	5	23	5	8	12	14	32	16	25	1	18	11	11	11	16	16	16	12	12	12	6	6	6	6	6	6	19	19	19	10	10	10	15	15	15	17	17	17	17	17	17	23	23	23	23	23	23	7	7	7	9	9	9	14	14	14	10000	10000	10000	17	17	17	19	19	19	14	14	14	23	23	23	30	30	30	11
11	1	2	32	9	21	14	16	9	5	23	5	8	12	14	32	16	25	1	18	11	11	11	16	16	16	12	12	12	6	6	6	6	6	6	19	19	19	10	10	10	15	15	15	17	17	17	17	17	17	23	23	23	23	23	23	7	7	7	9	9	9	14	14	14	10000	10000	10000	17	17	17	19	19	19	14	14	14	23	23	23	30	30	30	11
7	18	17	16	17	18	8	2	17	12	10	21	23	9	16	16	9	9	18	3	14	14	14	7	7	7	10	10	10	18	18	18	15	15	15	7	7	7	8	8	8	3	3	3	11	11	11	11	11	11	14	14	14	18	18	18	14	14	14	19	19	19	22	22	22	17	17	17	10000	10000	10000	3	3	3	18	18	18	12	12	12	15	15	15	7
7	18	17	16	17	18	8	2	17	12	10	21	23	9	16	16	9	9	18	3	14	14	14	7	7	7	10	10	10	18	18	18	15	15	15	7	7	7	8	8	8	3	3	3	11	11	11	11	11	11	14	14	14	18	18	18	14	14	14	19	19	19	22	22	22	17	17	17	10000	10000	10000	3	3	3	18	18	18	12	12	12	15	15	15	7
7	18	17	16	17	18	8	2	17	12	10	21	23	9	16	16	9	9	18	3	14	14	14	7	7	7	10	10	10	18	18	18	15	15	15	7	7	7	8	8	8	3	3	3	11	11	11	11	11	11	14	14	14	18	18	18	14	14	14	19	19	19	22	22	22	17	17	17	10000	10000	10000	3	3	3	18	18	18	12	12	12	15	15	15	7
8	19	19	14	17	20	7	5	17	14	12	22	25	11	18	14	8	7	19	1	17	17	17	6	6	6	10	10	10	18	18	18	17	17	17	4	4	4	10	10	10	4	4	4	13	13	13	13	13	13	16	16	16	17	17	17	16	16	16	19	19	19	22	22	22	19	19	19	3	3	3	10000	10000	10000	18	18	18	14	14	14	12	12	12	8
8	19	19	14	17	20	7	5	17	14	12	22	25	11	18	14	8	7	19	1	17	17	17	6	6	6	10	10	10	18	18	18	17	17	17	4	4	4	10	10	10	4	4	4	13	13	13	13	13	13	16	16	16	17	17	17	16	16	16	19	19	19	22	22	22	19	19	19	3	3	3	10000	10000	10000	18	18	18	14	14	14	12	12	12	8
8	19	19	14	17	20	7	5	17	14	12	22	25	11	18	14	8	7	19	1	17	17	17	6	6	6	10	10	10	18	18	18	17	17	17	4	4	4	10	10	10	4	4	4	13	13	13	13	13	13	16	16	16	17	17	17	16	16	16	19	19	19	22	22	22	19	19	19	3	3	3	10000	10000	10000	18	18	18	14	14	14	12	12	12	8
12	14	15	28	5	31	11	19	5	12	28	13	21	19	25	28	10	21	14	17	22	22	22	13	13	13	8	8	8	9	9	9	18	18	18	15	15	15	16	16	16	16	16	16	24	24	24	24	24	24	30	30	30	11	11	11	18	18	18	6	6	6	5	5	5	14	14	14	18	18	18	18	18	18	10000	10000	10000	29	29	29	24	24	24	12
12	14	15	28	5	31	11	19	5	12	28	13	21	19	25	28	10	21	14	17	22	22	22	13	13	13	8	8	8	9	9	9	18	18	18	15	15	15	16	16	16	16	16	16	24	24	24	24	24	24	30	30	30	11	11	11	18	18	18	6	6	6	5	5	5	14	14	14	18	18	18	18	18	18	10000	10000	10000	29	29	29	24	24	24	12
12	14	15	28	5	31	11	19	5	12	28	13	21	19	25	28	10	21	14	17	22	22	22	13	13	13	8	8	8	9	9	9	18	18	18	15	15	15	16	16	16	16	16	16	24	24	24	24	24	24	30	30	30	11	11	11	18	18	18	6	6	6	5	5	5	14	14	14	18	18	18	18	18	18	10000	10000	10000	29	29	29	24	24	24	12
17	23	22	22	26	9	19	11	26	19	4	27	25	11	13	22	21	18	23	15	14	14	14	18	18	18	21	21	21	25	25	25	18	18	18	18	18	18	14	14	14	14	14	14	7	7	7	7	7	7	3	3	3	30	30	30	17	17	17	28	28	28	32	32	32	23	23	23	12	12	12	14	14	14	29	29	29	10000	10000	10000	22	22	22	17
17	23	22	22	26	9	19	11	26	19	4	27	25	11	13	22	21	18	23	15	14	14	14	18	18	18	21	21	21	25	25	25	18	18	18	18	18	18	14	14	14	14	14	14	7	7	7	7	7	7	3	3	3	30	30	30	17	17	17	28	28	28	32	32	32	23	23	23	12	12	12	14	14	14	29	29	29	10000	10000	10000	22	22	22	17
17	23	22	22	26	9	19	11	26	19	4	27	25	11	13	22	21	18	23	15	14	14	14	18	18	18	21	21	21	25	25	25	18	18	18	18	18	18	14	14	14	14	14	14	7	7	7	7	7	7	3	3	3	30	30	30	17	17	17	28	28	28	32	32	32	23	23	23	12	12	12	14	14	14	29	29	29	10000	10000	10000	22	22	22	17
19	30	30	4	26	30	16	16	26	25	19	32	36	23	30	4	15	6	30	12	28	28	28	14	14	14	19	19	19	28	28	28	29	29	29	12	12	12	22	22	22	16	16	16	24	24	24	24	24	24	25	25	25	17	17	17	28	28	28	27	27	27	29	29	29	30	30	30	15	15	15	12	12	12	24	24	24	22	22	22	10000	10000	10000	19
