7	16	17	18	3	10	11	19	14	21	18	10000	11	16	8	19	19	19	5	5	5	17	17	17	5	5	5	11	11	11	18	18	18	18	18	18	22	22	22	10	10	10	13	13	13	15	15	15	16	16	16	9	9	9	10	10	10	21	21	21	15	15	15	7
14	25	25	8	12	10	20	15	17	24	8	11	10000	25	7	23	23	23	15	15	15	23	23	23	7	7	7	16	16	16	18	18	18	18	18	18	20	20	20	16	16	16	24	24	24	25	25	25	25	25	25	9	9	9	21	21	21	18	18	18	6	6	6	14
12	10000	3	33	14	17	6	24	12	14	33	16	25	10000	19	11	11	11	12	12	12	6	6	6	19	19	19	11	11	11	17	17	17	17	17	17	24	24	24	23	23	23	9	9	9	13	13	13	1	1	1	18	18	18	14	14	14	23	23	23	30	30	30	12
8	19	19	14	7	5	14	12	11	19	14	8	7	19	10000	17	17	17	10	10	10	17	17	17	4	4	4	10	10	10	14	14	14	14	14	14	17	17	17	16	16	16	19	19	19	21	21	21	18	18	18	3	3	3	17	17	17	15	15	15	12	12	12	8
12	11	10	30	16	13	10	16	6	4	30	19	23	11	17	10000	10000	10000	16	16	16	6	6	6	19	19	19	8	8	8	8	8	8	8	8	8	14	14	14	28	28	28	19	19	19	23	23	23	11	11	11	14	14	14	22	22	22	14	14	14	28	28	28	12
12	11	10	30	16	13	10	16	6	4	30	19	23	11	17	10000	10000	10000	16	16	16	6	6	6	19	19	19	8	8	8	8	8	8	8	8	8	14	14	14	28	28	28	19	19	19	23	23	23	11	11	11	14	14	14	22	22	22	14	14	14	28	28	28	12
12	11	10	30	16	13	10	16	6	4	30	19	23	11	17	10000	10000	10000	16	16	16	6	6	6	19	19	19	8	8	8	8	8	8	8	8	8	14	14	14	28	28	28	19	19	19	23	23	23	11	11	11	14	14	14	22	22	22	14	14	14	28	28	28	12
5	12	13	22	4	11	8	20	12	19	22	5	15	12	10	16	16	16	10000	10000	10000	13	13	13	8	8	8	9	9	9	17	17	17	17	17	17	22	22	22	13	13	13	9	9	9	12	12	12	12	12	12	10	10	10	8	8	8	21	21	21	19	19	19	5
5	12	13	22	4	11	8	20	12	19	22	5	15	12	10	16	16	16	10000	10000	10000	13	13	13	8	8	8	9	9	9	17	17	17	17	17	17	22	22	22	13	13	13	9	9	9	12	12	12	12	12	12	10	10	10	8	8	8	21	21	21	19	19	19	5
5	12	13	22	4	11	8	20	12	19	22	5	15	12	10	16	16	16	10000	10000	10000	13	13	13	8	8	8	9	9	9	17	17	17	17	17	17	22	22	22	13	13	13	9	9	9	12	12	12	12	12	12	10	10	10	8	8	8	21	21	21	19	19	19	5
11	6	4	31	14	14	6	20	8	9	31	17	23	6	17	6	6	6	13	13	13	10000	10000	10000	18	18	18	8	8	8	12	12	12	12	12	12	18	18	18	25	25	25	14	14	14	18	18	18	6	6	6	15	15	15	18	18	18	18	18	18	29	29	29	11
11	6	4	31	14	14	6	20	8	9	31	17	23	6	17	6	6	6	13	13	13	10000	10000	10000	18	18	18	8	8	8	12	12	12	12	12	12	18	18	18	25	25	25	14	14	14	18	18	18	6	6	6	15	15	15	18	18	18	18	18	18	29	29	29	11
11	6	4	31	14	14	6	20	8	9	31	17	23	6	17	6	6	6	13	13	13	10000	10000	10000	18	18	18	8	8	8	12	12	12	12	12	12	18	18	18	25	25	25	14	14	14	18	18	18	6	6	6	15	15	15	18	18	18	18	18	18	29	29	29	11
8	19	19	15	5	8	14	16	13	21	15	5	7	19	4	19	19	19	8	8	8	18	18	18	10000	10000	10000	11	11	11	16	16	16	16	16	16	20	20	20	13	13	13	17	17	17	19	19	19	19	19	19	7	7	7	15	15	15	18	18	18	12	12	12	8
8	19	19	15	5	8	14	16	13	21	15	5	7	19	4	19	19	19	8	8	8	18	18	18	10000	10000	10000	11	11	11	16	16	16	16	16	16	20	20	20	13	13	13	17	17	17	19	19	19	19	19	19	7	7	7	15	15	15	18	18	18	12	12	12	8
8	19	19	15	5	8	14	16	13	21	15	5	7	19	4	19	19	19	8	8	8	18	18	18	10000	10000	10000	11	11	11	16	16	16	16	16	16	20	20	20	13	13	13	17	17	17	19	19	19	19	19	19	7	7	7	15	15	15	18	18	18	12	12	12	8
5	11	10	24	8	7	6	14	3	10	24	11	16	11	10	8	8	8	9	9	9	8	8	8	11	11	11	10000	10000	10000	9	9	9	9	9	9	15	15	15	21	21	21	15	15	15	19	19	19	10	10	10	8	8	8	16	16	16	14	14	14	22	22	22	5
5	11	10	24	8	7	6	14	3	10	24	11	16	11	10	8	8	8	9	9	9	8	8	8	11	11	11	10000	10000	10000	9	9	9	9	9	9	15	15	15	21	21	21	15	15	15	19	19	19	10	10	10	8	8	8	16	16	16	14	14	14	22	22	22	5
5	11	10	24	8	7	6	14	3	10	24	11	16	11	10	8	8	8	9	9	9	8	8	8	11	11	11	10000	10000	10000	9	9	9	9	9	9	15	15	15	21	21	21	15	15	15	19	19	19	10	10	10	8	8	8	16	16	16	14	14	14	22	22	22	5
13	17	16	25	15	9	14	9	6	7	25	18	18	17	14	8	8	8	17	17	17	12	12	12	16	16	16	9	9	9	10000	10000	10000	10000	10000	10000	7	7	7	28	28	28	23	23	23	27	27	27	17	17	17	11	11	11	24	24	24	7	7	7	24	24	24	13
13	17	16	25	15	9	14	9	6	7	25	18	18	17	14	8	8	8	17	17	17	12	12	12	16	16	16	9	9	9	10000	10000	10000	10000	10000	10000	7	7	7	28	28	28	23	23	23	27	27	27	17	17	17	11	11	11	24	24	24	7	7	7	24	24	24	13
13	17	16	25	15	9	14	9	6	7	25	18	18	17	14	8	8	8	17	17	17	12	12	12	16	16	16	9	9	9	10000	10000	10000	10000	10000	10000	7	7	7	28	28	28	23	23	23	27	27	27	17	17	17	11	11	11	24	24	24	7	7	7	24	24	24	13
13	17	16	25	15	9	14	9	6	7	25	18	18	17	14	8	8	8	17	17	17	12	12	12	16	16	16	9	9	9	10000	10000	10000	10000	10000	10000	7	7	7	28	28	28	23	23	23	27	27	27	17	17	17	11	11	11	24	24	24	7	7	7	24	24	24	13
13	17	16	25	15	9	14	9	6	7	25	18	18	17	14	8	8	8	17	17	17	12	12	12	16	16	16	9	9	9	10000	10000	10000	10000	10000	10000	7	7	7	28	28	28	23	23	23	27	27	27	17	17	17	11	11	11	24	24	24	7	7	7	24	24	24	13
13	17	16	25	15	9	14	9	6	7	25	18	18	17	14	8	8	8	17	17	17	12	12	12	16	16	16	9	9	9	10000	10000	10000	10000	10000	10000	7	7	7	28	28	28	23	23	23	27	27	27	17	17	17	11	11	11	24	24	24	7	7	7	24	24	24	13
18	24	22	24	20	13	20	6	12	12	24	22	20	24	17	14	14	14	22	22	22	18	18	18	20	20	20	15	15	15	7	7	7	7	7	7	10000	10000	10000	32	32	32	29	29	29	33	33	33	23	23	23	14	14	14	30	30	30	3	3	3	25	25	25	18
18	24	22	24	20	13	20	6	12	12	24	22	20	24	17	14	14	14	22	22	22	18	18	18	20	20	20	15	15	15	7	7	7	7	7	7	10000	10000	10000	32	32	32	29	29	29	33	33	33	23	23	23	14	14	14	30	30	30	3	3	3	25	25	25	18
18	24	22	24	20	13	20	6	12	12	24	22	20	24	17	14	14	14	22	22	22	18	18	18	20	20	20	15	15	15	7	7	7	7	7	7	10000	10000	10000	32	32	32	29	29	29	33	33	33	23	23	23	14	14	14	30	30	30	3	3	3	25	25	25	18
16	23	24	21	13	20	19	28	23	31	21	10	16	23	16	28	28	28	13	13	13	25	25	25	13	13	13	21	21	21	28	28	28	28	28	28	32	32	32	10000	10000	10000	16	16	16	15	15	15	23	23	23	18	18	18	11	11	11	30	30	30	17	17	17	16
16	23	24	21	13	20	19	28	23	31	21	10	16	23	16	28	28	28	13	13	13	25	25	25	13	13	13	21	21	21	28	28	28	28	28	28	32	32	32	10000	10000	10000	16	16	16	15	15	15	23	23	23	18	18	18	11	11	11	30	30	30	17	17	17	16
16	23	24	21	13	20	19	28	23	31	21	10	16	23	16	28	28	28	13	13	13	25	25	25	13	13	13	21	21	21	28	28	28	28	28	28	32	32	32	10000	10000	10000	16	16	16	15	15	15	23	23	23	18	18	18	11	11	11	30	30	30	17	17	17	16
12	9	11	31	12	19	9	27	17	22	31	13	24	9	19	19	19	19	9	9	9	14	14	14	17	17	17	15	15	15	23	23	23	23	23	23	29	29	29	16	16	16	10000	10000	10000	5	5	5	9	9	9	19	19	19	6	6	6	28	28	28	27	27	27	12
12	9	11	31	12	19	9	27	17	22	31	13	24	9	19	19	19	19	9	9	9	14	14	14	17	17	17	15	15	15	23	23	23	23	23	23	29	29	29	16	16	16	10000	10000	10000	5	5	5	9	9	9	19	19	19	6	6	6	28	28	28	27	27	27	12
12	9	11	31	12	19	9	27	17	22	31	13	24	9	19	19	19	19	9	9	9	14	14	14	17	17	17	15	15	15	23	23	23	23	23	23	29	29	29	16	16	16	10000	10000	10000	5	5	5	9	9	9	19	19	19	6	6	6	28	28	28	27	27	27	12
15	13	15	32	15	22	14	31	21	26	32	15	25	13	21	23	23	23	12	12	12	18	18	18	19	19	19	19	19	19	27	27	27	27	27	27	33	33	33	15	15	15	5	5	5	10000	10000	10000	14	14	14	22	22	22	5	5	5	32	32	32	29	29	29	15
15	13	15	32	15	22	14	31	21	26	32	15	25	13	21	23	23	23	12	12	12	18	18	18	19	19	19	19	19	19	27	27	27	27	27	27	33	33	33	15	15	15	5	5	5	10000	10000	10000	14	14	14	22	22	22	5	5	5	32	32	32	29	29	29	15
15	13	15	32	15	22	14	31	21	26	32	15	25	13	21	23	23	23	12	12	12	18	18	18	19	19	19	19	19	19	27	27	27	27	27	27	33	33	33	15	15	15	5	5	5	10000	10000	10000	14	14	14	22	22	22	5	5	5	32	32	32	29	29	29	15
11	1	2	32	14	16	5	23	12	14	32	16	25	1	18	11	11	11	12	12	12	6	6	6	19	19	19	10	10	10	17	17	17	17	17	17	23	23	23	23	23	23	9	9	9	14	14	14	10000	10000	10000	17	17	17	14	14	14	23	23	23	30	30	30	11
11	1	2	32	14	16	5	23	12	14	32	16	25	1	18	11	11	11	12	12	12	6	6	6	19	19	19	10	10	10	17	17	17	17	17	17	23	23	23	23	23	23	9	9	9	14	14	14	10000	10000	10000	17	17	17	14	14	14	23	23	23	30	30	30	11
11	1	2	32	14	16	5	23	12	14	32	16	25	1	18	11	11	11	12	12	12	6	6	6	19	19	19	10	10	10	17	17	17	17	17	17	23	23	23	23	23	23	9	9	9	14	14	14	10000	10000	10000	17	17	17	14	14	14	23	23	23	30	30	30	11
7	18	17	16	8	2	12	10	9	16	16	9	9	18	3	14	14	14	10	10	10	15	15	15	7	7	7	8	8	8	11	11	11	11	11	11	14	14	14	18	18	18	19	19	19	22	22	22	17	17	17	10000	10000	10000	18	18	18	12	12	12	15	15	15	7
7	18	17	16	8	2	12	10	9	16	16	9	9	18	3	14	14	14	10	10	10	15	15	15	7	7	7	8	8	8	11	11	11	11	11	11	14	14	14	18	18	18	19	19	19	22	22	22	17	17	17	10000	10000	10000	18	18	18	12	12	12	15	15	15	7
7	18	17	16	8	2	12	10	9	16	16	9	9	18	3	14	14	14	10	10	10	15	15	15	7	7	7	8	8	8	11	11	11	11	11	11	14	14	14	18	18	18	19	19	19	22	22	22	17	17	17	10000	10000	10000	18	18	18	12	12	12	15	15	15	7
12	14	15	28	11	19	12	28	19	25	28	10	21	14	17	22	22	22	8	8	8	18	18	18	15	15	15	16	16	16	24	24	24	24	24	24	30	30	30	11	11	11	6	6	6	5	5	5	14	14	14	18	18	18	10000	10000	10000	29	29	29	24	24	24	12
12	14	15	28	11	19	12	28	19	25	28	10	21	14	17	22	22	22	8	8	8	18	18	18	15	15	15	16	16	16	24	24	24	24	24	24	30	30	30	11	11	11	6	6	6	5	5	5	14	14	14	18	18	18	10000	10000	10000	29	29	29	24	24	24	12
12	14	15	28	11	19	12	28	19	25	28	10	21	14	17	22	22	22	8	8	8	18	18	18	15	15	15	16	16	16	24	24	24	24	24	24	30	30	30	11	11	11	6	6	6	5	5	5	14	14	14	18	18	18	10000	10000	10000	29	29	29	24	24	24	12
17	23	22	22	19	11	19	4	11	13	22	21	18	23	15	14	14	14	21	21	21	18	18	18	18	18	18	14	14	14	7	7	7	7	7	7	3	3	3	30	30	30	28	28	28	32	32	32	23	23	23	12	12	12	29	29	29	10000	10000	10000	22	22	22	17
17	23	22	22	19	11	19	4	11	13	22	21	18	23	15	14	14	14	21	21	21	18	18	18	18	18	18	14	14	14	7	7	7	7	7	7	3	3	3	30	30	30	28	28	28	32	32	32	23	23	23	12	12	12	29	29	29	10000	10000	10000	22	22	22	17
17	23	22	22	19	11	19	4	11	13	22	21	18	23	15	14	14	14	21	21	21	18	18	18	18	18	18	14	14	14	7	7	7	7	7	7	3	3	3	30	30	30	28	28	28	32	32	32	23	23	23	12	12	12	29	29	29	10000	10000	10000	22	22	22	17
19	30	30	4	16	16	25	19	23	30	4	15	6	30	12	28	28	28	19	19	19	29	29	29	12	12	12	22	22	22	24	24	24	24	24	24	25	25	25	17	17	17	27	27	27	29	29	29	30	30	30	15	15	15	24	24	24	22	22	22	10000	10000	10000	19
19	30	30	4	16	16	25	19	23	30	4	15	6	30	12	28	28	28	19	19	19	29	29	29	12	12	12	22	22	22	24	24	24	24	24	24	25	25	25	17	17	17	27	27	27	29	29	29	30	30	30	15	15	15	24	24	24	22	22	22	10000	10000	10000	19
19	30	30	4	16	16	25	19	23	30	4	15	6	30	12	28	28	28	19	19	19	29	29	29	12	12	12	22	22	22	24	24	24	24	24	24	25	25	25	17	17	17	27	27	27	29	29	29	30	30	30	15	15	15	24	24	24	22	22	22	10000	10000	10000	19
0	12	12	22	4	7	6	16	8	15	22	7	14	12	8	12	12	12	5	5	5	11	11	11	8	8	8	5	5	5	13	13	13	13	13	13	18	18	18	16	16	16	12	12	12	15	15	15	11	11	11	7	7	7	12	12	12	17	17	17	19	19	19	0
