24	27	6	18	24	2	31	27	15	37	14	26	40	10000	28	13	27	30	27	18	18	18	23	23	23	32	32	32	15	15	15	42	42	42	35	35	35	35	35	35	38	38	38	43	43	43	32	32	32	13	13	13	35	35	35	24
15	6	33	30	5	30	22	6	32	11	16	15	24	28	10000	17	32	4	32	21	21	21	14	14	14	7	7	7	23	23	23	33	33	33	35	35	35	8	8	8	35	35	35	19	19	19	32	32	32	16	16	16	8	8	8	15
12	18	18	16	13	14	21	18	16	25	2	14	28	13	17	10000	22	19	22	10	10	10	11	11	11	22	22	22	8	8	8	32	32	32	28	28	28	25	25	25	30	30	30	31	31	31	25	25	25	7	7	7	25	25	25	12
17	35	32	10	29	28	15	35	14	33	21	18	24	27	32	22	10000	31	10000	13	13	13	19	19	19	38	38	38	14	14	14	18	18	18	9	9	9	39	39	39	13	13	13	35	35	35	6	6	6	28	28	28	39	39	39	17
14	9	35	30	7	32	20	9	32	8	17	14	21	30	4	19	31	10000	31	21	21	21	13	13	13	9	9	9	23	23	23	30	30	30	33	33	33	9	9	9	33	33	33	16	16	16	31	31	31	19	19	19	9	9	9	14
17	35	32	10	29	28	15	35	14	33	21	18	24	27	32	22	10000	31	10000	13	13	13	19	19	19	38	38	38	14	14	14	18	18	18	9	9	9	39	39	39	13	13	13	35	35	35	6	6	6	28	28	28	39	39	39	17
8	24	24	10	17	19	14	24	12	26	9	10	23	18	21	10	13	21	13	10000	10000	10000	9	9	9	27	27	27	4	4	4	24	24	24	19	19	19	29	29	29	21	21	21	30	30	30	15	15	15	17	17	17	29	29	29	8
8	24	24	10	17	19	14	24	12	26	9	10	23	18	21	10	13	21	13	10000	10000	10000	9	9	9	27	27	27	4	4	4	24	24	24	19	19	19	29	29	29	21	21	21	30	30	30	15	15	15	17	17	17	29	29	29	8
8	24	24	10	17	19	14	24	12	26	9	10	23	18	21	10	13	21	13	10000	10000	10000	9	9	9	27	27	27	4	4	4	24	24	24	19	19	19	29	29	29	21	21	21	30	30	30	15	15	15	17	17	17	29	29	29	8
3	17	28	18	10	24	12	17	21	17	9	4	18	23	14	11	19	13	19	9	9	9	10000	10000	10000	20	20	20	11	11	11	23	23	23	22	22	22	21	21	21	24	24	24	22	22	22	19	19	19	16	16	16	21	21	21	3
3	17	28	18	10	24	12	17	21	17	9	4	18	23	14	11	19	13	19	9	9	9	10000	10000	10000	20	20	20	11	11	11	23	23	23	22	22	22	21	21	21	24	24	24	22	22	22	19	19	19	16	16	16	21	21	21	3
3	17	28	18	10	24	12	17	21	17	9	4	18	23	14	11	19	13	19	9	9	9	10000	10000	10000	20	20	20	11	11	11	23	23	23	22	22	22	21	21	21	24	24	24	22	22	22	19	19	19	16	16	16	21	21	21	3
22	5	36	36	10	33	29	5	37	13	21	21	29	32	7	22	38	9	38	27	27	27	20	20	20	10000	10000	10000	28	28	28	39	39	39	41	41	41	4	4	4	42	42	42	22	22	22	38	38	38	19	19	19	4	4	4	22
22	5	36	36	10	33	29	5	37	13	21	21	29	32	7	22	38	9	38	27	27	27	20	20	20	10000	10000	10000	28	28	28	39	39	39	41	41	41	4	4	4	42	42	42	22	22	22	38	38	38	19	19	19	4	4	4	22
22	5	36	36	10	33	29	5	37	13	21	21	29	32	7	22	38	9	38	27	27	27	20	20	20	10000	10000	10000	28	28	28	39	39	39	41	41	41	4	4	4	42	42	42	22	22	22	38	38	38	19	19	19	4	4	4	22
11	24	20	8	18	16	17	24	10	28	9	13	26	15	23	8	14	23	14	4	4	4	11	11	11	28	28	28	10000	10000	10000	27	27	27	21	21	21	30	30	30	24	24	24	32	32	32	18	18	18	15	15	15	30	30	30	11
11	24	20	8	18	16	17	24	10	28	9	13	26	15	23	8	14	23	14	4	4	4	11	11	11	28	28	28	10000	10000	10000	27	27	27	21	21	21	30	30	30	24	24	24	32	32	32	18	18	18	15	15	15	30	30	30	11
11	24	20	8	18	16	17	24	10	28	9	13	26	15	23	8	14	23	14	4	4	4	11	11	11	28	28	28	10000	10000	10000	27	27	27	21	21	21	30	30	30	24	24	24	32	32	32	18	18	18	15	15	15	30	30	30	11
21	38	47	27	32	43	12	38	31	29	31	20	12	42	33	32	18	30	18	24	24	24	23	23	23	39	39	39	27	27	27	10000	10000	10000	11	11	11	38	38	38	8	8	8	25	25	25	13	13	13	38	38	38	38	38	38	21
21	38	47	27	32	43	12	38	31	29	31	20	12	42	33	32	18	30	18	24	24	24	23	23	23	39	39	39	27	27	27	10000	10000	10000	11	11	11	38	38	38	8	8	8	25	25	25	13	13	13	38	38	38	38	38	38	21
21	38	47	27	32	43	12	38	31	29	31	20	12	42	33	32	18	30	18	24	24	24	23	23	23	39	39	39	27	27	27	10000	10000	10000	11	11	11	38	38	38	8	8	8	25	25	25	13	13	13	38	38	38	38	38	38	21
20	39	40	19	32	36	13	39	23	34	27	20	20	35	35	28	9	33	9	19	19	19	22	22	22	41	41	41	21	21	21	11	11	11	10000	10000	10000	41	41	41	4	4	4	33	33	33	4	4	4	35	35	35	41	41	41	20
20	39	40	19	32	36	13	39	23	34	27	20	20	35	35	28	9	33	9	19	19	19	22	22	22	41	41	41	21	21	21	11	11	11	10000	10000	10000	41	41	41	4	4	4	33	33	33	4	4	4	35	35	35	41	41	41	20
20	39	40	19	32	36	13	39	23	34	27	20	20	35	35	28	9	33	9	19	19	19	22	22	22	41	41	41	21	21	21	11	11	11	10000	10000	10000	41	41	41	4	4	4	33	33	33	4	4	4	35	35	35	41	41	41	20
23	8	39	38	13	36	29	8	40	11	23	22	28	35	8	25	39	9	39	29	29	29	21	21	21	4	4	4	30	30	30	38	38	38	41	41	41	10000	10000	10000	42	42	42	19	19	19	39	39	39	22	22	22	10000	10000	10000	23
23	8	39	38	13	36	29	8	40	11	23	22	28	35	8	25	39	9	39	29	29	29	21	21	21	4	4	4	30	30	30	38	38	38	41	41	41	10000	10000	10000	42	42	42	19	19	19	39	39	39	22	22	22	10000	10000	10000	23
23	8	39	38	13	36	29	8	40	11	23	22	28	35	8	25	39	9	39	29	29	29	21	21	21	4	4	4	30	30	30	38	38	38	41	41	41	10000	10000	10000	42	42	42	19	19	19	39	39	39	22	22	22	10000	10000	10000	23
22	40	43	22	33	39	13	40	26	33	30	21	18	38	35	30	13	33	13	21	21	21	24	24	24	42	42	42	24	24	24	8	8	8	4	4	4	42	42	42	10000	10000	10000	31	31	31	8	8	8	37	37	37	42	42	42	22
22	40	43	22	33	39	13	40	26	33	30	21	18	38	35	30	13	33	13	21	21	21	24	24	24	42	42	42	24	24	24	8	8	8	4	4	4	42	42	42	10000	10000	10000	31	31	31	8	8	8	37	37	37	42	42	42	22
22	40	43	22	33	39	13	40	26	33	30	21	18	38	35	30	13	33	13	21	21	21	24	24	24	42	42	42	24	24	24	8	8	8	4	4	4	42	42	42	10000	10000	10000	31	31	31	8	8	8	37	37	37	42	42	42	22
22	24	49	38	22	45	21	24	41	9	30	20	14	43	19	31	35	16	35	30	30	30	22	22	22	22	22	22	32	32	32	25	25	25	33	33	33	19	19	19	31	31	31	10000	10000	10000	32	32	32	33	33	33	19	19	19	22
22	24	49	38	22	45	21	24	41	9	30	20	14	43	19	31	35	16	35	30	30	30	22	22	22	22	22	22	32	32	32	25	25	25	33	33	33	19	19	19	31	31	31	10000	10000	10000	32	32	32	33	33	33	19	19	19	22
22	24	49	38	22	45	21	24	41	9	30	20	14	43	19	31	35	16	35	30	30	30	22	22	22	22	22	22	32	32	32	25	25	25	33	33	33	19	19	19	31	31	31	10000	10000	10000	32	32	32	33	33	33	19	19	19	22
17	36	37	15	29	32	12	36	19	32	24	18	20	32	32	25	6	31	6	15	15	15	19	19	19	38	38	38	18	18	18	13	13	13	4	4	4	39	39	39	8	8	8	32	32	32	10000	10000	10000	31	31	31	39	39	39	17
17	36	37	15	29	32	12	36	19	32	24	18	20	32	32	25	6	31	6	15	15	15	19	19	19	38	38	38	18	18	18	13	13	13	4	4	4	39	39	39	8	8	8	32	32	32	10000	10000	10000	31	31	31	39	39	39	17
17	36	37	15	29	32	12	36	19	32	24	18	20	32	32	25	6	31	6	15	15	15	19	19	19	38	38	38	18	18	18	13	13	13	4	4	4	39	39	39	8	8	8	32	32	32	10000	10000	10000	31	31	31	39	39	39	17
17	15	17	22	12	14	27	15	22	26	8	19	33	13	16	7	28	19	28	17	17	17	16	16	16	19	19	19	15	15	15	38	38	38	35	35	35	22	22	22	37	37	37	33	33	33	31	31	31	10000	10000	10000	22	22	22	17
17	15	17	22	12	14	27	15	22	26	8	19	33	13	16	7	28	19	28	17	17	17	16	16	16	19	19	19	15	15	15	38	38	38	35	35	35	22	22	22	37	37	37	33	33	33	31	31	31	10000	10000	10000	22	22	22	17
17	15	17	22	12	14	27	15	22	26	8	19	33	13	16	7	28	19	28	17	17	17	16	16	16	19	19	19	15	15	15	38	38	38	35	35	35	22	22	22	37	37	37	33	33	33	31	31	31	10000	10000	10000	22	22	22	17
23	8	39	38	13	36	29	8	40	11	23	22	28	35	8	25	39	9	39	29	29	29	21	21	21	4	4	4	30	30	30	38	38	38	41	41	41	10000	10000	10000	42	42	42	19	19	19	39	39	39	22	22	22	10000	10000	10000	23
23	8	39	38	13	36	29	8	40	11	23	22	28	35	8	25	39	9	39	29	29	29	21	21	21	4	4	4	30	30	30	38	38	38	41	41	41	10000	10000	10000	42	42	42	19	19	19	39	39	39	22	22	22	10000	10000	10000	23
23	8	39	38	13	36	29	8	40	11	23	22	28	35	8	25	39	9	39	29	29	29	21	21	21	4	4	4	30	30	30	38	38	38	41	41	41	10000	10000	10000	42	42	42	19	19	19	39	39	39	22	22	22	10000	10000	10000	23
0	19	29	17	12	25	10	19	20	18	11	2	17	24	15	12	17	14	17	8	8	8	3	3	3	22	22	22	11	11	11	21	21	21	20	20	20	23	23	23	22	22	22	22	22	22	17	17	17	17	17	17	23	23	23	0
