28	5	12	23	28	54	54	54	39	39	39	39	39	39	27	27	27	10	10	10	29	29	29	22	22	22	38	38	38	24	24	24	16	16	16	25	25	25	10000	10000	10000	27	27	27	8	8	8	54	54	54	39	39	39	28
3	22	15	14	7	28	28	28	27	27	27	29	29	29	16	16	16	19	19	19	17	17	17	5	5	5	21	21	21	22	22	22	13	13	13	13	13	13	27	27	27	10000	10000	10000	20	20	20	28	28	28	29	29	29	3
3	22	15	14	7	28	28	28	27	27	27	29	29	29	16	16	16	19	19	19	17	17	17	5	5	5	21	21	21	22	22	22	13	13	13	13	13	13	27	27	27	10000	10000	10000	20	20	20	28	28	28	29	29	29	3
3	22	15	14	7	28	28	28	27	27	27	29	29	29	16	16	16	19	19	19	17	17	17	5	5	5	21	21	21	22	22	22	13	13	13	13	13	13	27	27	27	10000	10000	10000	20	20	20	28	28	28	29	29	29	3
21	5	5	19	21	48	48	48	35	35	35	36	36	36	21	21	21	7	7	7	24	24	24	15	15	15	34	34	34	22	22	22	9	9	9	20	20	20	8	8	8	20	20	20	10000	10000	10000	48	48	48	36	36	36	21
21	5	5	19	21	48	48	48	35	35	35	36	36	36	21	21	21	7	7	7	24	24	24	15	15	15	34	34	34	22	22	22	9	9	9	20	20	20	8	8	8	20	20	20	10000	10000	10000	48	48	48	36	36	36	21
21	5	5	19	21	48	48	48	35	35	35	36	36	36	21	21	21	7	7	7	24	24	24	15	15	15	34	34	34	22	22	22	9	9	9	20	20	20	8	8	8	20	20	20	10000	10000	10000	48	48	48	36	36	36	21
27	50	43	35	29	10000	10000	10000	34	34	34	36	36	36	38	38	38	46	46	46	33	33	33	33	33	33	25	25	25	41	41	41	41	41	41	33	33	33	54	54	54	28	28	28	48	48	48	10000	10000	10000	36	36	36	27
27	50	43	35	29	10000	10000	10000	34	34	34	36	36	36	38	38	38	46	46	46	33	33	33	33	33	33	25	25	25	41	41	41	41	41	41	33	33	33	54	54	54	28	28	28	48	48	48	10000	10000	10000	36	36	36	27
27	50	43	35	29	10000	10000	10000	34	34	34	36	36	36	38	38	38	46	46	46	33	33	33	33	33	33	25	25	25	41	41	41	41	41	41	33	33	33	54	54	54	28	28	28	48	48	48	10000	10000	10000	36	36	36	27
27	35	33	19	35	36	36	36	2	2	2	10000	10000	10000	44	44	44	30	30	30	13	13	13	29	29	29	11	11	11	16	16	16	36	36	36	18	18	18	39	39	39	29	29	29	36	36	36	36	36	36	10000	10000	10000	27
27	35	33	19	35	36	36	36	2	2	2	10000	10000	10000	44	44	44	30	30	30	13	13	13	29	29	29	11	11	11	16	16	16	36	36	36	18	18	18	39	39	39	29	29	29	36	36	36	36	36	36	10000	10000	10000	27
27	35	33	19	35	36	36	36	2	2	2	10000	10000	10000	44	44	44	30	30	30	13	13	13	29	29	29	11	11	11	16	16	16	36	36	36	18	18	18	39	39	39	29	29	29	36	36	36	36	36	36	10000	10000	10000	27
0	24	17	13	9	27	27	27	25	25	25	27	27	27	18	18	18	20	20	20	16	16	16	7	7	7	19	19	19	21	21	21	15	15	15	12	12	12	28	28	28	3	3	3	21	21	21	27	27	27	27	27	27	0
