22	26	42	10	28	23	42	7	26	22	10000	20	42	48	48	48	34	34	34	18	18	18	39	39	39	40	40	40	8	8	8	31	31	31	10	10	10	17	17	17	12	12	12	28	28	28	14	14	14	15	15	15	32	32	32	36	36	36	26	26	26	32	32	32	7	7	7	23	23	23	5	5	5	11	11	11	9	9	9	20	20	20	5	5	5	48	48	48	40	40	40	3	3	3	13	13	13	22
9	9	22	25	9	8	25	17	9	20	20	10000	22	29	29	29	16	16	16	12	12	12	34	34	34	35	35	35	16	16	16	12	12	12	25	25	25	10	10	10	23	23	23	24	24	24	7	7	7	9	9	9	13	13	13	27	27	27	28	28	28	15	15	15	13	13	13	19	19	19	15	15	15	28	28	28	13	13	13	7	7	7	21	21	21	29	29	29	35	35	35	21	21	21	21	21	21	9
23	18	10000	46	16	22	14	38	18	34	42	22	10000	11	11	11	12	12	12	30	30	30	38	38	38	40	40	40	38	38	38	11	11	11	46	46	46	29	29	29	43	43	43	34	34	34	29	29	29	29	29	29	11	11	11	29	29	29	41	41	41	13	13	13	35	35	35	32	32	32	37	37	37	50	50	50	34	34	34	24	24	24	43	43	43	11	11	11	40	40	40	43	43	43	40	40	40	23
27	27	11	50	25	31	8	43	27	35	48	29	11	10000	10000	10000	15	15	15	39	39	39	34	34	34	36	36	36	45	45	45	19	19	19	50	50	50	38	38	38	46	46	46	33	33	33	36	36	36	33	33	33	17	17	17	25	25	25	41	41	41	16	16	16	41	41	41	33	33	33	43	43	43	54	54	54	39	39	39	28	28	28	48	48	48	10000	10000	10000	36	36	36	49	49	49	43	43	43	27
27	27	11	50	25	31	8	43	27	35	48	29	11	10000	10000	10000	15	15	15	39	39	39	34	34	34	36	36	36	45	45	45	19	19	19	50	50	50	38	38	38	46	46	46	33	33	33	36	36	36	33	33	33	17	17	17	25	25	25	41	41	41	16	16	16	41	41	41	33	33	33	43	43	43	54	54	54	39	39	39	28	28	28	48	48	48	10000	10000	10000	36	36	36	49	49	49	43	43	43	27
27	27	11	50	25	31	8	43	27	35	48	29	11	10000	10000	10000	15	15	15	39	39	39	34	34	34	36	36	36	45	45	45	19	19	19	50	50	50	38	38	38	46	46	46	33	33	33	36	36	36	33	33	33	17	17	17	25	25	25	41	41	41	16	16	16	41	41	41	33	33	33	43	43	43	54	54	54	39	39	39	28	28	28	48	48	48	10000	10000	10000	36	36	36	49	49	49	43	43	43	27
13	16	12	36	14	19	10	29	16	23	34	16	12	15	15	15	10000	10000	10000	27	27	27	28	28	28	29	29	29	32	32	32	8	8	8	37	37	37	25	25	25	33	33	33	22	22	22	23	23	23	19	19	19	5	5	5	19	19	19	30	30	30	2	2	2	27	27	27	21	21	21	29	29	29	40	40	40	25	25	25	14	14	14	34	34	34	15	15	15	29	29	29	35	35	35	30	30	30	13
13	16	12	36	14	19	10	29	16	23	34	16	12	15	15	15	10000	10000	10000	27	27	27	28	28	28	29	29	29	32	32	32	8	8	8	37	37	37	25	25	25	33	33	33	22	22	22	23	23	23	19	19	19	5	5	5	19	19	19	30	30	30	2	2	2	27	27	27	21	21	21	29	29	29	40	40	40	25	25	25	14	14	14	34	34	34	15	15	15	29	29	29	35	35	35	30	30	30	13
13	16	12	36	14	19	10	29	16	23	34	16	12	15	15	15	10000	10000	10000	27	27	27	28	28	28	29	29	29	32	32	32	8	8	8	37	37	37	25	25	25	33	33	33	22	22	22	23	23	23	19	19	19	5	5	5	19	19	19	30	30	30	2	2	2	27	27	27	21	21	21	29	29	29	40	40	40	25	25	25	14	14	14	34	34	34	15	15	15	29	29	29	35	35	35	30	30	30	13
20	12	30	27	15	9	36	20	12	29	18	12	30	39	39	39	27	27	27	10000	10000	10000	45	45	45	46	46	46	11	11	11	21	21	21	27	27	27	3	3	3	27	27	27	34	34	34	8	8	8	18	18	18	23	23	23	38	38	38	36	36	36	26	26	26	14	14	14	29	29	29	16	16	16	29	29	29	17	17	17	18	18	18	22	22	22	39	39	39	46	46	46	21	21	21	26	26	26	20
20	12	30	27	15	9	36	20	12	29	18	12	30	39	39	39	27	27	27	10000	10000	10000	45	45	45	46	46	46	11	11	11	21	21	21	27	27	27	3	3	3	27	27	27	34	34	34	8	8	8	18	18	18	23	23	23	38	38	38	36	36	36	26	26	26	14	14	14	29	29	29	16	16	16	29	29	29	17	17	17	18	18	18	22	22	22	39	39	39	46	46	46	21	21	21	26	26	26	20
20	12	30	27	15	9	36	20	12	29	18	12	30	39	39	39	27	27	27	10000	10000	10000	45	45	45	46	46	46	11	11	11	21	21	21	27	27	27	3	3	3	27	27	27	34	34	34	8	8	8	18	18	18	23	23	23	38	38	38	36	36	36	26	26	26	14	14	14	29	29	29	16	16	16	29	29	29	17	17	17	18	18	18	22	22	22	39	39	39	46	46	46	21	21	21	26	26	26	20
25	39	38	34	38	40	27	32	39	18	39	34	38	34	34	34	28	28	28	45	45	45	10000	10000	10000	2	2	2	42	42	42	34	34	34	35	35	35	42	42	42	30	30	30	12	12	12	37	37	37	28	28	28	32	32	32	10	10	10	15	15	15	27	27	27	35	35	35	17	17	17	35	35	35	39	39	39	32	32	32	27	27	27	35	35	35	34	34	34	2	2	2	38	38	38	28	28	28	25
25	39	38	34	38	40	27	32	39	18	39	34	38	34	34	34	28	28	28	45	45	45	10000	10000	10000	2	2	2	42	42	42	34	34	34	35	35	35	42	42	42	30	30	30	12	12	12	37	37	37	28	28	28	32	32	32	10	10	10	15	15	15	27	27	27	35	35	35	17	17	17	35	35	35	39	39	39	32	32	32	27	27	27	35	35	35	34	34	34	2	2	2	38	38	38	28	28	28	25
25	39	38	34	38	40	27	32	39	18	39	34	38	34	34	34	28	28	28	45	45	45	10000	10000	10000	2	2	2	42	42	42	34	34	34	35	35	35	42	42	42	30	30	30	12	12	12	37	37	37	28	28	28	32	32	32	10	10	10	15	15	15	27	27	27	35	35	35	17	17	17	35	35	35	39	39	39	32	32	32	27	27	27	35	35	35	34	34	34	2	2	2	38	38	38	28	28	28	25
27	41	40	35	39	42	28	33	41	19	40	35	40	36	36	36	29	29	29	46	46	46	2	2	2	10000	10000	10000	44	44	44	36	36	36	35	35	35	44	44	44	30	30	30	13	13	13	39	39	39	29	29	29	34	34	34	11	11	11	16	16	16	29	29	29	36	36	36	18	18	18	37	37	37	39	39	39	33	33	33	29	29	29	36	36	36	36	36	36	10000	10000	10000	39	39	39	28	28	28	27
27	41	40	35	39	42	28	33	41	19	40	35	40	36	36	36	29	29	29	46	46	46	2	2	2	10000	10000	10000	44	44	44	36	36	36	35	35	35	44	44	44	30	30	30	13	13	13	39	39	39	29	29	29	34	34	34	11	11	11	16	16	16	29	29	29	36	36	36	18	18	18	37	37	37	39	39	39	33	33	33	29	29	29	36	36	36	36	36	36	10000	10000	10000	39	39	39	28	28	28	27
27	41	40	35	39	42	28	33	41	19	40	35	40	36	36	36	29	29	29	46	46	46	2	2	2	10000	10000	10000	44	44	44	36	36	36	35	35	35	44	44	44	30	30	30	13	13	13	39	39	39	29	29	29	34	34	34	11	11	11	16	16	16	29	29	29	36	36	36	18	18	18	37	37	37	39	39	39	33	33	33	29	29	29	36	36	36	36	36	36	10000	10000	10000	39	39	39	28	28	28	27
21	21	38	17	23	18	40	13	21	26	8	16	38	45	45	45	32	32	32	11	11	11	42	42	42	44	44	44	10000	10000	10000	27	27	27	18	18	18	11	11	11	19	19	19	31	31	31	10	10	10	16	16	16	29	29	29	38	38	38	31	31	31	30	30	30	8	8	8	26	26	26	8	8	8	18	18	18	11	11	11	19	19	19	13	13	13	45	45	45	44	44	44	11	11	11	19	19	19	21
21	21	38	17	23	18	40	13	21	26	8	16	38	45	45	45	32	32	32	11	11	11	42	42	42	44	44	44	10000	10000	10000	27	27	27	18	18	18	11	11	11	19	19	19	31	31	31	10	10	10	16	16	16	29	29	29	38	38	38	31	31	31	30	30	30	8	8	8	26	26	26	8	8	8	18	18	18	11	11	11	19	19	19	13	13	13	45	45	45	44	44	44	11	11	11	19	19	19	21
21	21	38	17	23	18	40	13	21	26	8	16	38	45	45	45	32	32	32	11	11	11	42	42	42	44	44	44	10000	10000	10000	27	27	27	18	18	18	11	11	11	19	19	19	31	31	31	10	10	10	16	16	16	29	29	29	38	38	38	31	31	31	30	30	30	8	8	8	26	26	26	8	8	8	18	18	18	11	11	11	19	19	19	13	13	13	45	45	45	44	44	44	11	11	11	19	19	19	21
13	9	11	35	6	12	16	28	9	26	31	12	11	19	19	19	8	8	8	21	21	21	34	34	34	36	36	36	27	27	27	10000	10000	10000	36	36	36	19	19	19	33	33	33	27	27	27	18	18	18	18	18	18	3	3	3	25	25	25	33	33	33	8	8	8	24	24	24	24	24	24	26	26	26	39	39	39	23	23	23	14	14	14	32	32	32	19	19	19	36	36	36	32	32	32	30	30	30	13
13	9	11	35	6	12	16	28	9	26	31	12	11	19	19	19	8	8	8	21	21	21	34	34	34	36	36	36	27	27	27	10000	10000	10000	36	36	36	19	19	19	33	33	33	27	27	27	18	18	18	18	18	18	3	3	3	25	25	25	33	33	33	8	8	8	24	24	24	24	24	24	26	26	26	39	39	39	23	23	23	14	14	14	32	32	32	19	19	19	36	36	36	32	32	32	30	30	30	13
13	9	11	35	6	12	16	28	9	26	31	12	11	19	19	19	8	8	8	21	21	21	34	34	34	36	36	36	27	27	27	10000	10000	10000	36	36	36	19	19	19	33	33	33	27	27	27	18	18	18	18	18	18	3	3	3	25	25	25	33	33	33	8	8	8	24	24	24	24	24	24	26	26	26	39	39	39	23	23	23	14	14	14	32	32	32	19	19	19	36	36	36	32	32	32	30	30	30	13
24	33	46	1	34	31	44	9	33	19	10	25	46	50	50	50	37	37	37	27	27	27	35	35	35	35	35	35	18	18	18	36	36	36	10000	10000	10000	26	26	26	6	6	6	24	24	24	21	21	21	18	18	18	36	36	36	34	34	34	20	20	20	35	35	35	14	14	14	21	21	21	12	12	12	5	5	5	13	13	13	23	23	23	5	5	5	50	50	50	35	35	35	7	7	7	8	8	8	24
24	33	46	1	34	31	44	9	33	19	10	25	46	50	50	50	37	37	37	27	27	27	35	35	35	35	35	35	18	18	18	36	36	36	10000	10000	10000	26	26	26	6	6	6	24	24	24	21	21	21	18	18	18	36	36	36	34	34	34	20	20	20	35	35	35	14	14	14	21	21	21	12	12	12	5	5	5	13	13	13	23	23	23	5	5	5	50	50	50	35	35	35	7	7	7	8	8	8	24
24	33	46	1	34	31	44	9	33	19	10	25	46	50	50	50	37	37	37	27	27	27	35	35	35	35	35	35	18	18	18	36	36	36	10000	10000	10000	26	26	26	6	6	6	24	24	24	21	21	21	18	18	18	36	36	36	34	34	34	20	20	20	35	35	35	14	14	14	21	21	21	12	12	12	5	5	5	13	13	13	23	23	23	5	5	5	50	50	50	35	35	35	7	7	7	8	8	8	24
18	11	29	25	14	8	34	18	11	27	17	10	29	38	38	38	25	25	25	3	3	3	42	42	42	44	44	44	11	11	11	19	19	19	26	26	26	10000	10000	10000	25	25	25	32	32	32	6	6	6	15	15	15	21	21	21	36	36	36	34	34	34	24	24	24	13	13	13	27	27	27	14	14	14	27	27	27	15	15	15	16	16	16	21	21	21	38	38	38	44	44	44	20	20	20	24	24	24	18
18	11	29	25	14	8	34	18	11	27	17	10	29	38	38	38	25	25	25	3	3	3	42	42	42	44	44	44	11	11	11	19	19	19	26	26	26	10000	10000	10000	25	25	25	32	32	32	6	6	6	15	15	15	21	21	21	36	36	36	34	34	34	24	24	24	13	13	13	27	27	27	14	14	14	27	27	27	15	15	15	16	16	16	21	21	21	38	38	38	44	44	44	20	20	20	24	24	24	18
18	11	29	25	14	8	34	18	11	27	17	10	29	38	38	38	25	25	25	3	3	3	42	42	42	44	44	44	11	11	11	19	19	19	26	26	26	10000	10000	10000	25	25	25	32	32	32	6	6	6	15	15	15	21	21	21	36	36	36	34	34	34	24	24	24	13	13	13	27	27	27	14	14	14	27	27	27	15	15	15	16	16	16	21	21	21	38	38	38	44	44	44	20	20	20	24	24	24	18
20	31	43	5	31	29	39	7	31	14	12	23	43	46	46	46	33	33	33	27	27	27	30	30	30	30	30	30	19	19	19	33	33	33	6	6	6	25	25	25	10000	10000	10000	19	19	19	20	20	20	15	15	15	33	33	33	29	29	29	16	16	16	31	31	31	13	13	13	15	15	15	12	12	12	10	10	10	11	11	11	19	19	19	7	7	7	46	46	46	30	30	30	10	10	10	3	3	3	20
20	31	43	5	31	29	39	7	31	14	12	23	43	46	46	46	33	33	33	27	27	27	30	30	30	30	30	30	19	19	19	33	33	33	6	6	6	25	25	25	10000	10000	10000	19	19	19	20	20	20	15	15	15	33	33	33	29	29	29	16	16	16	31	31	31	13	13	13	15	15	15	12	12	12	10	10	10	11	11	11	19	19	19	7	7	7	46	46	46	30	30	30	10	10	10	3	3	3	20
20	31	43	5	31	29	39	7	31	14	12	23	43	46	46	46	33	33	33	27	27	27	30	30	30	30	30	30	19	19	19	33	33	33	6	6	6	25	25	25	10000	10000	10000	19	19	19	20	20	20	15	15	15	33	33	33	29	29	29	16	16	16	31	31	31	13	13	13	15	15	15	12	12	12	10	10	10	11	11	11	19	19	19	7	7	7	46	46	46	30	30	30	10	10	10	3	3	3	20
16	30	34	24	29	31	25	21	30	6	28	24	34	33	33	33	22	22	22	34	34	34	12	12	12	13	13	13	31	31	31	27	27	27	24	24	24	32	32	32	19	19	19	10000	10000	10000	26	26	26	17	17	17	25	25	25	11	11	11	8	8	8	21	21	21	24	24	24	6	6	6	24	24	24	29	29	29	21	21	21	17	17	17	24	24	24	33	33	33	13	13	13	27	27	27	17	17	17	16
16	30	34	24	29	31	25	21	30	6	28	24	34	33	33	33	22	22	22	34	34	34	12	12	12	13	13	13	31	31	31	27	27	27	24	24	24	32	32	32	19	19	19	10000	10000	10000	26	26	26	17	17	17	25	25	25	11	11	11	8	8	8	21	21	21	24	24	24	6	6	6	24	24	24	29	29	29	21	21	21	17	17	17	24	24	24	33	33	33	13	13	13	27	27	27	17	17	17	16
16	30	34	24	29	31	25	21	30	6	28	24	34	33	33	33	22	22	22	34	34	34	12	12	12	13	13	13	31	31	31	27	27	27	24	24	24	32	32	32	19	19	19	10000	10000	10000	26	26	26	17	17	17	25	25	25	11	11	11	8	8	8	21	21	21	24	24	24	6	6	6	24	24	24	29	29	29	21	21	21	17	17	17	24	24	24	33	33	33	13	13	13	27	27	27	17	17	17	16
14	13	29	21	14	10	32	14	13	22	14	7	29	36	36	36	23	23	23	8	8	8	37	37	37	39	39	39	10	10	10	18	18	18	21	21	21	6	6	6	20	20	20	26	26	26	10000	10000	10000	10	10	10	20	20	20	31	31	31	29	29	29	22	22	22	8	8	8	21	21	21	10	10	10	24	24	24	9	9	9	11	11	11	17	17	17	36	36	36	39	39	39	16	16	16	19	19	19	14
14	13	29	21	14	10	32	14	13	22	14	7	29	36	36	36	23	23	23	8	8	8	37	37	37	39	39	39	10	10	10	18	18	18	21	21	21	6	6	6	20	20	20	26	26	26	10000	10000	10000	10	10	10	20	20	20	31	31	31	29	29	29	22	22	22	8	8	8	21	21	21	10	10	10	24	24	24	9	9	9	11	11	11	17	17	17	36	36	36	39	39	39	16	16	16	19	19	19	14
14	13	29	21	14	10	32	14	13	22	14	7	29	36	36	36	23	23	23	8	8	8	37	37	37	39	39	39	10	10	10	18	18	18	21	21	21	6	6	6	20	20	20	26	26	26	10000	10000	10000	10	10	10	20	20	20	31	31	31	29	29	29	22	22	22	8	8	8	21	21	21	10	10	10	24	24	24	9	9	9	11	11	11	17	17	17	36	36	36	39	39	39	16	16	16	19	19	19	14
7	17	29	18	17	16	27	10	17	12	15	9	29	33	33	33	19	19	19	18	18	18	28	28	28	29	29	29	16	16	16	18	18	18	18	18	18	15	15	15	15	15	15	17	17	17	10	10	10	10000	10000	10000	18	18	18	23	23	23	20	20	20	18	18	18	9	9	9	12	12	12	10	10	10	22	22	22	7	7	7	5	5	5	15	15	15	33	33	33	29	29	29	16	16	16	13	13	13	7
7	17	29	18	17	16	27	10	17	12	15	9	29	33	33	33	19	19	19	18	18	18	28	28	28	29	29	29	16	16	16	18	18	18	18	18	18	15	15	15	15	15	15	17	17	17	10	10	10	10000	10000	10000	18	18	18	23	23	23	20	20	20	18	18	18	9	9	9	12	12	12	10	10	10	22	22	22	7	7	7	5	5	5	15	15	15	33	33	33	29	29	29	16	16	16	13	13	13	7
7	17	29	18	17	16	27	10	17	12	15	9	29	33	33	33	19	19	19	18	18	18	28	28	28	29	29	29	16	16	16	18	18	18	18	18	18	15	15	15	15	15	15	17	17	17	10	10	10	10000	10000	10000	18	18	18	23	23	23	20	20	20	18	18	18	9	9	9	12	12	12	10	10	10	22	22	22	7	7	7	5	5	5	15	15	15	33	33	33	29	29	29	16	16	16	13	13	13	7
13	12	11	36	9	15	14	28	12	25	32	13	11	17	17	17	5	5	5	23	23	23	32	32	32	34	34	34	29	29	29	3	3	3	36	36	36	21	21	21	33	33	33	25	25	25	20	20	20	18	18	18	10000	10000	10000	23	23	23	32	32	32	6	6	6	25	25	25	23	23	23	27	27	27	40	40	40	24	24	24	14	14	14	33	33	33	17	17	17	34	34	34	33	33	33	30	30	30	13
13	12	11	36	9	15	14	28	12	25	32	13	11	17	17	17	5	5	5	23	23	23	32	32	32	34	34	34	29	29	29	3	3	3	36	36	36	21	21	21	33	33	33	25	25	25	20	20	20	18	18	18	10000	10000	10000	23	23	23	32	32	32	6	6	6	25	25	25	23	23	23	27	27	27	40	40	40	24	24	24	14	14	14	33	33	33	17	17	17	34	34	34	33	33	33	30	30	30	13
13	12	11	36	9	15	14	28	12	25	32	13	11	17	17	17	5	5	5	23	23	23	32	32	32	34	34	34	29	29	29	3	3	3	36	36	36	21	21	21	33	33	33	25	25	25	20	20	20	18	18	18	10000	10000	10000	23	23	23	32	32	32	6	6	6	25	25	25	23	23	23	27	27	27	40	40	40	24	24	24	14	14	14	33	33	33	17	17	17	34	34	34	33	33	33	30	30	30	13
19	31	29	34	29	33	18	29	31	16	36	27	29	25	25	25	19	19	19	38	38	38	10	10	10	11	11	11	38	38	38	25	25	25	34	34	34	36	36	36	29	29	29	11	11	11	31	31	31	23	23	23	23	23	23	10000	10000	10000	18	18	18	18	18	18	31	31	31	14	14	14	32	32	32	38	38	38	28	28	28	21	21	21	34	34	34	25	25	25	11	11	11	36	36	36	27	27	27	19
19	31	29	34	29	33	18	29	31	16	36	27	29	25	25	25	19	19	19	38	38	38	10	10	10	11	11	11	38	38	38	25	25	25	34	34	34	36	36	36	29	29	29	11	11	11	31	31	31	23	23	23	23	23	23	10000	10000	10000	18	18	18	18	18	18	31	31	31	14	14	14	32	32	32	38	38	38	28	28	28	21	21	21	34	34	34	25	25	25	11	11	11	36	36	36	27	27	27	19
19	31	29	34	29	33	18	29	31	16	36	27	29	25	25	25	19	19	19	38	38	38	10	10	10	11	11	11	38	38	38	25	25	25	34	34	34	36	36	36	29	29	29	11	11	11	31	31	31	23	23	23	23	23	23	10000	10000	10000	18	18	18	18	18	18	31	31	31	14	14	14	32	32	32	38	38	38	28	28	28	21	21	21	34	34	34	25	25	25	11	11	11	36	36	36	27	27	27	19
21	35	41	20	35	35	33	20	35	8	26	28	41	41	41	41	30	30	30	36	36	36	15	15	15	16	16	16	31	31	31	33	33	33	20	20	20	34	34	34	16	16	16	8	8	8	29	29	29	20	20	20	32	32	32	18	18	18	10000	10000	10000	28	28	28	24	24	24	10	10	10	24	24	24	24	24	24	21	21	21	22	22	22	22	22	22	41	41	41	16	16	16	25	25	25	14	14	14	21
21	35	41	20	35	35	33	20	35	8	26	28	41	41	41	41	30	30	30	36	36	36	15	15	15	16	16	16	31	31	31	33	33	33	20	20	20	34	34	34	16	16	16	8	8	8	29	29	29	20	20	20	32	32	32	18	18	18	10000	10000	10000	28	28	28	24	24	24	10	10	10	24	24	24	24	24	24	21	21	21	22	22	22	22	22	22	41	41	41	16	16	16	25	25	25	14	14	14	21
21	35	41	20	35	35	33	20	35	8	26	28	41	41	41	41	30	30	30	36	36	36	15	15	15	16	16	16	31	31	31	33	33	33	20	20	20	34	34	34	16	16	16	8	8	8	29	29	29	20	20	20	32	32	32	18	18	18	10000	10000	10000	28	28	28	24	24	24	10	10	10	24	24	24	24	24	24	21	21	21	22	22	22	22	22	22	41	41	41	16	16	16	25	25	25	14	14	14	21
11	16	13	34	13	18	11	27	16	21	32	15	13	16	16	16	2	2	2	26	26	26	27	27	27	29	29	29	30	30	30	8	8	8	35	35	35	24	24	24	31	31	31	21	21	21	22	22	22	18	18	18	6	6	6	18	18	18	28	28	28	10000	10000	10000	25	25	25	19	19	19	27	27	27	39	39	39	24	24	24	13	13	13	32	32	32	16	16	16	29	29	29	33	33	33	28	28	28	11
11	16	13	34	13	18	11	27	16	21	32	15	13	16	16	16	2	2	2	26	26	26	27	27	27	29	29	29	30	30	30	8	8	8	35	35	35	24	24	24	31	31	31	21	21	21	22	22	22	18	18	18	6	6	6	18	18	18	28	28	28	10000	10000	10000	25	25	25	19	19	19	27	27	27	39	39	39	24	24	24	13	13	13	32	32	32	16	16	16	29	29	29	33	33	33	28	28	28	11
11	16	13	34	13	18	11	27	16	21	32	15	13	16	16	16	2	2	2	26	26	26	27	27	27	29	29	29	30	30	30	8	8	8	35	35	35	24	24	24	31	31	31	21	21	21	22	22	22	18	18	18	6	6	6	18	18	18	28	28	28	10000	10000	10000	25	25	25	19	19	19	27	27	27	39	39	39	24	24	24	13	13	13	32	32	32	16	16	16	29	29	29	33	33	33	28	28	28	11
15	20	35	13	21	17	35	6	20	18	7	13	35	41	41	41	27	27	27	14	14	14	35	35	35	36	36	36	8	8	8	24	24	24	14	14	14	13	13	13	13	13	13	24	24	24	8	8	8	9	9	9	25	25	25	31	31	31	24	24	24	25	25	25	10000	10000	10000	19	19	19	3	3	3	16	16	16	4	4	4	13	13	13	9	9	9	41	41	41	36	36	36	9	9	9	12	12	12	15
15	20	35	13	21	17	35	6	20	18	7	13	35	41	41	41	27	27	27	14	14	14	35	35	35	36	36	36	8	8	8	24	24	24	14	14	14	13	13	13	13	13	13	24	24	24	8	8	8	9	9	9	25	25	25	31	31	31	24	24	24	25	25	25	10000	10000	10000	19	19	19	3	3	3	16	16	16	4	4	4	13	13	13	9	9	9	41	41	41	36	36	36	9	9	9	12	12	12	15
15	20	35	13	21	17	35	6	20	18	7	13	35	41	41	41	27	27	27	14	14	14	35	35	35	36	36	36	8	8	8	24	24	24	14	14	14	13	13	13	13	13	13	24	24	24	8	8	8	9	9	9	25	25	25	31	31	31	24	24	24	25	25	25	10000	10000	10000	19	19	19	3	3	3	16	16	16	4	4	4	13	13	13	9	9	9	41	41	41	36	36	36	9	9	9	12	12	12	15
12	26	32	20	26	26	25	16	26	2	23	19	32	33	33	33	21	21	21	29	29	29	17	17	17	18	18	18	26	26	26	24	24	24	21	21	21	27	27	27	15	15	15	6	6	6	21	21	21	12	12	12	23	23	23	14	14	14	10	10	10	19	19	19	19	19	19	10000	10000	10000	19	19	19	25	25	25	16	16	16	13	13	13	20	20	20	33	33	33	18	18	18	22	22	22	13	13	13	12
12	26	32	20	26	26	25	16	26	2	23	19	32	33	33	33	21	21	21	29	29	29	17	17	17	18	18	18	26	26	26	24	24	24	21	21	21	27	27	27	15	15	15	6	6	6	21	21	21	12	12	12	23	23	23	14	14	14	10	10	10	19	19	19	19	19	19	10000	10000	10000	19	19	19	25	25	25	16	16	16	13	13	13	20	20	20	33	33	33	18	18	18	22	22	22	13	13	13	12
12	26	32	20	26	26	25	16	26	2	23	19	32	33	33	33	21	21	21	29	29	29	17	17	17	18	18	18	26	26	26	24	24	24	21	21	21	27	27	27	15	15	15	6	6	6	21	21	21	12	12	12	23	23	23	14	14	14	10	10	10	19	19	19	19	19	19	10000	10000	10000	19	19	19	25	25	25	16	16	16	13	13	13	20	20	20	33	33	33	18	18	18	22	22	22	13	13	13	12
