25	23	33	20	37	3	14	45	45	45	44	44	44	38	38	38	31	31	31	10000	10000	10000	40	40	40	8	8	8	37	37	37	15	15	15	19	19	19	10	10	10	37	37	37	24	24	24	19	19	19	25
22	17	29	21	46	38	40	24	24	24	30	30	30	12	12	12	39	39	39	40	40	40	10000	10000	10000	33	33	33	37	37	37	28	28	28	22	22	22	39	39	39	37	37	37	25	25	25	22	22	22	22
22	17	29	21	46	38	40	24	24	24	30	30	30	12	12	12	39	39	39	40	40	40	10000	10000	10000	33	33	33	37	37	37	28	28	28	22	22	22	39	39	39	37	37	37	25	25	25	22	22	22	22
22	17	29	21	46	38	40	24	24	24	30	30	30	12	12	12	39	39	39	40	40	40	10000	10000	10000	33	33	33	37	37	37	28	28	28	22	22	22	39	39	39	37	37	37	25	25	25	22	22	22	22
20	16	30	12	38	6	17	41	41	41	40	40	40	32	32	32	31	31	31	8	8	8	33	33	33	10000	10000	10000	35	35	35	11	11	11	12	12	12	13	13	13	35	35	35	20	20	20	12	12	12	20
20	16	30	12	38	6	17	41	41	41	40	40	40	32	32	32	31	31	31	8	8	8	33	33	33	10000	10000	10000	35	35	35	11	11	11	12	12	12	13	13	13	35	35	35	20	20	20	12	12	12	20
20	16	30	12	38	6	17	41	41	41	40	40	40	32	32	32	31	31	31	8	8	8	33	33	33	10000	10000	10000	35	35	35	11	11	11	12	12	12	13	13	13	35	35	35	20	20	20	12	12	12	20
20	31	9	34	11	36	26	21	21	21	14	14	14	27	27	27	8	8	8	37	37	37	37	37	37	35	35	35	10000	10000	10000	26	26	26	34	34	34	28	28	28	10000	10000	10000	18	18	18	34	34	34	20
20	31	9	34	11	36	26	21	21	21	14	14	14	27	27	27	8	8	8	37	37	37	37	37	37	35	35	35	10000	10000	10000	26	26	26	34	34	34	28	28	28	10000	10000	10000	18	18	18	34	34	34	20
20	31	9	34	11	36	26	21	21	21	14	14	14	27	27	27	8	8	8	37	37	37	37	37	37	35	35	35	10000	10000	10000	26	26	26	34	34	34	28	28	28	10000	10000	10000	18	18	18	34	34	34	20
11	12	20	11	29	13	13	31	31	31	30	30	30	24	24	24	22	22	22	15	15	15	28	28	28	11	11	11	26	26	26	10000	10000	10000	11	11	11	12	12	12	26	26	26	10	10	10	11	11	11	11
11	12	20	11	29	13	13	31	31	31	30	30	30	24	24	24	22	22	22	15	15	15	28	28	28	11	11	11	26	26	26	10000	10000	10000	11	11	11	12	12	12	26	26	26	10	10	10	11	11	11	11
11	12	20	11	29	13	13	31	31	31	30	30	30	24	24	24	22	22	22	15	15	15	28	28	28	11	11	11	26	26	26	10000	10000	10000	11	11	11	12	12	12	26	26	26	10	10	10	11	11	11	11
15	6	27	1	39	17	24	33	33	33	35	35	35	22	22	22	31	31	31	19	19	19	22	22	22	12	12	12	34	34	34	11	11	11	10000	10000	10000	21	21	21	34	34	34	16	16	16	10000	10000	10000	15
15	6	27	1	39	17	24	33	33	33	35	35	35	22	22	22	31	31	31	19	19	19	22	22	22	12	12	12	34	34	34	11	11	11	10000	10000	10000	21	21	21	34	34	34	16	16	16	10000	10000	10000	15
15	6	27	1	39	17	24	33	33	33	35	35	35	22	22	22	31	31	31	19	19	19	22	22	22	12	12	12	34	34	34	11	11	11	10000	10000	10000	21	21	21	34	34	34	16	16	16	10000	10000	10000	15
20	23	25	21	27	11	4	39	39	39	36	36	36	34	34	34	21	21	21	10	10	10	39	39	39	13	13	13	28	28	28	12	12	12	21	21	21	10000	10000	10000	28	28	28	18	18	18	21	21	21	20
20	23	25	21	27	11	4	39	39	39	36	36	36	34	34	34	21	21	21	10	10	10	39	39	39	13	13	13	28	28	28	12	12	12	21	21	21	10000	10000	10000	28	28	28	18	18	18	21	21	21	20
20	23	25	21	27	11	4	39	39	39	36	36	36	34	34	34	21	21	21	10	10	10	39	39	39	13	13	13	28	28	28	12	12	12	21	21	21	10000	10000	10000	28	28	28	18	18	18	21	21	21	20
20	31	9	34	11	36	26	21	21	21	14	14	14	27	27	27	8	8	8	37	37	37	37	37	37	35	35	35	10000	10000	10000	26	26	26	34	34	34	28	28	28	10000	10000	10000	18	18	18	34	34	34	20
20	31	9	34	11	36	26	21	21	21	14	14	14	27	27	27	8	8	8	37	37	37	37	37	37	35	35	35	10000	10000	10000	26	26	26	34	34	34	28	28	28	10000	10000	10000	18	18	18	34	34	34	20
20	31	9	34	11	36	26	21	21	21	14	14	14	27	27	27	8	8	8	37	37	37	37	37	37	35	35	35	10000	10000	10000	26	26	26	34	34	34	28	28	28	10000	10000	10000	18	18	18	34	34	34	20
4	14	11	16	24	22	18	23	23	23	21	21	21	18	18	18	16	16	16	24	24	24	25	25	25	20	20	20	18	18	18	10	10	10	16	16	16	18	18	18	18	18	18	10000	10000	10000	16	16	16	4
4	14	11	16	24	22	18	23	23	23	21	21	21	18	18	18	16	16	16	24	24	24	25	25	25	20	20	20	18	18	18	10	10	10	16	16	16	18	18	18	18	18	18	10000	10000	10000	16	16	16	4
4	14	11	16	24	22	18	23	23	23	21	21	21	18	18	18	16	16	16	24	24	24	25	25	25	20	20	20	18	18	18	10	10	10	16	16	16	18	18	18	18	18	18	10000	10000	10000	16	16	16	4
15	6	27	1	39	17	24	33	33	33	35	35	35	22	22	22	31	31	31	19	19	19	22	22	22	12	12	12	34	34	34	11	11	11	10000	10000	10000	21	21	21	34	34	34	16	16	16	10000	10000	10000	15
15	6	27	1	39	17	24	33	33	33	35	35	35	22	22	22	31	31	31	19	19	19	22	22	22	12	12	12	34	34	34	11	11	11	10000	10000	10000	21	21	21	34	34	34	16	16	16	10000	10000	10000	15
15	6	27	1	39	17	24	33	33	33	35	35	35	22	22	22	31	31	31	19	19	19	22	22	22	12	12	12	34	34	34	11	11	11	10000	10000	10000	21	21	21	34	34	34	16	16	16	10000	10000	10000	15
0	11	12	15	27	23	21	21	21	21	21	21	21	15	15	15	19	19	19	25	25	25	22	22	22	20	20	20	20	20	20	11	11	11	15	15	15	20	20	20	20	20	20	4	4	4	15	15	15	0
