20	19	31	17	27	25	38	28	26	17	40	17	8	26	22	25	36	36	36	40	40	40	27	27	27	10000	10000	10000	36	36	36	40	40	40	12	12	12	40	40	40	10	10	10	25	25	25	25	25	25	39	39	39	6	6	6	6	6	6	25	25	25	20
20	19	31	17	27	25	38	28	26	17	40	17	8	26	22	25	36	36	36	40	40	40	27	27	27	10000	10000	10000	36	36	36	40	40	40	12	12	12	40	40	40	10	10	10	25	25	25	25	25	25	39	39	39	6	6	6	6	6	6	25	25	25	20
20	19	31	17	27	25	38	28	26	17	40	17	8	26	22	25	36	36	36	40	40	40	27	27	27	10000	10000	10000	36	36	36	40	40	40	12	12	12	40	40	40	10	10	10	25	25	25	25	25	25	39	39	39	6	6	6	6	6	6	25	25	25	20
19	41	16	34	34	14	3	22	44	21	5	34	34	44	40	31	15	15	15	7	7	7	36	36	36	36	36	36	10000	10000	10000	13	13	13	26	26	26	7	7	7	29	29	29	12	12	12	46	46	46	14	14	14	34	34	34	34	34	34	12	12	12	19
19	41	16	34	34	14	3	22	44	21	5	34	34	44	40	31	15	15	15	7	7	7	36	36	36	36	36	36	10000	10000	10000	13	13	13	26	26	26	7	7	7	29	29	29	12	12	12	46	46	46	14	14	14	34	34	34	34	34	34	12	12	12	19
19	41	16	34	34	14	3	22	44	21	5	34	34	44	40	31	15	15	15	7	7	7	36	36	36	36	36	36	10000	10000	10000	13	13	13	26	26	26	7	7	7	29	29	29	12	12	12	46	46	46	14	14	14	34	34	34	34	34	34	12	12	12	19
21	39	28	43	29	24	11	17	41	24	11	43	37	41	37	27	7	7	7	8	8	8	31	31	31	40	40	40	13	13	13	10000	10000	10000	34	34	34	7	7	7	35	35	35	21	21	21	44	44	44	3	3	3	37	37	37	37	37	37	21	21	21	21
21	39	28	43	29	24	11	17	41	24	11	43	37	41	37	27	7	7	7	8	8	8	31	31	31	40	40	40	13	13	13	10000	10000	10000	34	34	34	7	7	7	35	35	35	21	21	21	44	44	44	3	3	3	37	37	37	37	37	37	21	21	21	21
21	39	28	43	29	24	11	17	41	24	11	43	37	41	37	27	7	7	7	8	8	8	31	31	31	40	40	40	13	13	13	10000	10000	10000	34	34	34	7	7	7	35	35	35	21	21	21	44	44	44	3	3	3	37	37	37	37	37	37	21	21	21	21
15	27	20	11	30	14	29	26	34	13	31	11	15	33	28	27	30	30	30	32	32	32	31	31	31	12	12	12	26	26	26	34	34	34	10000	10000	10000	31	31	31	3	3	3	15	15	15	33	33	33	32	32	32	14	14	14	14	14	14	15	15	15	15
15	27	20	11	30	14	29	26	34	13	31	11	15	33	28	27	30	30	30	32	32	32	31	31	31	12	12	12	26	26	26	34	34	34	10000	10000	10000	31	31	31	3	3	3	15	15	15	33	33	33	32	32	32	14	14	14	14	14	14	15	15	15	15
15	27	20	11	30	14	29	26	34	13	31	11	15	33	28	27	30	30	30	32	32	32	31	31	31	12	12	12	26	26	26	34	34	34	10000	10000	10000	31	31	31	3	3	3	15	15	15	33	33	33	32	32	32	14	14	14	14	14	14	15	15	15	15
21	42	22	39	33	19	4	21	44	23	4	39	37	44	40	30	12	12	12	2	2	2	35	35	35	40	40	40	7	7	7	7	7	7	31	31	31	10000	10000	10000	33	33	33	17	17	17	47	47	47	9	9	9	36	36	36	36	36	36	17	17	17	21
21	42	22	39	33	19	4	21	44	23	4	39	37	44	40	30	12	12	12	2	2	2	35	35	35	40	40	40	7	7	7	7	7	7	31	31	31	10000	10000	10000	33	33	33	17	17	17	47	47	47	9	9	9	36	36	36	36	36	36	17	17	17	21
21	42	22	39	33	19	4	21	44	23	4	39	37	44	40	30	12	12	12	2	2	2	35	35	35	40	40	40	7	7	7	7	7	7	31	31	31	10000	10000	10000	33	33	33	17	17	17	47	47	47	9	9	9	36	36	36	36	36	36	17	17	17	21
16	25	22	11	29	16	31	27	33	14	33	11	14	32	27	27	32	32	32	34	34	34	30	30	30	10	10	10	29	29	29	35	35	35	3	3	3	33	33	33	10000	10000	10000	17	17	17	32	32	32	34	34	34	12	12	12	12	12	12	17	17	17	16
16	25	22	11	29	16	31	27	33	14	33	11	14	32	27	27	32	32	32	34	34	34	30	30	30	10	10	10	29	29	29	35	35	35	3	3	3	33	33	33	10000	10000	10000	17	17	17	32	32	32	34	34	34	12	12	12	12	12	12	17	17	17	16
16	25	22	11	29	16	31	27	33	14	33	11	14	32	27	27	32	32	32	34	34	34	30	30	30	10	10	10	29	29	29	35	35	35	3	3	3	33	33	33	10000	10000	10000	17	17	17	32	32	32	34	34	34	12	12	12	12	12	12	17	17	17	16
11	33	11	23	30	4	14	20	38	12	16	23	25	38	33	27	19	19	19	17	17	17	31	31	31	25	25	25	12	12	12	21	21	21	15	15	15	17	17	17	17	17	17	10000	10000	10000	39	39	39	20	20	20	24	24	24	24	24	24	10000	10000	10000	11
11	33	11	23	30	4	14	20	38	12	16	23	25	38	33	27	19	19	19	17	17	17	31	31	31	25	25	25	12	12	12	21	21	21	15	15	15	17	17	17	17	17	17	10000	10000	10000	39	39	39	20	20	20	24	24	24	24	24	24	10000	10000	10000	11
11	33	11	23	30	4	14	20	38	12	16	23	25	38	33	27	19	19	19	17	17	17	31	31	31	25	25	25	12	12	12	21	21	21	15	15	15	17	17	17	17	17	17	10000	10000	10000	39	39	39	20	20	20	24	24	24	24	24	24	10000	10000	10000	11
29	7	49	41	16	41	48	27	5	27	49	41	19	5	7	18	38	38	38	48	48	48	14	14	14	25	25	25	46	46	46	44	44	44	33	33	33	47	47	47	32	32	32	39	39	39	10000	10000	10000	41	41	41	20	20	20	20	20	20	39	39	39	29
29	7	49	41	16	41	48	27	5	27	49	41	19	5	7	18	38	38	38	48	48	48	14	14	14	25	25	25	46	46	46	44	44	44	33	33	33	47	47	47	32	32	32	39	39	39	10000	10000	10000	41	41	41	20	20	20	20	20	20	39	39	39	29
29	7	49	41	16	41	48	27	5	27	49	41	19	5	7	18	38	38	38	48	48	48	14	14	14	25	25	25	46	46	46	44	44	44	33	33	33	47	47	47	32	32	32	39	39	39	10000	10000	10000	41	41	41	20	20	20	20	20	20	39	39	39	29
19	37	28	42	26	23	13	14	38	22	13	42	34	38	35	24	4	4	4	10	10	10	29	29	29	39	39	39	14	14	14	3	3	3	32	32	32	9	9	9	34	34	34	20	20	20	41	41	41	10000	10000	10000	34	34	34	34	34	34	20	20	20	19
19	37	28	42	26	23	13	14	38	22	13	42	34	38	35	24	4	4	4	10	10	10	29	29	29	39	39	39	14	14	14	3	3	3	32	32	32	9	9	9	34	34	34	20	20	20	41	41	41	10000	10000	10000	34	34	34	34	34	34	20	20	20	19
19	37	28	42	26	23	13	14	38	22	13	42	34	38	35	24	4	4	4	10	10	10	29	29	29	39	39	39	14	14	14	3	3	3	32	32	32	9	9	9	34	34	34	20	20	20	41	41	41	10000	10000	10000	34	34	34	34	34	34	20	20	20	19
16	14	31	21	21	24	36	23	22	14	37	21	2	21	17	20	31	31	31	37	37	37	21	21	21	6	6	6	34	34	34	37	37	37	14	14	14	36	36	36	12	12	12	24	24	24	20	20	20	34	34	34	10000	10000	10000	10000	10000	10000	24	24	24	16
16	14	31	21	21	24	36	23	22	14	37	21	2	21	17	20	31	31	31	37	37	37	21	21	21	6	6	6	34	34	34	37	37	37	14	14	14	36	36	36	12	12	12	24	24	24	20	20	20	34	34	34	10000	10000	10000	10000	10000	10000	24	24	24	16
16	14	31	21	21	24	36	23	22	14	37	21	2	21	17	20	31	31	31	37	37	37	21	21	21	6	6	6	34	34	34	37	37	37	14	14	14	36	36	36	12	12	12	24	24	24	20	20	20	34	34	34	10000	10000	10000	10000	10000	10000	24	24	24	16
16	14	31	21	21	24	36	23	22	14	37	21	2	21	17	20	31	31	31	37	37	37	21	21	21	6	6	6	34	34	34	37	37	37	14	14	14	36	36	36	12	12	12	24	24	24	20	20	20	34	34	34	10000	10000	10000	10000	10000	10000	24	24	24	16
16	14	31	21	21	24	36	23	22	14	37	21	2	21	17	20	31	31	31	37	37	37	21	21	21	6	6	6	34	34	34	37	37	37	14	14	14	36	36	36	12	12	12	24	24	24	20	20	20	34	34	34	10000	10000	10000	10000	10000	10000	24	24	24	16
16	14	31	21	21	24	36	23	22	14	37	21	2	21	17	20	31	31	31	37	37	37	21	21	21	6	6	6	34	34	34	37	37	37	14	14	14	36	36	36	12	12	12	24	24	24	20	20	20	34	34	34	10000	10000	10000	10000	10000	10000	24	24	24	16
11	33	11	23	30	4	14	20	38	12	16	23	25	38	33	27	19	19	19	17	17	17	31	31	31	25	25	25	12	12	12	21	21	21	15	15	15	17	17	17	17	17	17	10000	10000	10000	39	39	39	20	20	20	24	24	24	24	24	24	10000	10000	10000	11
11	33	11	23	30	4	14	20	38	12	16	23	25	38	33	27	19	19	19	17	17	17	31	31	31	25	25	25	12	12	12	21	21	21	15	15	15	17	17	17	17	17	17	10000	10000	10000	39	39	39	20	20	20	24	24	24	24	24	24	10000	10000	10000	11
11	33	11	23	30	4	14	20	38	12	16	23	25	38	33	27	19	19	19	17	17	17	31	31	31	25	25	25	12	12	12	21	21	21	15	15	15	17	17	17	17	17	17	10000	10000	10000	39	39	39	20	20	20	24	24	24	24	24	24	10000	10000	10000	11
0	23	22	26	19	14	21	12	27	3	22	26	17	27	22	16	16	16	16	22	22	22	20	20	20	20	20	20	19	19	19	21	21	21	15	15	15	21	21	21	16	16	16	11	11	11	29	29	29	19	19	19	16	16	16	16	16	16	11	11	11	0
