20	42	19	42	21	32	33	33	33	26	26	26	10000	10000	10000	27	27	27	43	43	43	26	26	26	36	36	36	38	38	38	17	17	17	9	9	9	39	39	39	18	18	18	26	26	26	3	3	3	23	23	23	20
24	32	34	32	15	42	30	30	30	5	5	5	27	27	27	10000	10000	10000	39	39	39	5	5	5	40	40	40	39	39	39	24	24	24	21	21	21	29	29	29	40	40	40	42	42	42	28	28	28	29	29	29	24
24	32	34	32	15	42	30	30	30	5	5	5	27	27	27	10000	10000	10000	39	39	39	5	5	5	40	40	40	39	39	39	24	24	24	21	21	21	29	29	29	40	40	40	42	42	42	28	28	28	29	29	29	24
24	32	34	32	15	42	30	30	30	5	5	5	27	27	27	10000	10000	10000	39	39	39	5	5	5	40	40	40	39	39	39	24	24	24	21	21	21	29	29	29	40	40	40	42	42	42	28	28	28	29	29	29	24
23	9	30	9	28	23	11	11	11	34	34	34	43	43	43	39	39	39	10000	10000	10000	34	34	34	15	15	15	9	9	9	27	27	27	36	36	36	10	10	10	39	39	39	32	32	32	42	42	42	22	22	22	23
23	9	30	9	28	23	11	11	11	34	34	34	43	43	43	39	39	39	10000	10000	10000	34	34	34	15	15	15	9	9	9	27	27	27	36	36	36	10	10	10	39	39	39	32	32	32	42	42	42	22	22	22	23
23	9	30	9	28	23	11	11	11	34	34	34	43	43	43	39	39	39	10000	10000	10000	34	34	34	15	15	15	9	9	9	27	27	27	36	36	36	10	10	10	39	39	39	32	32	32	42	42	42	22	22	22	23
21	28	32	28	11	39	26	26	26	10000	10000	10000	26	26	26	5	5	5	34	34	34	10000	10000	10000	36	36	36	34	34	34	21	21	21	20	20	20	25	25	25	38	38	38	40	40	40	27	27	27	26	26	26	21
21	28	32	28	11	39	26	26	26	10000	10000	10000	26	26	26	5	5	5	34	34	34	10000	10000	10000	36	36	36	34	34	34	21	21	21	20	20	20	25	25	25	38	38	38	40	40	40	27	27	27	26	26	26	21
21	28	32	28	11	39	26	26	26	10000	10000	10000	26	26	26	5	5	5	34	34	34	10000	10000	10000	36	36	36	34	34	34	21	21	21	20	20	20	25	25	25	38	38	38	40	40	40	27	27	27	26	26	26	21
18	21	19	21	27	9	12	12	12	36	36	36	36	36	36	40	40	40	15	15	15	36	36	36	10000	10000	10000	6	6	6	20	20	20	30	30	30	20	20	20	27	27	27	19	19	19	34	34	34	14	14	14	18
18	21	19	21	27	9	12	12	12	36	36	36	36	36	36	40	40	40	15	15	15	36	36	36	10000	10000	10000	6	6	6	20	20	20	30	30	30	20	20	20	27	27	27	19	19	19	34	34	34	14	14	14	18
18	21	19	21	27	9	12	12	12	36	36	36	36	36	36	40	40	40	15	15	15	36	36	36	10000	10000	10000	6	6	6	20	20	20	30	30	30	20	20	20	27	27	27	19	19	19	34	34	34	14	14	14	18
19	15	23	15	26	14	9	9	9	34	34	34	38	38	38	39	39	39	9	9	9	34	34	34	6	6	6	10000	10000	10000	21	21	21	31	31	31	15	15	15	31	31	31	24	24	24	36	36	36	16	16	16	19
19	15	23	15	26	14	9	9	9	34	34	34	38	38	38	39	39	39	9	9	9	34	34	34	6	6	6	10000	10000	10000	21	21	21	31	31	31	15	15	15	31	31	31	24	24	24	36	36	36	16	16	16	19
19	15	23	15	26	14	9	9	9	34	34	34	38	38	38	39	39	39	9	9	9	34	34	34	6	6	6	10000	10000	10000	21	21	21	31	31	31	15	15	15	31	31	31	24	24	24	36	36	36	16	16	16	19
4	26	11	26	11	20	16	16	16	21	21	21	17	17	17	24	24	24	27	27	27	21	21	21	20	20	20	21	21	21	10000	10000	10000	10	10	10	22	22	22	18	18	18	19	19	19	16	16	16	7	7	7	4
4	26	11	26	11	20	16	16	16	21	21	21	17	17	17	24	24	24	27	27	27	21	21	21	20	20	20	21	21	21	10000	10000	10000	10	10	10	22	22	22	18	18	18	19	19	19	16	16	16	7	7	7	4
4	26	11	26	11	20	16	16	16	21	21	21	17	17	17	24	24	24	27	27	27	21	21	21	20	20	20	21	21	21	10000	10000	10000	10	10	10	22	22	22	18	18	18	19	19	19	16	16	16	7	7	7	4
13	34	16	34	12	28	26	26	26	20	20	20	9	9	9	21	21	21	36	36	36	20	20	20	30	30	30	31	31	31	10	10	10	10000	10000	10000	30	30	30	19	19	19	24	24	24	9	9	9	17	17	17	13
13	34	16	34	12	28	26	26	26	20	20	20	9	9	9	21	21	21	36	36	36	20	20	20	30	30	30	31	31	31	10	10	10	10000	10000	10000	30	30	30	19	19	19	24	24	24	9	9	9	17	17	17	13
13	34	16	34	12	28	26	26	26	20	20	20	9	9	9	21	21	21	36	36	36	20	20	20	30	30	30	31	31	31	10	10	10	10000	10000	10000	30	30	30	19	19	19	24	24	24	9	9	9	17	17	17	13
19	4	30	4	20	27	9	9	9	25	25	25	39	39	39	29	29	29	10	10	10	25	25	25	20	20	20	15	15	15	22	22	22	30	30	30	10000	10000	10000	38	38	38	34	34	34	38	38	38	20	20	20	19
19	4	30	4	20	27	9	9	9	25	25	25	39	39	39	29	29	29	10	10	10	25	25	25	20	20	20	15	15	15	22	22	22	30	30	30	10000	10000	10000	38	38	38	34	34	34	38	38	38	20	20	20	19
19	4	30	4	20	27	9	9	9	25	25	25	39	39	39	29	29	29	10	10	10	25	25	25	20	20	20	15	15	15	22	22	22	30	30	30	10000	10000	10000	38	38	38	34	34	34	38	38	38	20	20	20	19
21	41	9	41	28	20	30	30	30	38	38	38	18	18	18	40	40	40	39	39	39	38	38	38	27	27	27	31	31	31	18	18	18	19	19	19	38	38	38	10000	10000	10000	10	10	10	16	16	16	19	19	19	21
21	41	9	41	28	20	30	30	30	38	38	38	18	18	18	40	40	40	39	39	39	38	38	38	27	27	27	31	31	31	18	18	18	19	19	19	38	38	38	10000	10000	10000	10	10	10	16	16	16	19	19	19	21
21	41	9	41	28	20	30	30	30	38	38	38	18	18	18	40	40	40	39	39	39	38	38	38	27	27	27	31	31	31	18	18	18	19	19	19	38	38	38	10000	10000	10000	10	10	10	16	16	16	19	19	19	21
20	36	9	36	29	11	26	26	26	40	40	40	26	26	26	42	42	42	32	32	32	40	40	40	19	19	19	24	24	24	19	19	19	24	24	24	34	34	34	10	10	10	10000	10000	10000	23	23	23	16	16	16	20
20	36	9	36	29	11	26	26	26	40	40	40	26	26	26	42	42	42	32	32	32	40	40	40	19	19	19	24	24	24	19	19	19	24	24	24	34	34	34	10	10	10	10000	10000	10000	23	23	23	16	16	16	20
20	36	9	36	29	11	26	26	26	40	40	40	26	26	26	42	42	42	32	32	32	40	40	40	19	19	19	24	24	24	19	19	19	24	24	24	34	34	34	10	10	10	10000	10000	10000	23	23	23	16	16	16	20
19	41	17	41	21	30	32	32	32	27	27	27	3	3	3	28	28	28	42	42	42	27	27	27	34	34	34	36	36	36	16	16	16	9	9	9	38	38	38	16	16	16	23	23	23	10000	10000	10000	21	21	21	19
19	41	17	41	21	30	32	32	32	27	27	27	3	3	3	28	28	28	42	42	42	27	27	27	34	34	34	36	36	36	16	16	16	9	9	9	38	38	38	16	16	16	23	23	23	10000	10000	10000	21	21	21	19
19	41	17	41	21	30	32	32	32	27	27	27	3	3	3	28	28	28	42	42	42	27	27	27	34	34	34	36	36	36	16	16	16	9	9	9	38	38	38	16	16	16	23	23	23	10000	10000	10000	21	21	21	19
5	23	10	23	15	14	12	12	12	26	26	26	23	23	23	29	29	29	22	22	22	26	26	26	14	14	14	16	16	16	7	7	7	17	17	17	20	20	20	19	19	19	16	16	16	21	21	21	10000	10000	10000	5
5	23	10	23	15	14	12	12	12	26	26	26	23	23	23	29	29	29	22	22	22	26	26	26	14	14	14	16	16	16	7	7	7	17	17	17	20	20	20	19	19	19	16	16	16	21	21	21	10000	10000	10000	5
5	23	10	23	15	14	12	12	12	26	26	26	23	23	23	29	29	29	22	22	22	26	26	26	14	14	14	16	16	16	7	7	7	17	17	17	20	20	20	19	19	19	16	16	16	21	21	21	10000	10000	10000	5
0	23	13	23	10	19	13	13	13	21	21	21	20	20	20	24	24	24	23	23	23	21	21	21	18	18	18	19	19	19	4	4	4	13	13	13	19	19	19	21	21	21	20	20	20	19	19	19	5	5	5	0
