19	3	19	29	22	24	10	6	22	27	24	24	24	11	11	11	38	38	38	24	24	24	10000	10000	10000	16	16	16	16	16	16	30	30	30	22	22	22	11	11	11	17	17	17	19
19	3	19	29	22	24	10	6	22	27	24	24	24	11	11	11	38	38	38	24	24	24	10000	10000	10000	16	16	16	16	16	16	30	30	30	22	22	22	11	11	11	17	17	17	19
19	3	19	29	22	24	10	6	22	27	24	24	24	11	11	11	38	38	38	24	24	24	10000	10000	10000	16	16	16	16	16	16	30	30	30	22	22	22	11	11	11	17	17	17	19
17	14	25	16	31	29	22	19	14	37	30	30	30	24	24	24	23	23	23	15	15	15	16	16	16	10000	10000	10000	10000	10000	10000	22	22	22	9	9	9	24	24	24	4	4	4	17
17	14	25	16	31	29	22	19	14	37	30	30	30	24	24	24	23	23	23	15	15	15	16	16	16	10000	10000	10000	10000	10000	10000	22	22	22	9	9	9	24	24	24	4	4	4	17
17	14	25	16	31	29	22	19	14	37	30	30	30	24	24	24	23	23	23	15	15	15	16	16	16	10000	10000	10000	10000	10000	10000	22	22	22	9	9	9	24	24	24	4	4	4	17
17	14	25	16	31	29	22	19	14	37	30	30	30	24	24	24	23	23	23	15	15	15	16	16	16	10000	10000	10000	10000	10000	10000	22	22	22	9	9	9	24	24	24	4	4	4	17
17	14	25	16	31	29	22	19	14	37	30	30	30	24	24	24	23	23	23	15	15	15	16	16	16	10000	10000	10000	10000	10000	10000	22	22	22	9	9	9	24	24	24	4	4	4	17
17	14	25	16	31	29	22	19	14	37	30	30	30	24	24	24	23	23	23	15	15	15	16	16	16	10000	10000	10000	10000	10000	10000	22	22	22	9	9	9	24	24	24	4	4	4	17
12	28	21	12	28	22	29	28	9	32	22	22	22	31	31	31	23	23	23	8	8	8	30	30	30	22	22	22	22	22	22	10000	10000	10000	15	15	15	31	31	31	18	18	18	12
12	28	21	12	28	22	29	28	9	32	22	22	22	31	31	31	23	23	23	8	8	8	30	30	30	22	22	22	22	22	22	10000	10000	10000	15	15	15	31	31	31	18	18	18	12
12	28	21	12	28	22	29	28	9	32	22	22	22	31	31	31	23	23	23	8	8	8	30	30	30	22	22	22	22	22	22	10000	10000	10000	15	15	15	31	31	31	18	18	18	12
14	20	25	8	32	28	26	24	9	37	29	29	29	28	28	28	17	17	17	8	8	8	22	22	22	9	9	9	9	9	9	15	15	15	10000	10000	10000	28	28	28	6	6	6	14
14	20	25	8	32	28	26	24	9	37	29	29	29	28	28	28	17	17	17	8	8	8	22	22	22	9	9	9	9	9	9	15	15	15	10000	10000	10000	28	28	28	6	6	6	14
14	20	25	8	32	28	26	24	9	37	29	29	29	28	28	28	17	17	17	8	8	8	22	22	22	9	9	9	9	9	9	15	15	15	10000	10000	10000	28	28	28	6	6	6	14
20	12	14	34	14	18	3	6	25	18	18	18	18	10000	10000	10000	45	45	45	28	28	28	11	11	11	24	24	24	24	24	24	31	31	31	28	28	28	10000	10000	10000	24	24	24	20
20	12	14	34	14	18	3	6	25	18	18	18	18	10000	10000	10000	45	45	45	28	28	28	11	11	11	24	24	24	24	24	24	31	31	31	28	28	28	10000	10000	10000	24	24	24	20
20	12	14	34	14	18	3	6	25	18	18	18	18	10000	10000	10000	45	45	45	28	28	28	11	11	11	24	24	24	24	24	24	31	31	31	28	28	28	10000	10000	10000	24	24	24	20
13	14	22	13	29	26	22	19	10	35	27	27	27	24	24	24	22	22	22	11	11	11	17	17	17	4	4	4	4	4	4	18	18	18	6	6	6	24	24	24	10000	10000	10000	13
13	14	22	13	29	26	22	19	10	35	27	27	27	24	24	24	22	22	22	11	11	11	17	17	17	4	4	4	4	4	4	18	18	18	6	6	6	24	24	24	10000	10000	10000	13
13	14	22	13	29	26	22	19	10	35	27	27	27	24	24	24	22	22	22	11	11	11	17	17	17	4	4	4	4	4	4	18	18	18	6	6	6	24	24	24	10000	10000	10000	13
0	17	12	16	19	15	18	17	6	24	15	15	15	20	20	20	29	29	29	9	9	9	19	19	19	17	17	17	17	17	17	12	12	12	14	14	14	20	20	20	13	13	13	0
