23	9	36	30	18	9	28	23	36	11	11	11	34	34	34	43	43	43	39	39	39	47	47	47	10000	10000	10000	44	44	44	34	34	34	15	15	15	29	29	29	9	9	9	27	27	27	29	29	29	36	36	36	10	10	10	34	34	34	23	23	23	39	39	39	32	32	32	31	31	31	42	42	42	22	22	22	23
23	9	36	30	18	9	28	23	36	11	11	11	34	34	34	43	43	43	39	39	39	47	47	47	10000	10000	10000	44	44	44	34	34	34	15	15	15	29	29	29	9	9	9	27	27	27	29	29	29	36	36	36	10	10	10	34	34	34	23	23	23	39	39	39	32	32	32	31	31	31	42	42	42	22	22	22	23
22	45	24	16	28	45	26	29	24	35	35	35	33	33	33	8	8	8	34	34	34	5	5	5	44	44	44	10000	10000	10000	33	33	33	34	34	34	21	21	21	38	38	38	19	19	19	20	20	20	14	14	14	41	41	41	12	12	12	27	27	27	12	12	12	21	21	21	24	24	24	7	7	7	23	23	23	22
22	45	24	16	28	45	26	29	24	35	35	35	33	33	33	8	8	8	34	34	34	5	5	5	44	44	44	10000	10000	10000	33	33	33	34	34	34	21	21	21	38	38	38	19	19	19	20	20	20	14	14	14	41	41	41	12	12	12	27	27	27	12	12	12	21	21	21	24	24	24	7	7	7	23	23	23	22
22	45	24	16	28	45	26	29	24	35	35	35	33	33	33	8	8	8	34	34	34	5	5	5	44	44	44	10000	10000	10000	33	33	33	34	34	34	21	21	21	38	38	38	19	19	19	20	20	20	14	14	14	41	41	41	12	12	12	27	27	27	12	12	12	21	21	21	24	24	24	7	7	7	23	23	23	22
21	28	45	32	31	28	11	39	45	26	26	26	10000	10000	10000	26	26	26	5	5	5	33	33	33	34	34	34	33	33	33	10000	10000	10000	36	36	36	37	37	37	34	34	34	21	21	21	35	35	35	20	20	20	25	25	25	25	25	25	15	15	15	38	38	38	40	40	40	11	11	11	27	27	27	26	26	26	21
21	28	45	32	31	28	11	39	45	26	26	26	10000	10000	10000	26	26	26	5	5	5	33	33	33	34	34	34	33	33	33	10000	10000	10000	36	36	36	37	37	37	34	34	34	21	21	21	35	35	35	20	20	20	25	25	25	25	25	25	15	15	15	38	38	38	40	40	40	11	11	11	27	27	27	26	26	26	21
21	28	45	32	31	28	11	39	45	26	26	26	10000	10000	10000	26	26	26	5	5	5	33	33	33	34	34	34	33	33	33	10000	10000	10000	36	36	36	37	37	37	34	34	34	21	21	21	35	35	35	20	20	20	25	25	25	25	25	25	15	15	15	38	38	38	40	40	40	11	11	11	27	27	27	26	26	26	21
18	21	22	19	7	21	27	9	22	12	12	12	36	36	36	36	36	36	40	40	40	38	38	38	15	15	15	34	34	34	36	36	36	10000	10000	10000	16	16	16	6	6	6	20	20	20	16	16	16	30	30	30	20	20	20	25	25	25	22	22	22	27	27	27	19	19	19	29	29	29	34	34	34	14	14	14	18
18	21	22	19	7	21	27	9	22	12	12	12	36	36	36	36	36	36	40	40	40	38	38	38	15	15	15	34	34	34	36	36	36	10000	10000	10000	16	16	16	6	6	6	20	20	20	16	16	16	30	30	30	20	20	20	25	25	25	22	22	22	27	27	27	19	19	19	29	29	29	34	34	34	14	14	14	18
18	21	22	19	7	21	27	9	22	12	12	12	36	36	36	36	36	36	40	40	40	38	38	38	15	15	15	34	34	34	36	36	36	10000	10000	10000	16	16	16	6	6	6	20	20	20	16	16	16	30	30	30	20	20	20	25	25	25	22	22	22	27	27	27	19	19	19	29	29	29	34	34	34	14	14	14	18
17	33	9	7	12	33	26	9	9	22	22	22	37	37	37	25	25	25	40	40	40	25	25	25	29	29	29	21	21	21	37	37	37	16	16	16	10000	10000	10000	21	21	21	16	16	16	3	3	3	22	22	22	30	30	30	16	16	16	24	24	24	11	11	11	4	4	4	27	27	27	23	23	23	13	13	13	17
17	33	9	7	12	33	26	9	9	22	22	22	37	37	37	25	25	25	40	40	40	25	25	25	29	29	29	21	21	21	37	37	37	16	16	16	10000	10000	10000	21	21	21	16	16	16	3	3	3	22	22	22	30	30	30	16	16	16	24	24	24	11	11	11	4	4	4	27	27	27	23	23	23	13	13	13	17
17	33	9	7	12	33	26	9	9	22	22	22	37	37	37	25	25	25	40	40	40	25	25	25	29	29	29	21	21	21	37	37	37	16	16	16	10000	10000	10000	21	21	21	16	16	16	3	3	3	22	22	22	30	30	30	16	16	16	24	24	24	11	11	11	4	4	4	27	27	27	23	23	23	13	13	13	17
19	15	27	23	10	15	26	14	27	9	9	9	34	34	34	38	38	38	39	39	39	41	41	41	9	9	9	38	38	38	34	34	34	6	6	6	21	21	21	10000	10000	10000	21	21	21	21	21	21	31	31	31	15	15	15	28	28	28	21	21	21	31	31	31	24	24	24	29	29	29	36	36	36	16	16	16	19
19	15	27	23	10	15	26	14	27	9	9	9	34	34	34	38	38	38	39	39	39	41	41	41	9	9	9	38	38	38	34	34	34	6	6	6	21	21	21	10000	10000	10000	21	21	21	21	21	21	31	31	31	15	15	15	28	28	28	21	21	21	31	31	31	24	24	24	29	29	29	36	36	36	16	16	16	19
19	15	27	23	10	15	26	14	27	9	9	9	34	34	34	38	38	38	39	39	39	41	41	41	9	9	9	38	38	38	34	34	34	6	6	6	21	21	21	10000	10000	10000	21	21	21	21	21	21	31	31	31	15	15	15	28	28	28	21	21	21	31	31	31	24	24	24	29	29	29	36	36	36	16	16	16	19
4	26	25	11	14	26	11	20	25	16	16	16	21	21	21	17	17	17	24	24	24	21	21	21	27	27	27	19	19	19	21	21	21	20	20	20	16	16	16	21	21	21	10000	10000	10000	14	14	14	10	10	10	22	22	22	8	8	8	10	10	10	18	18	18	19	19	19	11	11	11	16	16	16	7	7	7	4
4	26	25	11	14	26	11	20	25	16	16	16	21	21	21	17	17	17	24	24	24	21	21	21	27	27	27	19	19	19	21	21	21	20	20	20	16	16	16	21	21	21	10000	10000	10000	14	14	14	10	10	10	22	22	22	8	8	8	10	10	10	18	18	18	19	19	19	11	11	11	16	16	16	7	7	7	4
4	26	25	11	14	26	11	20	25	16	16	16	21	21	21	17	17	17	24	24	24	21	21	21	27	27	27	19	19	19	21	21	21	20	20	20	16	16	16	21	21	21	10000	10000	10000	14	14	14	10	10	10	22	22	22	8	8	8	10	10	10	18	18	18	19	19	19	11	11	11	16	16	16	7	7	7	4
15	32	11	5	12	32	24	10	11	21	21	21	35	35	35	23	23	23	38	38	38	23	23	23	29	29	29	20	20	20	35	35	35	16	16	16	3	3	3	21	21	21	14	14	14	10000	10000	10000	20	20	20	30	30	30	14	14	14	22	22	22	11	11	11	5	5	5	25	25	25	21	21	21	11	11	11	15
15	32	11	5	12	32	24	10	11	21	21	21	35	35	35	23	23	23	38	38	38	23	23	23	29	29	29	20	20	20	35	35	35	16	16	16	3	3	3	21	21	21	14	14	14	10000	10000	10000	20	20	20	30	30	30	14	14	14	22	22	22	11	11	11	5	5	5	25	25	25	21	21	21	11	11	11	15
15	32	11	5	12	32	24	10	11	21	21	21	35	35	35	23	23	23	38	38	38	23	23	23	29	29	29	20	20	20	35	35	35	16	16	16	3	3	3	21	21	21	14	14	14	10000	10000	10000	20	20	20	30	30	30	14	14	14	22	22	22	11	11	11	5	5	5	25	25	25	21	21	21	11	11	11	15
13	34	29	16	23	34	12	28	29	26	26	26	20	20	20	9	9	9	21	21	21	14	14	14	36	36	36	14	14	14	20	20	20	30	30	30	22	22	22	31	31	31	10	10	10	20	20	20	10000	10000	10000	30	30	30	7	7	7	15	15	15	19	19	19	24	24	24	10	10	10	9	9	9	17	17	17	13
13	34	29	16	23	34	12	28	29	26	26	26	20	20	20	9	9	9	21	21	21	14	14	14	36	36	36	14	14	14	20	20	20	30	30	30	22	22	22	31	31	31	10	10	10	20	20	20	10000	10000	10000	30	30	30	7	7	7	15	15	15	19	19	19	24	24	24	10	10	10	9	9	9	17	17	17	13
13	34	29	16	23	34	12	28	29	26	26	26	20	20	20	9	9	9	21	21	21	14	14	14	36	36	36	14	14	14	20	20	20	30	30	30	22	22	22	31	31	31	10	10	10	20	20	20	10000	10000	10000	30	30	30	7	7	7	15	15	15	19	19	19	24	24	24	10	10	10	9	9	9	17	17	17	13
19	4	39	30	19	4	20	27	39	9	9	9	25	25	25	39	39	39	29	29	29	43	43	43	10	10	10	41	41	41	25	25	25	20	20	20	30	30	30	15	15	15	22	22	22	30	30	30	30	30	30	10000	10000	10000	30	30	30	16	16	16	38	38	38	34	34	34	24	24	24	38	38	38	20	20	20	19
19	4	39	30	19	4	20	27	39	9	9	9	25	25	25	39	39	39	29	29	29	43	43	43	10	10	10	41	41	41	25	25	25	20	20	20	30	30	30	15	15	15	22	22	22	30	30	30	30	30	30	10000	10000	10000	30	30	30	16	16	16	38	38	38	34	34	34	24	24	24	38	38	38	20	20	20	19
19	4	39	30	19	4	20	27	39	9	9	9	25	25	25	39	39	39	29	29	29	43	43	43	10	10	10	41	41	41	25	25	25	20	20	20	30	30	30	15	15	15	22	22	22	30	30	30	30	30	30	10000	10000	10000	30	30	30	16	16	16	38	38	38	34	34	34	24	24	24	38	38	38	20	20	20	19
11	33	23	10	19	33	15	22	23	24	24	24	25	25	25	11	11	11	26	26	26	14	14	14	34	34	34	12	12	12	25	25	25	25	25	25	16	16	16	28	28	28	8	8	8	14	14	14	7	7	7	30	30	30	10000	10000	10000	16	16	16	14	14	14	18	18	18	14	14	14	9	9	9	13	13	13	11
11	33	23	10	19	33	15	22	23	24	24	24	25	25	25	11	11	11	26	26	26	14	14	14	34	34	34	12	12	12	25	25	25	25	25	25	16	16	16	28	28	28	8	8	8	14	14	14	7	7	7	30	30	30	10000	10000	10000	16	16	16	14	14	14	18	18	18	14	14	14	9	9	9	13	13	13	11
11	33	23	10	19	33	15	22	23	24	24	24	25	25	25	11	11	11	26	26	26	14	14	14	34	34	34	12	12	12	25	25	25	25	25	25	16	16	16	28	28	28	8	8	8	14	14	14	7	7	7	30	30	30	10000	10000	10000	16	16	16	14	14	14	18	18	18	14	14	14	9	9	9	13	13	13	11
8	20	32	20	17	20	5	25	32	13	13	13	15	15	15	23	23	23	19	19	19	29	29	29	23	23	23	27	27	27	15	15	15	22	22	22	24	24	24	21	21	21	10	10	10	22	22	22	15	15	15	16	16	16	16	16	16	10000	10000	10000	27	27	27	27	27	27	9	9	9	23	23	23	12	12	12	8
8	20	32	20	17	20	5	25	32	13	13	13	15	15	15	23	23	23	19	19	19	29	29	29	23	23	23	27	27	27	15	15	15	22	22	22	24	24	24	21	21	21	10	10	10	22	22	22	15	15	15	16	16	16	16	16	16	10000	10000	10000	27	27	27	27	27	27	9	9	9	23	23	23	12	12	12	8
8	20	32	20	17	20	5	25	32	13	13	13	15	15	15	23	23	23	19	19	19	29	29	29	23	23	23	27	27	27	15	15	15	22	22	22	24	24	24	21	21	21	10	10	10	22	22	22	15	15	15	16	16	16	16	16	16	10000	10000	10000	27	27	27	27	27	27	9	9	9	23	23	23	12	12	12	8
21	41	13	9	22	41	28	20	13	30	30	30	38	38	38	18	18	18	40	40	40	16	16	16	39	39	39	12	12	12	38	38	38	27	27	27	11	11	11	31	31	31	18	18	18	11	11	11	19	19	19	38	38	38	14	14	14	27	27	27	10000	10000	10000	10	10	10	27	27	27	16	16	16	19	19	19	21
21	41	13	9	22	41	28	20	13	30	30	30	38	38	38	18	18	18	40	40	40	16	16	16	39	39	39	12	12	12	38	38	38	27	27	27	11	11	11	31	31	31	18	18	18	11	11	11	19	19	19	38	38	38	14	14	14	27	27	27	10000	10000	10000	10	10	10	27	27	27	16	16	16	19	19	19	21
21	41	13	9	22	41	28	20	13	30	30	30	38	38	38	18	18	18	40	40	40	16	16	16	39	39	39	12	12	12	38	38	38	27	27	27	11	11	11	31	31	31	18	18	18	11	11	11	19	19	19	38	38	38	14	14	14	27	27	27	10000	10000	10000	10	10	10	27	27	27	16	16	16	19	19	19	21
20	36	6	9	16	36	29	11	6	26	26	26	40	40	40	26	26	26	42	42	42	25	25	25	32	32	32	21	21	21	40	40	40	19	19	19	4	4	4	24	24	24	19	19	19	5	5	5	24	24	24	34	34	34	18	18	18	27	27	27	10	10	10	10000	10000	10000	30	30	30	23	23	23	16	16	16	20
20	36	6	9	16	36	29	11	6	26	26	26	40	40	40	26	26	26	42	42	42	25	25	25	32	32	32	21	21	21	40	40	40	19	19	19	4	4	4	24	24	24	19	19	19	5	5	5	24	24	24	34	34	34	18	18	18	27	27	27	10	10	10	10000	10000	10000	30	30	30	23	23	23	16	16	16	20
20	36	6	9	16	36	29	11	6	26	26	26	40	40	40	26	26	26	42	42	42	25	25	25	32	32	32	21	21	21	40	40	40	19	19	19	4	4	4	24	24	24	19	19	19	5	5	5	24	24	24	34	34	34	18	18	18	27	27	27	10	10	10	10000	10000	10000	30	30	30	23	23	23	16	16	16	20
12	27	35	21	23	27	4	30	35	21	21	21	11	11	11	18	18	18	13	13	13	24	24	24	31	31	31	24	24	24	11	11	11	29	29	29	27	27	27	29	29	29	11	11	11	25	25	25	10	10	10	24	24	24	14	14	14	9	9	9	27	27	27	30	30	30	10000	10000	10000	18	18	18	17	17	17	12
12	27	35	21	23	27	4	30	35	21	21	21	11	11	11	18	18	18	13	13	13	24	24	24	31	31	31	24	24	24	11	11	11	29	29	29	27	27	27	29	29	29	11	11	11	25	25	25	10	10	10	24	24	24	14	14	14	9	9	9	27	27	27	30	30	30	10000	10000	10000	18	18	18	17	17	17	12
12	27	35	21	23	27	4	30	35	21	21	21	11	11	11	18	18	18	13	13	13	24	24	24	31	31	31	24	24	24	11	11	11	29	29	29	27	27	27	29	29	29	11	11	11	25	25	25	10	10	10	24	24	24	14	14	14	9	9	9	27	27	27	30	30	30	10000	10000	10000	18	18	18	17	17	17	12
19	41	28	17	27	41	21	30	28	32	32	32	27	27	27	3	3	3	28	28	28	6	6	6	42	42	42	7	7	7	27	27	27	34	34	34	23	23	23	36	36	36	16	16	16	21	21	21	9	9	9	38	38	38	9	9	9	23	23	23	16	16	16	23	23	23	18	18	18	10000	10000	10000	21	21	21	19
19	41	28	17	27	41	21	30	28	32	32	32	27	27	27	3	3	3	28	28	28	6	6	6	42	42	42	7	7	7	27	27	27	34	34	34	23	23	23	36	36	36	16	16	16	21	21	21	9	9	9	38	38	38	9	9	9	23	23	23	16	16	16	23	23	23	18	18	18	10000	10000	10000	21	21	21	19
19	41	28	17	27	41	21	30	28	32	32	32	27	27	27	3	3	3	28	28	28	6	6	6	42	42	42	7	7	7	27	27	27	34	34	34	23	23	23	36	36	36	16	16	16	21	21	21	9	9	9	38	38	38	9	9	9	23	23	23	16	16	16	23	23	23	18	18	18	10000	10000	10000	21	21	21	19
5	23	21	10	7	23	15	14	21	12	12	12	26	26	26	23	23	23	29	29	29	26	26	26	22	22	22	23	23	23	26	26	26	14	14	14	13	13	13	16	16	16	7	7	7	11	11	11	17	17	17	20	20	20	13	13	13	12	12	12	19	19	19	16	16	16	17	17	17	21	21	21	10000	10000	10000	5
5	23	21	10	7	23	15	14	21	12	12	12	26	26	26	23	23	23	29	29	29	26	26	26	22	22	22	23	23	23	26	26	26	14	14	14	13	13	13	16	16	16	7	7	7	11	11	11	17	17	17	20	20	20	13	13	13	12	12	12	19	19	19	16	16	16	17	17	17	21	21	21	10000	10000	10000	5
5	23	21	10	7	23	15	14	21	12	12	12	26	26	26	23	23	23	29	29	29	26	26	26	22	22	22	23	23	23	26	26	26	14	14	14	13	13	13	16	16	16	7	7	7	11	11	11	17	17	17	20	20	20	13	13	13	12	12	12	19	19	19	16	16	16	17	17	17	21	21	21	10000	10000	10000	5
0	23	25	13	12	23	10	19	25	13	13	13	21	21	21	20	20	20	24	24	24	25	25	25	23	23	23	22	22	22	21	21	21	18	18	18	17	17	17	19	19	19	4	4	4	15	15	15	13	13	13	19	19	19	11	11	11	8	8	8	21	21	21	20	20	20	12	12	12	19	19	19	5	5	5	0
