20	9	37	33	12	31	29	16	37	15	10000	36	24	20	25	29	34	23	24	3	33	3	2	2	2	21	21	21	15	15	15	21	21	21	41	41	41	21	21	21	16	16	16	33	33	33	19	19	19	9	9	9	42	42	42	32	32	32	41	41	41	12	12	12	37	37	37	6	6	6	31	31	31	42	42	42	41	41	41	20
18	39	15	42	35	14	38	21	15	37	36	10000	23	16	18	37	11	14	25	33	8	33	36	36	36	16	16	16	26	26	26	17	17	17	13	13	13	16	16	16	28	28	28	11	11	11	29	29	29	34	34	34	11	11	11	8	8	8	10	10	10	33	33	33	9	9	9	32	32	32	26	26	26	11	11	11	7	7	7	18
11	22	17	20	16	11	16	20	17	17	24	23	10000	12	27	14	16	16	2	21	17	21	25	25	25	19	19	19	9	9	9	9	9	9	21	21	21	19	19	19	9	9	9	28	28	28	31	31	31	27	27	27	23	23	23	16	16	16	23	23	23	30	30	30	30	30	30	24	24	24	8	8	8	23	23	23	25	25	25	11
2	23	19	31	19	13	27	9	19	22	20	16	12	10000	15	26	15	5	14	18	14	18	21	21	21	7	7	7	10	10	10	4	4	4	21	21	21	7	7	7	13	13	13	18	18	18	20	20	20	20	20	20	22	22	22	12	12	12	21	21	21	21	21	21	20	20	20	18	18	18	19	19	19	22	22	22	21	21	21	2
17	32	29	45	30	24	41	10	29	34	25	18	27	15	10000	40	24	11	28	24	21	24	25	25	25	9	9	9	23	23	23	18	18	18	29	29	29	9	9	9	26	26	26	9	9	9	12	12	12	20	20	20	28	28	28	20	20	20	27	27	27	18	18	18	14	14	14	20	20	20	33	33	33	28	28	28	24	24	24	17
24	23	27	6	18	24	2	31	27	15	29	37	14	26	40	10000	28	30	13	27	30	27	31	31	31	32	32	32	18	18	18	23	23	23	32	32	32	32	32	32	15	15	15	42	42	42	42	42	42	35	35	35	35	35	35	29	29	29	35	35	35	38	38	38	43	43	43	32	32	32	13	13	13	35	35	35	38	38	38	24
15	35	6	33	30	5	30	22	6	32	34	11	16	15	24	28	10000	15	17	32	4	32	35	35	35	18	18	18	21	21	21	14	14	14	7	7	7	18	18	18	23	23	23	20	20	20	33	33	33	35	35	35	8	8	8	4	4	4	8	8	8	35	35	35	19	19	19	32	32	32	16	16	16	8	8	8	10	10	10	15
7	26	19	35	23	14	31	8	19	26	23	14	16	5	11	30	15	10000	18	20	12	20	23	23	23	4	4	4	14	14	14	7	7	7	21	21	21	4	4	4	17	17	17	14	14	14	19	19	19	21	21	21	21	21	21	11	11	11	20	20	20	21	21	21	16	16	16	19	19	19	22	22	22	21	21	21	19	19	19	7
12	22	18	18	16	13	14	21	18	16	24	25	2	14	28	13	17	18	10000	22	19	22	25	25	25	20	20	20	10	10	10	11	11	11	22	22	22	20	20	20	8	8	8	30	30	30	32	32	32	28	28	28	25	25	25	17	17	17	24	24	24	30	30	30	31	31	31	25	25	25	7	7	7	25	25	25	27	27	27	12
17	9	35	32	10	29	28	15	35	14	3	33	21	18	24	27	32	20	22	10000	31	10000	4	4	4	19	19	19	13	13	13	19	19	19	38	38	38	19	19	19	14	14	14	31	31	31	18	18	18	9	9	9	39	39	39	29	29	29	38	38	38	13	13	13	35	35	35	6	6	6	28	28	28	39	39	39	39	39	39	17
14	35	9	35	30	7	32	20	9	32	33	8	17	14	21	30	4	12	19	31	10000	31	34	34	34	16	16	16	21	21	21	13	13	13	9	9	9	16	16	16	23	23	23	17	17	17	30	30	30	33	33	33	9	9	9	2	2	2	8	8	8	33	33	33	16	16	16	31	31	31	19	19	19	9	9	9	9	9	9	14
17	9	35	32	10	29	28	15	35	14	3	33	21	18	24	27	32	20	22	10000	31	10000	4	4	4	19	19	19	13	13	13	19	19	19	38	38	38	19	19	19	14	14	14	31	31	31	18	18	18	9	9	9	39	39	39	29	29	29	38	38	38	13	13	13	35	35	35	6	6	6	28	28	28	39	39	39	39	39	39	17
20	10	38	35	14	32	31	16	38	17	2	36	25	21	25	31	35	23	25	4	34	4	10000	10000	10000	21	21	21	16	16	16	22	22	22	41	41	41	21	21	21	18	18	18	33	33	33	18	18	18	7	7	7	42	42	42	32	32	32	41	41	41	11	11	11	36	36	36	5	5	5	32	32	32	42	42	42	41	41	41	20
20	10	38	35	14	32	31	16	38	17	2	36	25	21	25	31	35	23	25	4	34	4	10000	10000	10000	21	21	21	16	16	16	22	22	22	41	41	41	21	21	21	18	18	18	33	33	33	18	18	18	7	7	7	42	42	42	32	32	32	41	41	41	11	11	11	36	36	36	5	5	5	32	32	32	42	42	42	41	41	41	20
20	10	38	35	14	32	31	16	38	17	2	36	25	21	25	31	35	23	25	4	34	4	10000	10000	10000	21	21	21	16	16	16	22	22	22	41	41	41	21	21	21	18	18	18	33	33	33	18	18	18	7	7	7	42	42	42	32	32	32	41	41	41	11	11	11	36	36	36	5	5	5	32	32	32	42	42	42	41	41	41	20
9	26	23	37	23	17	33	6	23	27	21	16	19	7	9	32	18	4	20	19	16	19	21	21	21	10000	10000	10000	15	15	15	10	10	10	24	24	24	10000	10000	10000	18	18	18	13	13	13	15	15	15	18	18	18	24	24	24	15	15	15	23	23	23	18	18	18	16	16	16	17	17	17	25	25	25	24	24	24	22	22	22	9
9	26	23	37	23	17	33	6	23	27	21	16	19	7	9	32	18	4	20	19	16	19	21	21	21	10000	10000	10000	15	15	15	10	10	10	24	24	24	10000	10000	10000	18	18	18	13	13	13	15	15	15	18	18	18	24	24	24	15	15	15	23	23	23	18	18	18	16	16	16	17	17	17	25	25	25	24	24	24	22	22	22	9
9	26	23	37	23	17	33	6	23	27	21	16	19	7	9	32	18	4	20	19	16	19	21	21	21	10000	10000	10000	15	15	15	10	10	10	24	24	24	10000	10000	10000	18	18	18	13	13	13	15	15	15	18	18	18	24	24	24	15	15	15	23	23	23	18	18	18	16	16	16	17	17	17	25	25	25	24	24	24	22	22	22	9
8	15	24	24	10	17	19	14	24	12	15	26	9	10	23	18	21	14	10	13	21	13	16	16	16	15	15	15	10000	10000	10000	9	9	9	27	27	27	15	15	15	4	4	4	27	27	27	24	24	24	19	19	19	29	29	29	20	20	20	28	28	28	21	21	21	30	30	30	15	15	15	17	17	17	29	29	29	30	30	30	8
8	15	24	24	10	17	19	14	24	12	15	26	9	10	23	18	21	14	10	13	21	13	16	16	16	15	15	15	10000	10000	10000	9	9	9	27	27	27	15	15	15	4	4	4	27	27	27	24	24	24	19	19	19	29	29	29	20	20	20	28	28	28	21	21	21	30	30	30	15	15	15	17	17	17	29	29	29	30	30	30	8
8	15	24	24	10	17	19	14	24	12	15	26	9	10	23	18	21	14	10	13	21	13	16	16	16	15	15	15	10000	10000	10000	9	9	9	27	27	27	15	15	15	4	4	4	27	27	27	24	24	24	19	19	19	29	29	29	20	20	20	28	28	28	21	21	21	30	30	30	15	15	15	17	17	17	29	29	29	30	30	30	8
3	23	17	28	18	10	24	12	17	21	21	17	9	4	18	23	14	7	11	19	13	19	22	22	22	10	10	10	9	9	9	10000	10000	10000	20	20	20	10	10	10	11	11	11	20	20	20	23	23	23	22	22	22	21	21	21	11	11	11	20	20	20	24	24	24	22	22	22	19	19	19	16	16	16	21	21	21	21	21	21	3
3	23	17	28	18	10	24	12	17	21	21	17	9	4	18	23	14	7	11	19	13	19	22	22	22	10	10	10	9	9	9	10000	10000	10000	20	20	20	10	10	10	11	11	11	20	20	20	23	23	23	22	22	22	21	21	21	11	11	11	20	20	20	24	24	24	22	22	22	19	19	19	16	16	16	21	21	21	21	21	21	3
3	23	17	28	18	10	24	12	17	21	21	17	9	4	18	23	14	7	11	19	13	19	22	22	22	10	10	10	9	9	9	10000	10000	10000	20	20	20	10	10	10	11	11	11	20	20	20	23	23	23	22	22	22	21	21	21	11	11	11	20	20	20	24	24	24	22	22	22	19	19	19	16	16	16	21	21	21	21	21	21	3
22	41	5	36	36	10	33	29	5	37	41	13	21	21	29	32	7	21	22	38	9	38	41	41	41	24	24	24	27	27	27	20	20	20	10000	10000	10000	24	24	24	28	28	28	24	24	24	39	39	39	41	41	41	4	4	4	10	10	10	5	5	5	42	42	42	22	22	22	38	38	38	19	19	19	4	4	4	9	9	9	22
22	41	5	36	36	10	33	29	5	37	41	13	21	21	29	32	7	21	22	38	9	38	41	41	41	24	24	24	27	27	27	20	20	20	10000	10000	10000	24	24	24	28	28	28	24	24	24	39	39	39	41	41	41	4	4	4	10	10	10	5	5	5	42	42	42	22	22	22	38	38	38	19	19	19	4	4	4	9	9	9	22
22	41	5	36	36	10	33	29	5	37	41	13	21	21	29	32	7	21	22	38	9	38	41	41	41	24	24	24	27	27	27	20	20	20	10000	10000	10000	24	24	24	28	28	28	24	24	24	39	39	39	41	41	41	4	4	4	10	10	10	5	5	5	42	42	42	22	22	22	38	38	38	19	19	19	4	4	4	9	9	9	22
9	26	23	37	23	17	33	6	23	27	21	16	19	7	9	32	18	4	20	19	16	19	21	21	21	10000	10000	10000	15	15	15	10	10	10	24	24	24	10000	10000	10000	18	18	18	13	13	13	15	15	15	18	18	18	24	24	24	15	15	15	23	23	23	18	18	18	16	16	16	17	17	17	25	25	25	24	24	24	22	22	22	9
9	26	23	37	23	17	33	6	23	27	21	16	19	7	9	32	18	4	20	19	16	19	21	21	21	10000	10000	10000	15	15	15	10	10	10	24	24	24	10000	10000	10000	18	18	18	13	13	13	15	15	15	18	18	18	24	24	24	15	15	15	23	23	23	18	18	18	16	16	16	17	17	17	25	25	25	24	24	24	22	22	22	9
9	26	23	37	23	17	33	6	23	27	21	16	19	7	9	32	18	4	20	19	16	19	21	21	21	10000	10000	10000	15	15	15	10	10	10	24	24	24	10000	10000	10000	18	18	18	13	13	13	15	15	15	18	18	18	24	24	24	15	15	15	23	23	23	18	18	18	16	16	16	17	17	17	25	25	25	24	24	24	22	22	22	9
11	14	24	20	8	18	16	17	24	10	16	28	9	13	26	15	23	17	8	14	23	14	18	18	18	18	18	18	4	4	4	11	11	11	28	28	28	18	18	18	10000	10000	10000	30	30	30	27	27	27	21	21	21	30	30	30	21	21	21	30	30	30	24	24	24	32	32	32	18	18	18	15	15	15	30	30	30	31	31	31	11
11	14	24	20	8	18	16	17	24	10	16	28	9	13	26	15	23	17	8	14	23	14	18	18	18	18	18	18	4	4	4	11	11	11	28	28	28	18	18	18	10000	10000	10000	30	30	30	27	27	27	21	21	21	30	30	30	21	21	21	30	30	30	24	24	24	32	32	32	18	18	18	15	15	15	30	30	30	31	31	31	11
11	14	24	20	8	18	16	17	24	10	16	28	9	13	26	15	23	17	8	14	23	14	18	18	18	18	18	18	4	4	4	11	11	11	28	28	28	18	18	18	10000	10000	10000	30	30	30	27	27	27	21	21	21	30	30	30	21	21	21	30	30	30	24	24	24	32	32	32	18	18	18	15	15	15	30	30	30	31	31	31	11
20	38	25	47	35	22	44	17	25	39	33	11	28	18	9	42	20	14	30	31	17	31	33	33	33	13	13	13	27	27	27	20	20	20	24	24	24	13	13	13	30	30	30	10000	10000	10000	21	21	21	29	29	29	22	22	22	17	17	17	20	20	20	27	27	27	5	5	5	28	28	28	33	33	33	22	22	22	17	17	17	20
20	38	25	47	35	22	44	17	25	39	33	11	28	18	9	42	20	14	30	31	17	31	33	33	33	13	13	13	27	27	27	20	20	20	24	24	24	13	13	13	30	30	30	10000	10000	10000	21	21	21	29	29	29	22	22	22	17	17	17	20	20	20	27	27	27	5	5	5	28	28	28	33	33	33	22	22	22	17	17	17	20
20	38	25	47	35	22	44	17	25	39	33	11	28	18	9	42	20	14	30	31	17	31	33	33	33	13	13	13	27	27	27	20	20	20	24	24	24	13	13	13	30	30	30	10000	10000	10000	21	21	21	29	29	29	22	22	22	17	17	17	20	20	20	27	27	27	5	5	5	28	28	28	33	33	33	22	22	22	17	17	17	20
21	27	38	47	27	32	43	12	38	31	19	29	31	20	12	42	33	19	32	18	30	18	18	18	18	15	15	15	24	24	24	23	23	23	39	39	39	15	15	15	27	27	27	21	21	21	10000	10000	10000	11	11	11	38	38	38	29	29	29	37	37	37	8	8	8	25	25	25	13	13	13	38	38	38	38	38	38	35	35	35	21
21	27	38	47	27	32	43	12	38	31	19	29	31	20	12	42	33	19	32	18	30	18	18	18	18	15	15	15	24	24	24	23	23	23	39	39	39	15	15	15	27	27	27	21	21	21	10000	10000	10000	11	11	11	38	38	38	29	29	29	37	37	37	8	8	8	25	25	25	13	13	13	38	38	38	38	38	38	35	35	35	21
21	27	38	47	27	32	43	12	38	31	19	29	31	20	12	42	33	19	32	18	30	18	18	18	18	15	15	15	24	24	24	23	23	23	39	39	39	15	15	15	27	27	27	21	21	21	10000	10000	10000	11	11	11	38	38	38	29	29	29	37	37	37	8	8	8	25	25	25	13	13	13	38	38	38	38	38	38	35	35	35	21
20	17	39	40	19	32	36	13	39	23	9	34	27	20	20	35	35	21	28	9	33	9	7	7	7	18	18	18	19	19	19	22	22	22	41	41	41	18	18	18	21	21	21	29	29	29	11	11	11	10000	10000	10000	41	41	41	32	32	32	40	40	40	4	4	4	33	33	33	4	4	4	35	35	35	41	41	41	40	40	40	20
20	17	39	40	19	32	36	13	39	23	9	34	27	20	20	35	35	21	28	9	33	9	7	7	7	18	18	18	19	19	19	22	22	22	41	41	41	18	18	18	21	21	21	29	29	29	11	11	11	10000	10000	10000	41	41	41	32	32	32	40	40	40	4	4	4	33	33	33	4	4	4	35	35	35	41	41	41	40	40	40	20
20	17	39	40	19	32	36	13	39	23	9	34	27	20	20	35	35	21	28	9	33	9	7	7	7	18	18	18	19	19	19	22	22	22	41	41	41	18	18	18	21	21	21	29	29	29	11	11	11	10000	10000	10000	41	41	41	32	32	32	40	40	40	4	4	4	33	33	33	4	4	4	35	35	35	41	41	41	40	40	40	20
23	43	8	39	38	13	36	29	8	40	42	11	23	22	28	35	8	21	25	39	9	39	42	42	42	24	24	24	29	29	29	21	21	21	4	4	4	24	24	24	30	30	30	22	22	22	38	38	38	41	41	41	10000	10000	10000	10	10	10	2	2	2	42	42	42	19	19	19	39	39	39	22	22	22	10000	10000	10000	6	6	6	23
23	43	8	39	38	13	36	29	8	40	42	11	23	22	28	35	8	21	25	39	9	39	42	42	42	24	24	24	29	29	29	21	21	21	4	4	4	24	24	24	30	30	30	22	22	22	38	38	38	41	41	41	10000	10000	10000	10	10	10	2	2	2	42	42	42	19	19	19	39	39	39	22	22	22	10000	10000	10000	6	6	6	23
23	43	8	39	38	13	36	29	8	40	42	11	23	22	28	35	8	21	25	39	9	39	42	42	42	24	24	24	29	29	29	21	21	21	4	4	4	24	24	24	30	30	30	22	22	22	38	38	38	41	41	41	10000	10000	10000	10	10	10	2	2	2	42	42	42	19	19	19	39	39	39	22	22	22	10000	10000	10000	6	6	6	23
13	34	9	34	29	6	31	19	9	31	32	8	16	12	20	29	4	11	17	29	2	29	32	32	32	15	15	15	20	20	20	11	11	11	10	10	10	15	15	15	21	21	21	17	17	17	29	29	29	32	32	32	10	10	10	10000	10000	10000	9	9	9	32	32	32	16	16	16	29	29	29	18	18	18	10	10	10	10	10	10	13
13	34	9	34	29	6	31	19	9	31	32	8	16	12	20	29	4	11	17	29	2	29	32	32	32	15	15	15	20	20	20	11	11	11	10	10	10	15	15	15	21	21	21	17	17	17	29	29	29	32	32	32	10	10	10	10000	10000	10000	9	9	9	32	32	32	16	16	16	29	29	29	18	18	18	10	10	10	10	10	10	13
13	34	9	34	29	6	31	19	9	31	32	8	16	12	20	29	4	11	17	29	2	29	32	32	32	15	15	15	20	20	20	11	11	11	10	10	10	15	15	15	21	21	21	17	17	17	29	29	29	32	32	32	10	10	10	10000	10000	10000	9	9	9	32	32	32	16	16	16	29	29	29	18	18	18	10	10	10	10	10	10	13
22	42	9	39	37	12	36	28	9	39	41	10	23	21	27	35	8	20	24	38	8	38	41	41	41	23	23	23	28	28	28	20	20	20	5	5	5	23	23	23	30	30	30	20	20	20	37	37	37	40	40	40	2	2	2	9	9	9	10000	10000	10000	41	41	41	18	18	18	38	38	38	23	23	23	2	2	2	5	5	5	22
22	42	9	39	37	12	36	28	9	39	41	10	23	21	27	35	8	20	24	38	8	38	41	41	41	23	23	23	28	28	28	20	20	20	5	5	5	23	23	23	30	30	30	20	20	20	37	37	37	40	40	40	2	2	2	9	9	9	10000	10000	10000	41	41	41	18	18	18	38	38	38	23	23	23	2	2	2	5	5	5	22
22	42	9	39	37	12	36	28	9	39	41	10	23	21	27	35	8	20	24	38	8	38	41	41	41	23	23	23	28	28	28	20	20	20	5	5	5	23	23	23	30	30	30	20	20	20	37	37	37	40	40	40	2	2	2	9	9	9	10000	10000	10000	41	41	41	18	18	18	38	38	38	23	23	23	2	2	2	5	5	5	22
22	21	40	43	22	33	39	13	40	26	12	33	30	21	18	38	35	21	30	13	33	13	11	11	11	18	18	18	21	21	21	24	24	24	42	42	42	18	18	18	24	24	24	27	27	27	8	8	8	4	4	4	42	42	42	32	32	32	41	41	41	10000	10000	10000	31	31	31	8	8	8	37	37	37	42	42	42	40	40	40	22
22	21	40	43	22	33	39	13	40	26	12	33	30	21	18	38	35	21	30	13	33	13	11	11	11	18	18	18	21	21	21	24	24	24	42	42	42	18	18	18	24	24	24	27	27	27	8	8	8	4	4	4	42	42	42	32	32	32	41	41	41	10000	10000	10000	31	31	31	8	8	8	37	37	37	42	42	42	40	40	40	22
22	21	40	43	22	33	39	13	40	26	12	33	30	21	18	38	35	21	30	13	33	13	11	11	11	18	18	18	21	21	21	24	24	24	42	42	42	18	18	18	24	24	24	27	27	27	8	8	8	4	4	4	42	42	42	32	32	32	41	41	41	10000	10000	10000	31	31	31	8	8	8	37	37	37	42	42	42	40	40	40	22
22	41	24	49	38	22	45	21	24	41	37	9	30	20	14	43	19	16	31	35	16	35	36	36	36	16	16	16	30	30	30	22	22	22	22	22	22	16	16	16	32	32	32	5	5	5	25	25	25	33	33	33	19	19	19	16	16	16	18	18	18	31	31	31	10000	10000	10000	32	32	32	33	33	33	19	19	19	14	14	14	22
22	41	24	49	38	22	45	21	24	41	37	9	30	20	14	43	19	16	31	35	16	35	36	36	36	16	16	16	30	30	30	22	22	22	22	22	22	16	16	16	32	32	32	5	5	5	25	25	25	33	33	33	19	19	19	16	16	16	18	18	18	31	31	31	10000	10000	10000	32	32	32	33	33	33	19	19	19	14	14	14	22
22	41	24	49	38	22	45	21	24	41	37	9	30	20	14	43	19	16	31	35	16	35	36	36	36	16	16	16	30	30	30	22	22	22	22	22	22	16	16	16	32	32	32	5	5	5	25	25	25	33	33	33	19	19	19	16	16	16	18	18	18	31	31	31	10000	10000	10000	32	32	32	33	33	33	19	19	19	14	14	14	22
17	14	36	37	15	29	32	12	36	19	6	32	24	18	20	32	32	19	25	6	31	6	5	5	5	17	17	17	15	15	15	19	19	19	38	38	38	17	17	17	18	18	18	28	28	28	13	13	13	4	4	4	39	39	39	29	29	29	38	38	38	8	8	8	32	32	32	10000	10000	10000	31	31	31	39	39	39	38	38	38	17
17	14	36	37	15	29	32	12	36	19	6	32	24	18	20	32	32	19	25	6	31	6	5	5	5	17	17	17	15	15	15	19	19	19	38	38	38	17	17	17	18	18	18	28	28	28	13	13	13	4	4	4	39	39	39	29	29	29	38	38	38	8	8	8	32	32	32	10000	10000	10000	31	31	31	39	39	39	38	38	38	17
17	14	36	37	15	29	32	12	36	19	6	32	24	18	20	32	32	19	25	6	31	6	5	5	5	17	17	17	15	15	15	19	19	19	38	38	38	17	17	17	18	18	18	28	28	28	13	13	13	4	4	4	39	39	39	29	29	29	38	38	38	8	8	8	32	32	32	10000	10000	10000	31	31	31	39	39	39	38	38	38	17
17	28	15	17	22	12	14	27	15	22	31	26	8	19	33	13	16	22	7	28	19	28	32	32	32	25	25	25	17	17	17	16	16	16	19	19	19	25	25	25	15	15	15	33	33	33	38	38	38	35	35	35	22	22	22	18	18	18	23	23	23	37	37	37	33	33	33	31	31	31	10000	10000	10000	22	22	22	26	26	26	17
17	28	15	17	22	12	14	27	15	22	31	26	8	19	33	13	16	22	7	28	19	28	32	32	32	25	25	25	17	17	17	16	16	16	19	19	19	25	25	25	15	15	15	33	33	33	38	38	38	35	35	35	22	22	22	18	18	18	23	23	23	37	37	37	33	33	33	31	31	31	10000	10000	10000	22	22	22	26	26	26	17
17	28	15	17	22	12	14	27	15	22	31	26	8	19	33	13	16	22	7	28	19	28	32	32	32	25	25	25	17	17	17	16	16	16	19	19	19	25	25	25	15	15	15	33	33	33	38	38	38	35	35	35	22	22	22	18	18	18	23	23	23	37	37	37	33	33	33	31	31	31	10000	10000	10000	22	22	22	26	26	26	17
23	43	8	39	38	13	36	29	8	40	42	11	23	22	28	35	8	21	25	39	9	39	42	42	42	24	24	24	29	29	29	21	21	21	4	4	4	24	24	24	30	30	30	22	22	22	38	38	38	41	41	41	10000	10000	10000	10	10	10	2	2	2	42	42	42	19	19	19	39	39	39	22	22	22	10000	10000	10000	6	6	6	23
23	43	8	39	38	13	36	29	8	40	42	11	23	22	28	35	8	21	25	39	9	39	42	42	42	24	24	24	29	29	29	21	21	21	4	4	4	24	24	24	30	30	30	22	22	22	38	38	38	41	41	41	10000	10000	10000	10	10	10	2	2	2	42	42	42	19	19	19	39	39	39	22	22	22	10000	10000	10000	6	6	6	23
23	43	8	39	38	13	36	29	8	40	42	11	23	22	28	35	8	21	25	39	9	39	42	42	42	24	24	24	29	29	29	21	21	21	4	4	4	24	24	24	30	30	30	22	22	22	38	38	38	41	41	41	10000	10000	10000	10	10	10	2	2	2	42	42	42	19	19	19	39	39	39	22	22	22	10000	10000	10000	6	6	6	23
22	43	12	42	39	15	39	27	12	41	41	7	25	21	24	38	10	19	27	39	9	39	41	41	41	22	22	22	30	30	30	21	21	21	9	9	9	22	22	22	31	31	31	17	17	17	35	35	35	40	40	40	6	6	6	10	10	10	5	5	5	40	40	40	14	14	14	38	38	38	26	26	26	6	6	6	10000	10000	10000	22
22	43	12	42	39	15	39	27	12	41	41	7	25	21	24	38	10	19	27	39	9	39	41	41	41	22	22	22	30	30	30	21	21	21	9	9	9	22	22	22	31	31	31	17	17	17	35	35	35	40	40	40	6	6	6	10	10	10	5	5	5	40	40	40	14	14	14	38	38	38	26	26	26	6	6	6	10000	10000	10000	22
22	43	12	42	39	15	39	27	12	41	41	7	25	21	24	38	10	19	27	39	9	39	41	41	41	22	22	22	30	30	30	21	21	21	9	9	9	22	22	22	31	31	31	17	17	17	35	35	35	40	40	40	6	6	6	10	10	10	5	5	5	40	40	40	14	14	14	38	38	38	26	26	26	6	6	6	10000	10000	10000	22
0	22	19	29	17	12	25	10	19	20	20	18	11	2	17	24	15	7	12	17	14	17	20	20	20	9	9	9	8	8	8	3	3	3	22	22	22	9	9	9	11	11	11	20	20	20	21	21	21	20	20	20	23	23	23	13	13	13	22	22	22	22	22	22	22	22	22	17	17	17	17	17	17	23	23	23	22	22	22	0
